Gene1	Gene2	corVal	pValue
g57	g38	0.155137644143032	0.0168403324082577
g64	g4	0.154807480769292	0.0170779024814275
g4	g64	0.154807480769292	0.0170779024814276
g17	g54	0.154418868302262	0.0173612685838275
g54	g17	0.154418868302262	0.0173612685838275
g16	g57	0.154205609963701	0.017518505204502
g57	g16	0.154205609963701	0.017518505204502
g28	g0	0.154055341483415	0.0176300426717715
g0	g28	0.154055341483415	0.0176300426717715
g45	g52	0.151117000687658	0.019938728933673
g52	g45	0.151117000687658	0.0199387289336731
g48	g3	0.148559117309339	0.0221575927093111
g3	g48	0.148559117309338	0.0221575927093113
g18	g16	0.148449459794936	0.0222573071678046
g16	g18	0.148449459794936	0.0222573071678047
g50	g30	0.147667514811086	0.0229796547402511
g30	g50	0.147667514811086	0.0229796547402513
g29	g14	0.147528857235585	0.0231098341692197
g14	g29	0.147528857235585	0.0231098341692198
g6	g61	0.14702259702153	0.0235905567342821
g61	g6	0.14702259702153	0.0235905567342822
g4	g39	0.146686195730501	0.0239147354460344
g39	g4	0.146686195730501	0.0239147354460345
g4	g56	0.146234962441721	0.0243555971726292
g56	g4	0.146234962441721	0.0243555971726293
g40	g54	0.145265318287897	0.0253266859215873
g54	g40	0.145265318287897	0.0253266859215874
g25	g57	0.144727551686697	0.0258794702630849
g57	g25	0.144727551686697	0.025879470263085
g63	g56	0.143405331496022	0.0272828707887608
g56	g63	0.143405331496022	0.0272828707887608
g62	g57	0.142966035844632	0.0277633546739206
g57	g62	0.142966035844632	0.0277633546739207
g61	g12	0.142144073758017	0.0286818746672803
g12	g61	0.142144073758017	0.0286818746672804
g55	g11	0.141789348477332	0.0290862311450369
g11	g55	0.141789348477331	0.0290862311450372
g21	g10	0.140576910742216	0.0305053157804217
g10	g21	0.140576910742216	0.0305053157804217
g32	g9	0.140546743289028	0.0305413653514174
g9	g32	0.140546743289028	0.0305413653514174
g55	g9	0.140306897521094	0.0308292724671482
g9	g55	0.140306897521094	0.0308292724671484
g64	g2	0.138661295521587	0.0328677396923943
g2	g64	0.138661295521587	0.0328677396923946
g14	g12	0.138526531261567	0.0330396427033423
g12	g14	0.138526531261567	0.0330396427033426
g3	g12	0.137634702081797	0.0341966274314885
g12	g3	0.137634702081797	0.0341966274314886
g60	g31	0.136969300146396	0.0350821156262896
g31	g60	0.136969300146396	0.0350821156262896
g41	g27	0.136857559715694	0.0352327059355973
g27	g41	0.136857559715694	0.0352327059355974
g52	g53	0.136632855902348	0.035537194718659
g53	g52	0.136632855902348	0.035537194718659
g52	g35	0.135496279888986	0.0371117218659072
g35	g52	0.135496279888986	0.0371117218659072
g5	g20	0.135411619112624	0.0372313301611938
g20	g5	0.135411619112624	0.0372313301611938
g5	g54	0.135176958791788	0.0375645626588927
g54	g5	0.135176958791788	0.0375645626588927
g45	g2	0.134379345450799	0.0387161369267626
g2	g45	0.134379345450799	0.0387161369267626
g37	g27	0.134354965864872	0.0387517998466216
g27	g37	0.134354965864872	0.0387517998466217
g42	g63	0.134108574320501	0.0391137850937456
g63	g42	0.134108574320501	0.0391137850937456
g26	g3	0.133039934524336	0.0407169679405946
g3	g26	0.133039934524336	0.0407169679405946
g35	g6	0.132536011720531	0.0414919493651856
g6	g35	0.132536011720531	0.0414919493651857
g16	g44	0.132273522027065	0.0419005233609903
g44	g16	0.132273522027065	0.0419005233609903
g4	g44	0.131880847458548	0.0425180475133907
g44	g4	0.131880847458548	0.042518047513391
g53	g61	0.131474110823311	0.0431657312250458
g61	g53	0.131474110823311	0.0431657312250458
g3	g22	0.130623750708726	0.0445466293251178
g22	g3	0.130623750708726	0.0445466293251181
g51	g17	0.130555229231243	0.0446594955334743
g17	g51	0.130555229231243	0.0446594955334743
g3	g59	0.130323138558893	0.0450435696155819
g59	g3	0.130323138558893	0.045043569615582
g28	g3	0.129750141843377	0.0460036543023224
g3	g28	0.129750141843377	0.0460036543023224
g50	g2	0.129259367784585	0.0468395305608481
g2	g50	0.129259367784585	0.0468395305608481
g33	g28	0.129211501246897	0.0469217311808386
g28	g33	0.129211501246897	0.0469217311808386
g40	g33	0.129097414133725	0.0471181379307021
g33	g40	0.129097414133725	0.0471181379307022
g51	g45	0.128996566754917	0.0472923234795316
g45	g51	0.128996566754917	0.0472923234795317
g0	g50	0.128969753228352	0.0473387267664785
g50	g0	0.128969753228352	0.0473387267664785
g14	g23	0.128916599370946	0.0474308268931159
g23	g14	0.128916599370946	0.0474308268931159
g55	g19	0.128812770357247	0.0476111641251066
g19	g55	0.128812770357247	0.0476111641251069
g3	g19	0.128642823836311	0.0479075744459451
g19	g3	0.128642823836311	0.0479075744459452
g57	g24	0.128516724166501	0.0481285042516997
g24	g57	0.128516724166501	0.0481285042516997
g20	g19	0.128284635251261	0.0485373532154255
g19	g20	0.128284635251261	0.0485373532154257
g5	g15	0.125695514537613	0.0532980394136801
g15	g5	0.125695514537613	0.0532980394136802
g52	g49	0.12544287046318	0.0537826554663066
g49	g52	0.12544287046318	0.0537826554663066
g59	g30	0.125145778761084	0.0543572004131573
g30	g59	0.125145778761084	0.0543572004131573
g6	g1	0.124268997395122	0.0560825394991372
g1	g6	0.124268997395121	0.0560825394991375
g39	g35	0.12379576549568	0.0570324428257311
g35	g39	0.12379576549568	0.0570324428257311
g48	g40	0.123428398557343	0.0577789820981937
g40	g48	0.123428398557342	0.0577789820981939
g40	g8	0.123306309674295	0.0580288628818178
g8	g40	0.123306309674295	0.0580288628818178
g63	g29	0.123003519564754	0.0586524395728463
g29	g63	0.123003519564754	0.0586524395728465
g64	g48	0.122723733766389	0.0592335453330119
g48	g64	0.122723733766389	0.0592335453330121
g48	g0	0.121611393399095	0.0615909844989034
g0	g48	0.121611393399095	0.0615909844989034
g34	g3	0.121528914429048	0.0617688170153399
g3	g34	0.121528914429047	0.0617688170153401
g58	g30	0.121351976953708	0.0621517358373521
g30	g58	0.121351976953708	0.0621517358373524
g58	g1	0.12098000313531	0.0629631069896857
g1	g58	0.12098000313531	0.0629631069896858
g21	g19	0.120835443400685	0.063280767720847
g19	g21	0.120835443400685	0.0632807677208473
g26	g49	0.120614642091999	0.0637685034366748
g49	g26	0.120614642091999	0.063768503436675
g24	g13	0.120599168372426	0.0638027992368498
g13	g24	0.120599168372426	0.0638027992368498
g27	g19	0.119870180883292	0.0654357544057985
g19	g27	0.119870180883292	0.0654357544057985
g54	g3	0.119564294429193	0.0661310726153595
g3	g54	0.119564294429193	0.0661310726153597
g37	g44	0.119363424838679	0.066590956023746
g44	g37	0.119363424838679	0.0665909560237463
g55	g33	0.118908335360435	0.067642551091994
g33	g55	0.118908335360435	0.0676425510919942
g63	g54	0.118872434234142	0.0677260838369513
g54	g63	0.118872434234142	0.0677260838369514
g50	g15	0.118806280487817	0.0678802275115832
g15	g50	0.118806280487817	0.0678802275115837
g13	g7	0.11776705632561	0.0703395551085444
g7	g13	0.11776705632561	0.0703395551085447
g62	g48	0.117758397989379	0.0703603461812963
g48	g62	0.117758397989379	0.0703603461812963
g21	g42	0.117536032337478	0.0708960266095491
g42	g21	0.117536032337478	0.0708960266095491
g11	g12	0.117526968236296	0.0709179323802116
g12	g11	0.117526968236296	0.0709179323802118
g44	g29	0.117417982202284	0.0711817576509541
g29	g44	0.117417982202284	0.0711817576509541
g58	g14	0.117184368041753	0.0717499669304199
g14	g58	0.117184368041753	0.0717499669304201
g6	g51	0.117107951352554	0.0719366312513136
g51	g6	0.117107951352554	0.0719366312513138
g48	g44	0.116971361563748	0.072271265909601
g44	g48	0.116971361563748	0.0722712659096013
g58	g27	0.116870165488279	0.0725200045026491
g27	g58	0.116870165488279	0.0725200045026494
g34	g26	0.116418922525046	0.0736376422375319
g26	g34	0.116418922525046	0.0736376422375319
g13	g46	0.115932236691318	0.0748587098382284
g46	g13	0.115932236691318	0.0748587098382287
g38	g21	0.114965924910499	0.0773318243448117
g21	g38	0.114965924910499	0.0773318243448117
g40	g11	0.11466807475543	0.0781073211671516
g11	g40	0.11466807475543	0.0781073211671517
g14	g15	0.114555671312369	0.0784016101450473
g15	g14	0.114555671312369	0.0784016101450474
g9	g8	0.113916142193321	0.0800930988688931
g8	g9	0.113916142193321	0.0800930988688932
g28	g60	0.11380858826875	0.0803804409946102
g60	g28	0.11380858826875	0.0803804409946103
g31	g21	0.113430349977512	0.0813975603584838
g21	g31	0.113430349977512	0.0813975603584838
g0	g11	0.11290855840258	0.0828177146044039
g11	g0	0.11290855840258	0.0828177146044039
g4	g62	0.112360666497993	0.0843303100895059
g62	g4	0.112360666497993	0.0843303100895061
g4	g18	0.112225877460797	0.0847058139729292
g18	g4	0.112225877460797	0.0847058139729294
g59	g21	0.111689360139354	0.0862138185397338
g21	g59	0.111689360139354	0.086213818539734
g20	g17	0.111249129017113	0.0874672176335785
g17	g20	0.111249129017113	0.087467217633579
g18	g7	0.111101239992239	0.0878915413070797
g7	g18	0.111101239992239	0.0878915413070798
g8	g64	0.110513409262914	0.0895944809384543
g64	g8	0.110513409262914	0.0895944809384546
g59	g27	0.109841165832218	0.0915742097016766
g27	g59	0.109841165832218	0.0915742097016766
g63	g43	0.109674856103204	0.0920693361694482
g43	g63	0.109674856103204	0.0920693361694482
g22	g6	0.1095121168701	0.0925558989574789
g6	g22	0.1095121168701	0.0925558989574791
g12	g6	0.10880436200552	0.0946958737646759
g6	g12	0.10880436200552	0.094695873764676
g22	g14	0.108376246843073	0.0960093311674009
g14	g22	0.108376246843073	0.0960093311674009
g16	g3	0.107845527771379	0.0976576438001454
g3	g16	0.107845527771379	0.0976576438001458
g18	g14	0.107272832713824	0.0994614489721386
g14	g18	0.107272832713824	0.0994614489721397
g2	g23	0.10726205074664	0.0994956602895229
g23	g2	0.10726205074664	0.099495660289523
g50	g36	0.107105712439831	0.0999927726516464
g36	g50	0.107105712439831	0.0999927726516467
g8	g59	0.106931092542347	0.100550339754563
g59	g8	0.106931092542347	0.100550339754563
g2	g8	0.106840934163995	0.100839180670086
g8	g2	0.106840934163995	0.100839180670086
g24	g60	0.106638271771116	0.101490849206863
g60	g24	0.106638271771116	0.101490849206863
g30	g11	0.106208713189171	0.102883125514124
g11	g30	0.106208713189171	0.102883125514124
g56	g10	0.105966873788766	0.103673585478688
g10	g56	0.105966873788766	0.103673585478688
g59	g20	0.105803288694246	0.104210982286854
g20	g59	0.105803288694246	0.104210982286854
g56	g31	0.105159225374047	0.106348205568767
g31	g56	0.105159225374047	0.106348205568767
g62	g36	0.104415503305406	0.108858920577412
g36	g62	0.104415503305406	0.108858920577412
g61	g46	0.104312155605146	0.109211466242949
g46	g61	0.104312155605146	0.10921146624295
g20	g38	0.104231093385024	0.109488617626472
g38	g20	0.104231093385024	0.109488617626473
g57	g18	0.104138025975773	0.109807495616866
g18	g57	0.104138025975773	0.109807495616866
g34	g61	0.103757461244744	0.111119023233105
g61	g34	0.103757461244744	0.111119023233105
g25	g55	0.103522348118169	0.111935405618853
g55	g25	0.103522348118168	0.111935405618854
g2	g42	0.103440903564613	0.11221929890933
g42	g2	0.103440903564613	0.11221929890933
g7	g19	0.103333694930526	0.112593858421261
g19	g7	0.103333694930526	0.112593858421261
g39	g25	0.103069689404356	0.11352040108629
g25	g39	0.103069689404356	0.11352040108629
g1	g45	0.103021587949706	0.113689856767145
g45	g1	0.103021587949706	0.113689856767145
g9	g31	0.102891829870222	0.114147966221599
g31	g9	0.102891829870222	0.114147966221599
g34	g6	0.1028375312978	0.114340094713584
g6	g34	0.1028375312978	0.114340094713584
g33	g2	0.102627157693037	0.115086863511503
g2	g33	0.102627157693036	0.115086863511503
g64	g21	0.102500057992471	0.115539876443588
g21	g64	0.102500057992471	0.115539876443588
g46	g3	0.102405613815855	0.11587739871662
g3	g46	0.102405613815855	0.11587739871662
g37	g10	0.102133695627282	0.116853474170048
g10	g37	0.102133695627282	0.116853474170048
g30	g57	0.101700048758036	0.118423348820529
g57	g30	0.101700048758036	0.118423348820529
g52	g10	0.101430691757355	0.119406709803743
g10	g52	0.101430691757355	0.119406709803743
g64	g1	0.101318973245891	0.119816428937595
g1	g64	0.101318973245891	0.119816428937595
g4	g40	0.101224590095399	0.120163423836579
g40	g4	0.101224590095399	0.12016342383658
g60	g51	0.101019523693321	0.120920034399224
g51	g60	0.101019523693321	0.120920034399224
g41	g31	0.100926735357266	0.121263599924653
g31	g41	0.100926735357265	0.121263599924653
g63	g8	0.100916525769188	0.121301449048985
g8	g63	0.100916525769188	0.121301449048985
g46	g35	0.100255075264603	0.123773210277798
g35	g46	0.100255075264603	0.123773210277798
g56	g15	0.100175471543882	0.124073294227953
g15	g56	0.100175471543882	0.124073294227953
g5	g61	0.0998647299012073	0.125250105119216
g61	g5	0.0998647299012073	0.125250105119216
g50	g29	0.0995464057999961	0.126464576240351
g29	g50	0.0995464057999961	0.126464576240351
g28	g2	0.099345835993409	0.12723445667986
g2	g28	0.099345835993409	0.12723445667986
g21	g49	0.0989411797974222	0.128798740108884
g49	g21	0.0989411797974221	0.128798740108884
g58	g8	0.0989355463647033	0.128820621644225
g8	g58	0.0989355463647033	0.128820621644226
g32	g43	0.0988946663194125	0.128979495036374
g43	g32	0.0988946663194124	0.128979495036374
g36	g28	0.0986079782159577	0.130097912835587
g28	g36	0.0986079782159576	0.130097912835587
g8	g35	0.0983286757461009	0.131194695842121
g35	g8	0.0983286757461008	0.131194695842121
g40	g12	0.098272051195027	0.131417918782003
g12	g40	0.0982720511950269	0.131417918782003
g61	g4	0.0982524830358269	0.131495127542207
g4	g61	0.0982524830358268	0.131495127542207
g45	g63	0.0979893190063676	0.132536873433067
g63	g45	0.0979893190063674	0.132536873433068
g20	g18	0.0975799420000302	0.134170017865097
g18	g20	0.0975799420000302	0.134170017865098
g20	g13	0.097257738869587	0.135466235693085
g13	g20	0.0972577388695868	0.135466235693086
g15	g54	0.0970617339138036	0.136259449271404
g54	g15	0.0970617339138035	0.136259449271405
g4	g54	0.0967996886836349	0.137325480487533
g54	g4	0.0967996886836348	0.137325480487534
g4	g21	0.096798373890503	0.137330845289191
g21	g4	0.0967983738905029	0.137330845289191
g46	g2	0.0962423457136	0.139614056002759
g2	g46	0.0962423457135999	0.13961405600276
g4	g0	0.0957369786525087	0.141714316772609
g0	g4	0.0957369786525087	0.141714316772609
g48	g21	0.0952840937615316	0.143616879864499
g21	g48	0.0952840937615316	0.143616879864499
g42	g37	0.094796839372215	0.145685499198611
g37	g42	0.094796839372215	0.145685499198611
g13	g22	0.0947822546158652	0.145747765740846
g22	g13	0.094782254615865	0.145747765740847
g41	g8	0.0947595161053308	0.145844883396277
g8	g41	0.0947595161053307	0.145844883396277
g5	g24	0.0944466568234255	0.14718612794279
g24	g5	0.0944466568234254	0.147186127942791
g28	g27	0.0943792929466271	0.147476142668846
g27	g28	0.094379292946627	0.147476142668846
g55	g22	0.0940589382514731	0.148861275095299
g22	g55	0.0940589382514731	0.148861275095299
g50	g1	0.0937571609930588	0.150175089201244
g1	g50	0.0937571609930588	0.150175089201245
g5	g57	0.0935309826650839	0.151165522872196
g57	g5	0.0935309826650839	0.151165522872196
g16	g40	0.0931736721563392	0.152740249265073
g40	g16	0.0931736721563392	0.152740249265073
g62	g15	0.0931196605880364	0.152979362267482
g15	g62	0.0931196605880364	0.152979362267482
g49	g2	0.0929904008627589	0.153552752821998
g2	g49	0.0929904008627589	0.153552752821998
g45	g14	0.0929738854378424	0.153626131356996
g14	g45	0.0929738854378422	0.153626131356997
g24	g26	0.0928926356975517	0.153987512188621
g26	g24	0.0928926356975517	0.153987512188622
g58	g22	0.0928016316556425	0.154393039796879
g22	g58	0.0928016316556425	0.154393039796879
g61	g44	0.0924346950184828	0.156036346311505
g44	g61	0.0924346950184828	0.156036346311505
g44	g45	0.0924003188769661	0.156190970991109
g45	g44	0.092400318876966	0.15619097099111
g56	g1	0.0922309611255556	0.15695443256609
g1	g56	0.0922309611255555	0.15695443256609
g50	g18	0.0921909333144961	0.157135287205924
g18	g50	0.0921909333144961	0.157135287205924
g64	g32	0.0919178057248076	0.158373530410707
g32	g64	0.0919178057248076	0.158373530410707
g34	g41	0.0914811701162284	0.160368275717564
g41	g34	0.0914811701162283	0.160368275717564
g48	g49	0.0913556128934039	0.160945355204757
g49	g48	0.0913556128934039	0.160945355204757
g43	g28	0.0911358557702548	0.161959140850344
g28	g43	0.0911358557702548	0.161959140850344
g17	g26	0.0908573188205855	0.163250962701107
g26	g17	0.0908573188205854	0.163250962701107
g58	g61	0.0903411367322302	0.165665337643116
g61	g58	0.0903411367322302	0.165665337643116
g32	g42	0.0886884609128627	0.173575066616847
g42	g32	0.0886884609128627	0.173575066616847
g18	g60	0.0886543340884551	0.173741302274528
g60	g18	0.0886543340884551	0.173741302274529
g1	g30	0.0885624792974702	0.174189324561867
g30	g1	0.08856247929747	0.174189324561867
g43	g60	0.0883522736555162	0.175217828648652
g60	g43	0.0883522736555162	0.175217828648652
g58	g53	0.0883191084368899	0.175380511360583
g53	g58	0.0883191084368899	0.175380511360584
g11	g22	0.0881803991901192	0.176062124328889
g22	g11	0.0881803991901191	0.176062124328889
g61	g24	0.0881173448219143	0.176372619592895
g24	g61	0.0881173448219143	0.176372619592895
g56	g61	0.0878639188697628	0.177624642651033
g61	g56	0.0878639188697628	0.177624642651034
g38	g45	0.0869788417314922	0.182048855603914
g45	g38	0.0869788417314922	0.182048855603914
g58	g42	0.0869378227575538	0.182255847707818
g42	g58	0.0869378227575536	0.182255847707818
g3	g9	0.086504542123617	0.184452890999863
g9	g3	0.0865045421236169	0.184452890999864
g17	g42	0.0863706194078699	0.185135900033289
g42	g17	0.0863706194078699	0.185135900033289
g54	g2	0.0863700671830907	0.185138720236036
g2	g54	0.0863700671830906	0.185138720236036
g42	g44	0.0862753122593752	0.185623099735495
g44	g42	0.086275312259375	0.185623099735496
g59	g14	0.0862419853994013	0.185793685084219
g14	g59	0.0862419853994012	0.185793685084219
g43	g12	0.0861271316823745	0.186382452394517
g12	g43	0.0861271316823744	0.186382452394518
g19	g54	0.0860328363268454	0.186866855795528
g54	g19	0.0860328363268454	0.186866855795528
g18	g54	0.0858590668370363	0.187761943818366
g54	g18	0.0858590668370363	0.187761943818367
g22	g21	0.0856251195302703	0.188971968774765
g21	g22	0.0856251195302703	0.188971968774765
g63	g22	0.0856250806701172	0.188972170241104
g22	g63	0.0856250806701172	0.188972170241105
g35	g2	0.0854879610600405	0.189684032489083
g2	g35	0.0854879610600404	0.189684032489083
g0	g3	0.0854409923350963	0.189928323465252
g3	g0	0.0854409923350963	0.189928323465252
g36	g49	0.0849338148754239	0.192580907731254
g49	g36	0.0849338148754238	0.192580907731254
g9	g36	0.0849332568709207	0.192583840968851
g36	g9	0.0849332568709207	0.192583840968851
g42	g25	0.0843771437148297	0.195523379181102
g25	g42	0.0843771437148296	0.195523379181103
g33	g29	0.0843051606362604	0.195906248045085
g29	g33	0.0843051606362604	0.195906248045085
g37	g13	0.0841427334747947	0.196772182646453
g13	g37	0.0841427334747945	0.196772182646453
g18	g52	0.0838668536487561	0.198249334528955
g52	g18	0.0838668536487559	0.198249334528956
g13	g39	0.0838499041171096	0.198340349961909
g39	g13	0.0838499041171096	0.198340349961909
g16	g35	0.0838128550103682	0.198539401608327
g35	g16	0.0838128550103682	0.198539401608327
g38	g28	0.0834798654292059	0.200334952911163
g28	g38	0.0834798654292058	0.200334952911164
g61	g25	0.0830916486742145	0.202443137139113
g25	g61	0.0830916486742144	0.202443137139114
g0	g49	0.0827702239807264	0.20420072932569
g49	g0	0.0827702239807264	0.20420072932569
g56	g47	0.0827442152190633	0.20434342954052
g47	g56	0.0827442152190632	0.20434342954052
g58	g24	0.0825462845156769	0.205431762289714
g24	g58	0.0825462845156768	0.205431762289714
g21	g29	0.0822509314925437	0.207063550374689
g29	g21	0.0822509314925437	0.207063550374689
g59	g43	0.0821571848787061	0.207583437446797
g43	g59	0.082157184878706	0.207583437446797
g33	g45	0.0821490276917404	0.207628718905137
g45	g33	0.0821490276917403	0.207628718905138
g40	g10	0.0818398597667856	0.209350196174048
g10	g40	0.0818398597667856	0.209350196174049
g49	g6	0.0818281911985898	0.209415368449345
g6	g49	0.0818281911985896	0.209415368449346
g2	g12	0.081799270352359	0.209576962542439
g12	g2	0.081799270352359	0.209576962542439
g59	g51	0.0817946208031999	0.209602950084778
g51	g59	0.0817946208031999	0.209602950084778
g32	g20	0.0817903637937774	0.209626745653276
g20	g32	0.0817903637937774	0.209626745653276
g7	g40	0.0817530841670149	0.20983521204986
g40	g7	0.0817530841670149	0.20983521204986
g9	g4	0.0813698307396593	0.211987003490879
g4	g9	0.0813698307396592	0.211987003490879
g38	g32	0.0810884856874071	0.213576678936086
g32	g38	0.081088485687407	0.213576678936086
g8	g18	0.0809694342838762	0.214251918642551
g18	g8	0.0809694342838762	0.214251918642551
g28	g59	0.080805857111213	0.215182193949101
g59	g28	0.080805857111213	0.215182193949101
g41	g58	0.0807538968837378	0.215478299869366
g58	g41	0.0807538968837378	0.215478299869366
g26	g1	0.080610872552262	0.216294859065173
g1	g26	0.0806108725522618	0.216294859065174
g47	g44	0.0805568560062643	0.216603827163458
g44	g47	0.0805568560062642	0.216603827163459
g3	g42	0.0804077847048851	0.217458133871449
g42	g3	0.0804077847048851	0.217458133871449
g14	g48	0.0803690882793298	0.217680290719533
g48	g14	0.0803690882793297	0.217680290719534
g33	g64	0.0803619496318241	0.217721291525961
g64	g33	0.0803619496318241	0.217721291525961
g3	g41	0.0799771876264841	0.219939339031132
g41	g3	0.0799771876264841	0.219939339031132
