Gene1	Gene2	corVal	pValue
g5	g47	0.143182826486127	0.0275253392736316
g47	g5	0.143182826486127	0.0275253392736317
g46	g14	0.139047948095595	0.0323787495218377
g14	g46	0.139047948095594	0.032378749521838
g3	g37	0.138169739271842	0.0334984566930152
g37	g3	0.138169739271842	0.0334984566930153
g28	g10	0.13716707165589	0.0348169211217458
g10	g28	0.13716707165589	0.0348169211217458
g59	g22	0.136853173151064	0.0352386287844941
g22	g59	0.136853173151064	0.0352386287844944
g45	g30	0.136417546935986	0.0358310426449252
g30	g45	0.136417546935986	0.0358310426449255
g26	g47	0.135963077551921	0.036458054634521
g47	g26	0.135963077551921	0.0364580546345213
g61	g14	0.135745332564784	0.0367617446551474
g14	g61	0.135745332564784	0.0367617446551474
g25	g36	0.135283270639534	0.037413281977258
g36	g25	0.135283270639534	0.037413281977258
g27	g10	0.132746463714999	0.0411667996304635
g10	g27	0.132746463714999	0.0411667996304636
g31	g47	0.132427031601852	0.0416611718021091
g47	g31	0.132427031601851	0.0416611718021093
g50	g3	0.132367041846931	0.0417545703433956
g3	g50	0.132367041846931	0.0417545703433958
g61	g15	0.131827624500159	0.0426023320930431
g15	g61	0.131827624500159	0.0426023320930434
g13	g49	0.131032832981212	0.0438777672542993
g49	g13	0.131032832981212	0.0438777672542994
g60	g61	0.130573985965061	0.0446285762903665
g61	g60	0.130573985965061	0.0446285762903666
g35	g36	0.130560419775758	0.0446509374656525
g36	g35	0.130560419775758	0.0446509374656527
g29	g1	0.129787186047693	0.0459410712843295
g1	g29	0.129787186047693	0.0459410712843295
g55	g21	0.128740240737057	0.0477374779417704
g21	g55	0.128740240737057	0.0477374779417705
g31	g59	0.128057447920938	0.0489403703094662
g59	g31	0.128057447920938	0.0489403703094664
g17	g47	0.127652940350089	0.0496648512052731
g47	g17	0.127652940350089	0.0496648512052732
g42	g17	0.127488077789255	0.0499626759293117
g17	g42	0.127488077789255	0.0499626759293119
g10	g26	0.127216961705996	0.0504556823594173
g26	g10	0.127216961705996	0.0504556823594174
g24	g44	0.126526566751276	0.0517294347214527
g44	g24	0.126526566751276	0.051729434721453
g48	g27	0.12593732730584	0.0528375995761523
g27	g48	0.12593732730584	0.0528375995761524
g42	g57	0.125708253180331	0.0532737007279886
g57	g42	0.125708253180331	0.0532737007279887
g5	g61	0.125549222532305	0.0535782097360967
g61	g5	0.125549222532305	0.0535782097360968
g11	g10	0.124914222607733	0.0548085264779847
g10	g11	0.124914222607733	0.054808526477985
g12	g17	0.124863038380576	0.0549087075320638
g17	g12	0.124863038380576	0.0549087075320643
g5	g3	0.123994330963731	0.0566322616585302
g3	g5	0.123994330963731	0.0566322616585303
g40	g11	0.123947347626749	0.0567267397379984
g11	g40	0.123947347626749	0.0567267397379987
g60	g59	0.123361511233057	0.0579157708932742
g59	g60	0.123361511233057	0.0579157708932743
g49	g6	0.123253446731565	0.0581373345772222
g6	g49	0.123253446731565	0.0581373345772225
g40	g18	0.122437308505571	0.0598333506627001
g18	g40	0.122437308505571	0.0598333506627001
g41	g50	0.122397952284508	0.0599161565928568
g50	g41	0.122397952284508	0.0599161565928571
g22	g30	0.122107966530345	0.0605292054126044
g30	g22	0.122107966530345	0.0605292054126045
g62	g37	0.121561456216738	0.0616986034503948
g37	g62	0.121561456216738	0.0616986034503949
g35	g0	0.121153284802848	0.062584058848438
g0	g35	0.121153284802848	0.062584058848438
g0	g55	0.120617063647419	0.0637631376943525
g55	g0	0.120617063647419	0.0637631376943526
g16	g57	0.119918127101883	0.0653273115937846
g57	g16	0.119918127101883	0.065327311593785
g16	g35	0.119635149621076	0.0659694739652
g35	g16	0.119635149621076	0.0659694739652004
g59	g54	0.119380824240269	0.0665510174989174
g54	g59	0.119380824240269	0.0665510174989174
g45	g9	0.118827590085624	0.0678305431230108
g9	g45	0.118827590085624	0.0678305431230112
g18	g41	0.117888531717552	0.0700483865972148
g41	g18	0.117888531717552	0.0700483865972149
g59	g24	0.117118469912225	0.0719109139569213
g24	g59	0.117118469912225	0.0719109139569214
g26	g61	0.11694600736098	0.0723335209364348
g61	g26	0.11694600736098	0.0723335209364351
g1	g36	0.115497070590812	0.0759643839227942
g36	g1	0.115497070590812	0.0759643839227943
g13	g10	0.114805381574735	0.0777490445834785
g10	g13	0.114805381574735	0.077749044583479
g22	g11	0.114518998733228	0.0784978181959469
g11	g22	0.114518998733228	0.078497818195947
g51	g5	0.114403271800054	0.0788020461451624
g5	g51	0.114403271800054	0.0788020461451625
g60	g28	0.114326742322829	0.0790037531750847
g28	g60	0.114326742322829	0.0790037531750848
g34	g16	0.114215799929047	0.0792969022750947
g16	g34	0.114215799929047	0.0792969022750947
g50	g34	0.113566140995118	0.0810312176212288
g34	g50	0.113566140995118	0.0810312176212288
g33	g37	0.113552680781401	0.0810674716683968
g37	g33	0.113552680781401	0.081067471668397
g40	g21	0.113515800993814	0.0811668715663487
g21	g40	0.113515800993814	0.081166871566349
g3	g4	0.113515025484793	0.0811689628044325
g4	g3	0.113515025484793	0.081168962804433
g51	g6	0.112408833547907	0.0841964483094823
g6	g51	0.112408833547907	0.0841964483094828
g20	g51	0.111521432191629	0.0866902212582363
g51	g20	0.111521432191629	0.0866902212582366
g15	g26	0.11150805805739	0.0867282535889398
g26	g15	0.11150805805739	0.0867282535889398
g2	g61	0.111310480077879	0.0872916716168539
g61	g2	0.111310480077879	0.0872916716168541
g33	g4	0.110525539699014	0.089559074359996
g4	g33	0.110525539699014	0.0895590743599961
g42	g22	0.11051853253026	0.0895795256694075
g22	g42	0.11051853253026	0.0895795256694077
g49	g40	0.110425285908348	0.0898520335887483
g40	g49	0.110425285908348	0.0898520335887484
g46	g45	0.110312015154857	0.0901839523827938
g45	g46	0.110312015154857	0.090183952382794
g15	g23	0.109515292864355	0.0925463836830811
g23	g15	0.109515292864355	0.0925463836830812
g56	g46	0.109369281478798	0.0929846410931053
g46	g56	0.109369281478798	0.0929846410931053
g28	g44	0.109206771514863	0.0934743639842477
g44	g28	0.109206771514863	0.0934743639842478
g64	g55	0.109058123272985	0.0939241129985755
g55	g64	0.109058123272984	0.0939241129985757
g30	g49	0.108934169831824	0.0943004624980394
g49	g30	0.108934169831824	0.0943004624980398
g24	g30	0.108860218310446	0.0945255667954572
g30	g24	0.108860218310446	0.0945255667954576
g8	g55	0.108608303577122	0.0952955943272328
g55	g8	0.108608303577122	0.0952955943272329
g52	g2	0.108356977243251	0.0960687893210266
g2	g52	0.108356977243251	0.0960687893210268
g58	g50	0.108068616527776	0.096962055564116
g50	g58	0.108068616527776	0.0969620555641162
g26	g30	0.107985276002912	0.0972214483440383
g30	g26	0.107985276002912	0.0972214483440385
g0	g9	0.107807114568639	0.0977778146166982
g9	g0	0.107807114568639	0.0977778146166984
g49	g26	0.107221693397355	0.0996237974742631
g26	g49	0.107221693397355	0.0996237974742632
g63	g15	0.106725927664042	0.101208580620315
g15	g63	0.106725927664042	0.101208580620315
g14	g39	0.106088435407494	0.103275659999881
g39	g14	0.106088435407494	0.103275659999882
g11	g59	0.10578620325396	0.104267236596252
g59	g11	0.10578620325396	0.104267236596253
g1	g31	0.105645881088804	0.10473015857884
g31	g1	0.105645881088804	0.10473015857884
g37	g55	0.105209565291167	0.106179926277895
g55	g37	0.105209565291167	0.106179926277895
g63	g21	0.10421831548998	0.109532355556582
g21	g63	0.10421831548998	0.109532355556582
g62	g16	0.103071102590312	0.113515425591596
g16	g62	0.103071102590312	0.113515425591596
g15	g49	0.102417692386033	0.115834189726235
g49	g15	0.102417692386033	0.115834189726235
g11	g43	0.10225887446209	0.116403339248912
g43	g11	0.10225887446209	0.116403339248913
g6	g50	0.102158988769576	0.116762412357201
g50	g6	0.102158988769576	0.116762412357202
g40	g38	0.102028110081207	0.117234207892503
g38	g40	0.102028110081207	0.117234207892504
g59	g40	0.10144076949791	0.119369804156953
g40	g59	0.10144076949791	0.119369804156954
g55	g33	0.10129960588168	0.119887568413538
g33	g55	0.10129960588168	0.119887568413538
g19	g14	0.100590110240414	0.122516387059383
g14	g19	0.100590110240414	0.122516387059383
g49	g1	0.100571748742149	0.122585009289796
g1	g49	0.100571748742149	0.122585009289796
g36	g57	0.10051541064143	0.122795747304702
g57	g36	0.10051541064143	0.122795747304702
g41	g42	0.100324833155778	0.123510705365381
g42	g41	0.100324833155778	0.123510705365381
g55	g35	0.100250501800958	0.123790435713973
g35	g55	0.100250501800958	0.123790435713973
g30	g3	0.100151685253685	0.124163071311014
g3	g30	0.100151685253684	0.124163071311015
g18	g36	0.0999032264677646	0.125103847215723
g36	g18	0.0999032264677645	0.125103847215724
g28	g55	0.0997906653836517	0.125531866833031
g55	g28	0.0997906653836517	0.125531866833031
g18	g59	0.0996268399542784	0.126156846820997
g59	g18	0.0996268399542782	0.126156846820998
g62	g61	0.0995853996351811	0.126315319032654
g61	g62	0.0995853996351811	0.126315319032655
g32	g12	0.0995118928998318	0.126596795507759
g12	g32	0.0995118928998317	0.126596795507759
g5	g53	0.0993978437947742	0.127034479387149
g53	g5	0.0993978437947741	0.127034479387149
g54	g58	0.0992324850473631	0.127671150165213
g58	g54	0.099232485047363	0.127671150165213
g10	g62	0.0991303914492995	0.128065464468678
g62	g10	0.0991303914492994	0.128065464468678
g45	g26	0.0989100255483259	0.128919786258588
g26	g45	0.0989100255483258	0.128919786258589
g47	g22	0.0987697416337985	0.129465931110885
g22	g47	0.0987697416337984	0.129465931110885
g53	g57	0.0978443102229493	0.133113604315069
g57	g53	0.0978443102229492	0.13311360431507
g29	g59	0.0977029024953582	0.133677870011054
g59	g29	0.0977029024953582	0.133677870011054
g48	g55	0.097615282208113	0.134028426766972
g55	g48	0.097615282208113	0.134028426766972
g62	g7	0.0971532917585412	0.13588848106527
g7	g62	0.0971532917585412	0.13588848106527
g61	g20	0.0970502118817716	0.13630618847399
g20	g61	0.0970502118817715	0.13630618847399
g64	g49	0.0969625109156145	0.136662351132234
g49	g64	0.0969625109156145	0.136662351132234
g13	g47	0.0965520810797359	0.138338638974811
g47	g13	0.0965520810797358	0.138338638974812
g40	g31	0.0965247442569343	0.138450845392132
g31	g40	0.0965247442569343	0.138450845392132
g49	g58	0.0964422134956618	0.138790022917291
g58	g49	0.0964422134956618	0.138790022917291
g18	g12	0.0957532899503218	0.14164615392926
g12	g18	0.0957532899503216	0.141646153929261
g42	g63	0.0956819008279288	0.141944665031212
g63	g42	0.0956819008279287	0.141944665031213
g62	g50	0.0955230875471473	0.142610458938429
g50	g62	0.0955230875471473	0.142610458938429
g17	g43	0.0950338688299939	0.144676386493008
g43	g17	0.0950338688299938	0.144676386493009
g13	g46	0.0950059572616145	0.144794938086017
g46	g13	0.0950059572616144	0.144794938086018
g16	g54	0.0949997421705306	0.144821346127493
g54	g16	0.0949997421705305	0.144821346127493
g55	g7	0.0946277366843458	0.146408691302172
g7	g55	0.0946277366843457	0.146408691302172
g24	g48	0.0942791368534527	0.147908136384587
g48	g24	0.0942791368534527	0.147908136384587
g28	g40	0.0936982436966698	0.150432612873302
g40	g28	0.0936982436966698	0.150432612873303
g6	g10	0.0935907931627903	0.150903133362086
g10	g6	0.0935907931627903	0.150903133362086
g49	g22	0.0935613762474009	0.151032142660599
g22	g49	0.0935613762474008	0.151032142660599
g46	g47	0.0934502067680975	0.151520435927302
g47	g46	0.0934502067680974	0.151520435927302
g28	g61	0.0933121570485259	0.152128458020045
g61	g28	0.0933121570485258	0.152128458020046
g7	g23	0.0931938772398304	0.152650872600455
g23	g7	0.0931938772398304	0.152650872600455
g19	g55	0.0929466692096379	0.153747111676724
g55	g19	0.0929466692096378	0.153747111676725
g26	g32	0.092930529041947	0.153818891189199
g32	g26	0.0929305290419469	0.153818891189199
g37	g53	0.0928197710377881	0.154312143731434
g53	g37	0.0928197710377881	0.154312143731434
g16	g14	0.0927973299471391	0.154412228789386
g14	g16	0.0927973299471389	0.154412228789387
g53	g12	0.0927450721378753	0.154645483396726
g12	g53	0.0927450721378753	0.154645483396726
g22	g38	0.0926669578285659	0.154994645156459
g38	g22	0.0926669578285659	0.154994645156459
g50	g17	0.0924303005414645	0.15605610633545
g17	g50	0.0924303005414645	0.15605610633545
g20	g2	0.0923434598712442	0.156446977570315
g2	g20	0.0923434598712441	0.156446977570315
g8	g37	0.0923411388000864	0.156457434862069
g37	g8	0.0923411388000863	0.156457434862069
g60	g8	0.0923353578305807	0.15648348257678
g8	g60	0.0923353578305806	0.156483482576781
g13	g33	0.0920716881527588	0.157674993838611
g33	g13	0.0920716881527587	0.157674993838611
g0	g41	0.0918467254475738	0.15869697845138
g41	g0	0.0918467254475737	0.15869697845138
g11	g36	0.0916506549178306	0.159591765011234
g36	g11	0.0916506549178306	0.159591765011234
g51	g0	0.0911424813413994	0.161928505847727
g0	g51	0.0911424813413994	0.161928505847727
g1	g35	0.0911243982837595	0.162012127691976
g35	g1	0.0911243982837594	0.162012127691976
g55	g50	0.0906038716651875	0.164433114402966
g50	g55	0.0906038716651875	0.164433114402966
g60	g13	0.0903605652642014	0.165573982405291
g13	g60	0.0903605652642013	0.165573982405292
g55	g6	0.0902984123297554	0.165866365331715
g6	g55	0.0902984123297553	0.165866365331715
g32	g2	0.0901764047733913	0.166441441386902
g2	g32	0.0901764047733912	0.166441441386902
g47	g8	0.0898666299008795	0.167908238872968
g8	g47	0.0898666299008795	0.167908238872968
g13	g42	0.0897623556473364	0.168404145348903
g42	g13	0.0897623556473364	0.168404145348903
g15	g57	0.0897293575663945	0.168561304602487
g57	g15	0.0897293575663944	0.168561304602487
g27	g52	0.0896856995648119	0.16876940166662
g52	g27	0.0896856995648119	0.16876940166662
g39	g16	0.0896286450736626	0.169041642102287
g16	g39	0.0896286450736625	0.169041642102287
g6	g1	0.0893336583828835	0.17045441970036
g1	g6	0.0893336583828833	0.170454419700361
g64	g51	0.089246216201599	0.170874890198149
g51	g64	0.089246216201599	0.170874890198149
g42	g25	0.0889309096011532	0.172397469560875
g25	g42	0.0889309096011532	0.172397469560875
g33	g35	0.088703078064579	0.173503900935333
g35	g33	0.088703078064579	0.173503900935333
g37	g0	0.0882986664613122	0.175480839518688
g0	g37	0.0882986664613122	0.175480839518688
g58	g61	0.0879232683779524	0.177330844929603
g61	g58	0.0879232683779523	0.177330844929603
g7	g34	0.0876003496327934	0.178933740444248
g34	g7	0.0876003496327933	0.178933740444248
g38	g1	0.0875423088800574	0.179222973211627
g1	g38	0.0875423088800573	0.179222973211627
g33	g61	0.087283435798006	0.18051721453578
g61	g33	0.087283435798006	0.180517214535781
g19	g57	0.0867205791734168	0.183355005794867
g57	g19	0.0867205791734168	0.183355005794867
g14	g9	0.0867145926378537	0.183385364000921
g9	g14	0.0867145926378536	0.183385364000921
g43	g19	0.086563567195845	0.18415245081341
g19	g43	0.086563567195845	0.184152450813411
g30	g5	0.0861683946030085	0.186170771437851
g5	g30	0.0861683946030084	0.186170771437851
g58	g39	0.0857328963056185	0.188413816720943
g39	g58	0.0857328963056184	0.188413816720943
g3	g56	0.0857095478423529	0.188534630597102
g56	g3	0.0857095478423526	0.188534630597103
g50	g57	0.0852287947601574	0.191034863765645
g57	g50	0.0852287947601574	0.191034863765645
g62	g29	0.0848753311938339	0.1928885138279
g29	g62	0.0848753311938339	0.1928885138279
g6	g3	0.0845057246958505	0.194840830097283
g3	g6	0.0845057246958505	0.194840830097283
g22	g52	0.084064331442123	0.197191156134266
g52	g22	0.0840643314421229	0.197191156134266
g51	g15	0.0840342026479072	0.197352334192494
g15	g51	0.0840342026479072	0.197352334192494
g51	g45	0.0837257816147189	0.199007787192298
g45	g51	0.0837257816147187	0.199007787192299
g29	g47	0.0835141144803416	0.200149733079984
g47	g29	0.0835141144803414	0.200149733079986
g44	g5	0.0832374530302822	0.201649481115981
g5	g44	0.0832374530302822	0.201649481115981
g8	g3	0.0831014034178037	0.202389968709954
g3	g8	0.0831014034178036	0.202389968709955
g11	g31	0.0830516529285393	0.20266124050173
g31	g11	0.0830516529285392	0.202661240501731
g32	g22	0.083015140681769	0.20286049624366
g22	g32	0.0830151406817689	0.20286049624366
g28	g56	0.0828625856119215	0.203694558237079
g56	g28	0.0828625856119215	0.203694558237079
g58	g27	0.0828181410284861	0.203938015295452
g27	g58	0.082818141028486	0.203938015295452
g2	g13	0.0827052308138704	0.204557457161036
g13	g2	0.0827052308138704	0.204557457161036
g4	g64	0.0824227208805741	0.206113302325786
g64	g4	0.0824227208805741	0.206113302325786
g19	g3	0.0823654157695262	0.206429933446863
g3	g19	0.0823654157695262	0.206429933446863
g55	g18	0.0820646548152965	0.20809749987249
g18	g55	0.0820646548152965	0.20809749987249
g3	g57	0.0819474108254901	0.208750180077692
g57	g3	0.0819474108254901	0.208750180077692
g45	g28	0.0819372788700884	0.208806652310088
g28	g45	0.0819372788700884	0.208806652310088
g20	g11	0.0815615448872933	0.210908644742059
g11	g20	0.0815615448872932	0.21090864474206
g45	g11	0.0814706755562016	0.211419276474709
g11	g45	0.0814706755562016	0.21141927647471
g34	g47	0.0812523155343941	0.212649959895883
g47	g34	0.0812523155343941	0.212649959895883
g3	g14	0.0811763658160938	0.21307921728251
g14	g3	0.0811763658160937	0.213079217282511
g15	g18	0.0808373512489542	0.215002860066663
g18	g15	0.080837351248954	0.215002860066665
g25	g2	0.0808337663424509	0.215023267837685
g2	g25	0.0808337663424508	0.215023267837685
g20	g9	0.0807485836238107	0.215508594989574
g9	g20	0.0807485836238106	0.215508594989575
g8	g43	0.0807422543886196	0.215544686971346
g43	g8	0.0807422543886196	0.215544686971346
g62	g53	0.0803196639364758	0.217964272451131
g53	g62	0.0803196639364758	0.217964272451131
g44	g53	0.0798230316946606	0.220832510824257
g53	g44	0.0798230316946605	0.220832510824257
g10	g55	0.0798124703556205	0.22089379713858
g55	g10	0.0798124703556204	0.22089379713858
g22	g57	0.0797879185492908	0.221036315448859
g57	g22	0.0797879185492907	0.22103631544886
g37	g49	0.0797675212066795	0.221154767729067
g49	g37	0.0797675212066794	0.221154767729067
g60	g30	0.0797597572592427	0.221199866718228
g30	g60	0.0797597572592427	0.221199866718228
g16	g25	0.0797222577565982	0.221417784938378
g25	g16	0.0797222577565981	0.221417784938379
g57	g32	0.0790784899788477	0.22518272684281
g32	g57	0.0790784899788477	0.22518272684281
g48	g31	0.0784384883282962	0.228970455273577
g31	g48	0.0784384883282962	0.228970455273577
g50	g21	0.0781450157824046	0.23072230283436
g21	g50	0.0781450157824046	0.230722302834361
g23	g55	0.077999875501351	0.231592188837592
g55	g23	0.077999875501351	0.231592188837592
g6	g30	0.0779169094934272	0.232090476862011
g30	g6	0.0779169094934272	0.232090476862012
g36	g23	0.0778433627650122	0.232532825209425
g23	g36	0.0778433627650122	0.232532825209426
g41	g2	0.0778382023231339	0.232563885097048
g2	g41	0.0778382023231339	0.232563885097048
g33	g52	0.0775149223092496	0.234515490636779
g52	g33	0.0775149223092496	0.234515490636779
g43	g5	0.0771897859380148	0.236489899594295
g5	g43	0.0771897859380147	0.236489899594296
g2	g40	0.0769411813283472	0.238007422893635
g40	g2	0.0769411813283472	0.238007422893636
g33	g9	0.0769013612793046	0.238251124360643
g9	g33	0.0769013612793045	0.238251124360644
g49	g62	0.0768368807948817	0.238646120496579
g62	g49	0.0768368807948817	0.238646120496579
g58	g7	0.0768159161088072	0.238774645347694
g7	g58	0.0768159161088072	0.238774645347694
g4	g45	0.0765709340258396	0.240280115460945
g45	g4	0.0765709340258396	0.240280115460945
g16	g43	0.0763726033580443	0.241503760637155
g43	g16	0.0763726033580443	0.241503760637155
g29	g2	0.0763226959042649	0.241812360908202
g2	g29	0.0763226959042649	0.241812360908202
g25	g29	0.0761401789597121	0.242943292955132
g29	g25	0.0761401789597121	0.242943292955132
g1	g58	0.075762100130759	0.245297727503744
g58	g1	0.0757621001307589	0.245297727503744
g63	g20	0.0756532070961341	0.245978784253038
g20	g63	0.075653207096134	0.245978784253038
g43	g48	0.0754641469510707	0.247164361762374
g48	g43	0.0754641469510707	0.247164361762374
g39	g17	0.0750060198249591	0.250053705169586
g17	g39	0.0750060198249591	0.250053705169586
g45	g1	0.0749750991309047	0.250249558612549
g1	g45	0.0749750991309045	0.25024955861255
g39	g55	0.0748668235869817	0.250936220964373
g55	g39	0.0748668235869816	0.250936220964373
g34	g5	0.0748583602836201	0.25098994858332
g5	g34	0.07485836028362	0.25098994858332
g10	g58	0.0748225971265528	0.251217072031551
g58	g10	0.0748225971265527	0.251217072031551
g28	g31	0.074683783068014	0.25209999736741
g31	g28	0.074683783068014	0.252099997367411
g55	g2	0.0743229378398613	0.254405198526182
g2	g55	0.0743229378398612	0.254405198526182
g48	g20	0.0739347959385477	0.256901001369044
g20	g48	0.0739347959385477	0.256901001369044
g45	g54	0.0736521665959955	0.25872893658247
g54	g45	0.0736521665959954	0.25872893658247
g48	g14	0.0734361491070043	0.260132077120372
g14	g48	0.0734361491070043	0.260132077120373
g27	g14	0.0731715328494339	0.261858010362141
g14	g27	0.0731715328494339	0.261858010362141
g21	g20	0.0726250385219808	0.265447307550671
g20	g21	0.0726250385219808	0.265447307550671
g43	g30	0.0726144475132958	0.265517198748105
g30	g43	0.0726144475132958	0.265517198748105
g38	g30	0.0724138257266922	0.266843502112135
g30	g38	0.0724138257266921	0.266843502112136
g41	g26	0.0723134607304917	0.267508707836226
g26	g41	0.0723134607304917	0.267508707836227
g57	g61	0.0721175851992273	0.268810204662287
g61	g57	0.0721175851992273	0.268810204662287
g5	g28	0.0719353143342154	0.270025179377004
