Gene1	Gene2	corVal	pValue
g25	g1	0.151637570397015	0.0195115497440268
g1	g25	0.151637570397015	0.0195115497440268
g58	g64	0.149226658331113	0.021558869364695
g64	g58	0.149226658331113	0.0215588693646951
g48	g63	0.148408481529312	0.0222946691715677
g63	g48	0.148408481529312	0.0222946691715677
g4	g12	0.147903385494592	0.0227596599968882
g12	g4	0.147903385494592	0.0227596599968883
g47	g20	0.147632583398385	0.0230123905123486
g20	g47	0.147632583398385	0.0230123905123487
g47	g42	0.147575225827167	0.0230662301234637
g42	g47	0.147575225827167	0.0230662301234637
g0	g26	0.146323742112002	0.0242683092152987
g26	g0	0.146323742112002	0.0242683092152988
g47	g5	0.145391476933679	0.0251984844303977
g5	g47	0.145391476933679	0.0251984844303977
g62	g53	0.143081791671792	0.0276360473573416
g53	g62	0.143081791671792	0.0276360473573416
g19	g3	0.140924928572057	0.0300920597991815
g3	g19	0.140924928572057	0.0300920597991815
g32	g41	0.140711849122575	0.0303445109866129
g41	g32	0.140711849122575	0.0303445109866129
g14	g12	0.139218857254847	0.0321645865097814
g12	g14	0.139218857254846	0.0321645865097817
g60	g24	0.137988558434082	0.0337335107120883
g24	g60	0.137988558434082	0.0337335107120883
g39	g5	0.137717229686152	0.0340881377465378
g5	g39	0.137717229686152	0.0340881377465379
g39	g15	0.136651827481845	0.0355114010235024
g15	g39	0.136651827481845	0.0355114010235026
g10	g20	0.135966025656168	0.0364539575173601
g20	g10	0.135966025656168	0.0364539575173602
g49	g18	0.134809713823583	0.0380911335444877
g18	g49	0.134809713823583	0.0380911335444877
g12	g17	0.133954441172159	0.0393416768092814
g17	g12	0.133954441172159	0.0393416768092816
g13	g60	0.132348887948339	0.0417828689846425
g60	g13	0.132348887948339	0.0417828689846426
g36	g14	0.131982631440929	0.0423572512495712
g14	g36	0.131982631440929	0.0423572512495713
g16	g6	0.131610993997062	0.0429468409838197
g6	g16	0.131610993997062	0.0429468409838199
g18	g22	0.131084926398919	0.0437932008286025
g22	g18	0.131084926398919	0.0437932008286026
g41	g59	0.130841533721012	0.044189491225018
g59	g41	0.130841533721012	0.0441894912250181
g64	g19	0.130783174241655	0.044284957471626
g19	g64	0.130783174241655	0.0442849574716261
g10	g27	0.128900056569072	0.0474595212698236
g27	g10	0.128900056569071	0.0474595212698237
g4	g47	0.12845652610416	0.0482342723267907
g47	g4	0.12845652610416	0.0482342723267908
g5	g50	0.128094195784635	0.0488749931636227
g50	g5	0.128094195784635	0.0488749931636228
g9	g42	0.127538280775198	0.049871826941666
g42	g9	0.127538280775198	0.0498718269416662
g40	g2	0.127429066435298	0.0500696410598903
g2	g40	0.127429066435298	0.0500696410598903
g47	g1	0.12666175894449	0.0514779267986235
g1	g47	0.12666175894449	0.0514779267986237
g52	g42	0.126350296925123	0.0520588959575461
g42	g52	0.126350296925123	0.0520588959575461
g32	g62	0.12568264652247	0.0533226346494959
g62	g32	0.12568264652247	0.053322634649496
g39	g2	0.125642078323619	0.0534002362008349
g2	g39	0.125642078323618	0.0534002362008358
g29	g44	0.125487974146578	0.0536958715840189
g44	g29	0.125487974146578	0.0536958715840191
g26	g12	0.125459893129249	0.0537498885386949
g12	g26	0.125459893129249	0.0537498885386953
g56	g3	0.124796636728754	0.0550388991242711
g3	g56	0.124796636728754	0.0550388991242714
g37	g20	0.124787829367271	0.0550561866276036
g20	g37	0.124787829367271	0.0550561866276038
g47	g10	0.124480620604925	0.0556620108834668
g10	g47	0.124480620604925	0.0556620108834674
g38	g23	0.124455171426422	0.0557124439188683
g23	g38	0.124455171426422	0.0557124439188684
g50	g18	0.124382216236774	0.055857230031279
g18	g50	0.124382216236774	0.0558572300312791
g34	g54	0.123389145428651	0.0578592248369587
g54	g34	0.123389145428651	0.0578592248369587
g38	g2	0.123383887095391	0.0578699811083852
g2	g38	0.123383887095391	0.0578699811083853
g0	g46	0.1233161107507	0.0580087700155149
g46	g0	0.123316110750699	0.058008770015515
g20	g32	0.123286972842763	0.0580685215405835
g32	g20	0.123286972842763	0.0580685215405837
g38	g29	0.122506038010836	0.0596889691777923
g29	g38	0.122506038010836	0.0596889691777926
g48	g9	0.122022551705822	0.0607107595730898
g9	g48	0.122022551705822	0.0607107595730899
g10	g31	0.121774074966354	0.0612414620034219
g31	g10	0.121774074966354	0.0612414620034225
g24	g15	0.121183650753515	0.0625178277735178
g15	g24	0.121183650753515	0.0625178277735178
g38	g24	0.121163733469701	0.062561262792526
g24	g38	0.121163733469701	0.0625612627925261
g14	g47	0.120507447609543	0.0640063991460823
g47	g14	0.120507447609543	0.0640063991460823
g17	g55	0.120001280509953	0.0651395877561859
g55	g17	0.120001280509953	0.0651395877561859
g7	g48	0.11993138116145	0.0652973600924512
g48	g7	0.11993138116145	0.0652973600924514
g12	g8	0.119917342645667	0.0653290846593943
g8	g12	0.119917342645667	0.0653290846593945
g14	g7	0.119763633248883	0.0656772675867716
g7	g14	0.119763633248883	0.0656772675867717
g8	g19	0.118750893379999	0.0680095044336083
g19	g8	0.118750893379999	0.0680095044336084
g25	g16	0.118402920758733	0.0688263033180667
g16	g25	0.118402920758733	0.068826303318067
g38	g14	0.117981270167355	0.0698267608348343
g14	g38	0.117981270167355	0.0698267608348345
g49	g33	0.117965858531788	0.0698635517904379
g33	g49	0.117965858531788	0.0698635517904379
g49	g12	0.117834267667737	0.0701783322642186
g12	g49	0.117834267667737	0.0701783322642188
g3	g2	0.117432434292366	0.0711467272019285
g2	g3	0.117432434292366	0.0711467272019291
g10	g33	0.117319208317197	0.0714215521421405
g33	g10	0.117319208317197	0.0714215521421407
g32	g9	0.117211365672398	0.0716841136992412
g9	g32	0.117211365672398	0.0716841136992415
g30	g27	0.11712095807004	0.0719048316437295
g27	g30	0.11712095807004	0.0719048316437296
g48	g38	0.117068422046441	0.0720333451408094
g38	g48	0.117068422046441	0.0720333451408098
g41	g64	0.116708523865825	0.0729187615268125
g64	g41	0.116708523865825	0.0729187615268126
g52	g8	0.11637141086232	0.0737561289824041
g8	g52	0.11637141086232	0.0737561289824042
g8	g48	0.115814331394993	0.0751569868700824
g48	g8	0.115814331394993	0.0751569868700825
g32	g6	0.115778243601949	0.0752484743126969
g6	g32	0.115778243601949	0.0752484743126969
g41	g36	0.115731345336387	0.0753675027318291
g36	g41	0.115731345336387	0.0753675027318294
g28	g15	0.115389092317255	0.0762407762649541
g15	g28	0.115389092317255	0.0762407762649543
g42	g62	0.115377003747883	0.076271770077929
g62	g42	0.115377003747883	0.0762717700779292
g37	g10	0.115371165207677	0.0762867431335787
g10	g37	0.115371165207677	0.0762867431335789
g36	g47	0.115348008712717	0.0763461518979072
g47	g36	0.115348008712717	0.0763461518979073
g49	g7	0.114395843639975	0.0788216061197462
g7	g49	0.114395843639975	0.0788216061197463
g13	g0	0.114196079756306	0.0793491018361181
g0	g13	0.114196079756306	0.0793491018361181
g36	g11	0.114006032700867	0.079853583200132
g11	g36	0.114006032700867	0.079853583200132
g27	g13	0.113878309538831	0.0801940782645631
g13	g27	0.113878309538831	0.0801940782645631
g41	g55	0.113627225157242	0.0808668564516273
g55	g41	0.113627225157242	0.0808668564516273
g64	g34	0.112956318881485	0.0826869014822166
g34	g64	0.112956318881485	0.0826869014822166
g46	g29	0.112630699408401	0.0835820622160673
g29	g46	0.112630699408401	0.0835820622160674
g46	g24	0.112559806111784	0.0837779849781971
g24	g46	0.112559806111784	0.0837779849781974
g60	g16	0.111813966523891	0.0858616767007248
g16	g60	0.111813966523891	0.0858616767007248
g33	g2	0.111788801114232	0.0859327017796037
g2	g33	0.111788801114232	0.0859327017796037
g8	g5	0.111061894357666	0.0880047092993398
g5	g8	0.111061894357666	0.08800470929934
g30	g29	0.111054106580004	0.0880271227523454
g29	g30	0.111054106580004	0.0880271227523456
g8	g35	0.109991859595712	0.0911274123931607
g35	g8	0.109991859595712	0.0911274123931607
g6	g31	0.109251852720888	0.0933383064060491
g31	g6	0.109251852720887	0.09333830640605
g51	g13	0.108383996188849	0.0959854280882345
g13	g51	0.108383996188848	0.0959854280882347
g58	g44	0.108346609016468	0.0961007935690972
g44	g58	0.108346609016468	0.0961007935690972
g13	g11	0.108289241204361	0.0962780276091371
g11	g13	0.108289241204361	0.0962780276091373
g60	g2	0.108125338713617	0.0967858256001265
g2	g60	0.108125338713616	0.0967858256001265
g20	g51	0.108013210516525	0.0971344423673594
g51	g20	0.108013210516525	0.0971344423673598
g32	g39	0.107757867581033	0.0979320492575596
g39	g32	0.107757867581033	0.0979320492575596
g18	g15	0.107565042487947	0.0985378096817264
g15	g18	0.107565042487947	0.0985378096817264
g16	g12	0.107236692735374	0.0995761583455416
g12	g16	0.107236692735374	0.0995761583455416
g44	g51	0.106904879466061	0.100634251102579
g51	g44	0.106904879466061	0.100634251102579
g17	g53	0.106218248097291	0.102852058216356
g53	g17	0.106218248097291	0.102852058216357
g19	g47	0.105621328880948	0.104811322576404
g47	g19	0.105621328880948	0.104811322576405
g61	g36	0.105616914845996	0.104825919629534
g36	g61	0.105616914845996	0.104825919629534
g47	g43	0.105338356874762	0.105750348940217
g43	g47	0.105338356874762	0.105750348940218
g6	g34	0.104947051514652	0.107059782930459
g34	g6	0.104947051514652	0.107059782930459
g15	g54	0.104882567181664	0.107276788102622
g54	g15	0.104882567181664	0.107276788102622
g1	g49	0.104524555674671	0.108487885306322
g49	g1	0.104524555674671	0.108487885306322
g9	g46	0.103711529148008	0.111278144941249
g46	g9	0.103711529148008	0.111278144941249
g27	g6	0.10340259514681	0.112353026448232
g6	g27	0.10340259514681	0.112353026448232
g37	g28	0.103111329910724	0.113373866239901
g28	g37	0.103111329910724	0.113373866239901
g21	g49	0.103086023028743	0.113462904657083
g49	g21	0.103086023028743	0.113462904657083
g11	g63	0.103056190577952	0.113567935874634
g63	g11	0.103056190577952	0.113567935874634
g60	g4	0.102964059226992	0.113892783443109
g4	g60	0.102964059226992	0.113892783443109
g21	g1	0.102545814652997	0.115376628839745
g1	g21	0.102545814652997	0.115376628839745
g37	g31	0.102307578379357	0.116228569347122
g31	g37	0.102307578379357	0.116228569347122
g23	g60	0.102059002967487	0.117122710410069
g60	g23	0.102059002967486	0.11712271041007
g9	g11	0.101782954860622	0.118121950978114
g11	g9	0.101782954860622	0.118121950978115
g64	g27	0.10163232353002	0.118670002337381
g27	g64	0.10163232353002	0.118670002337381
g33	g22	0.101188117143471	0.120297724050598
g22	g33	0.101188117143471	0.120297724050598
g32	g18	0.101052989760203	0.120796306121817
g18	g32	0.101052989760203	0.120796306121817
g51	g50	0.100806758449076	0.121708960188495
g50	g51	0.100806758449076	0.121708960188495
g45	g30	0.100601597926652	0.122473469421256
g30	g45	0.100601597926652	0.122473469421257
g43	g0	0.100527868139789	0.122749124651937
g0	g43	0.100527868139789	0.122749124651937
g6	g20	0.100370412340907	0.12333942039011
g20	g6	0.100370412340907	0.12333942039011
g47	g41	0.100296736817255	0.123616382304549
g41	g47	0.100296736817254	0.123616382304551
g57	g54	0.100179008038382	0.124059950662757
g54	g57	0.100179008038382	0.124059950662757
g4	g52	0.0999058057850132	0.125094052487203
g52	g4	0.0999058057850132	0.125094052487204
g39	g58	0.0998949042369422	0.125135454199695
g58	g39	0.0998949042369422	0.125135454199696
g31	g48	0.0993838688047093	0.127088191290053
g48	g31	0.0993838688047093	0.127088191290053
g56	g64	0.0989278000945965	0.128850714607308
g64	g56	0.0989278000945965	0.128850714607309
g36	g15	0.098625533945704	0.130029210766003
g15	g36	0.098625533945704	0.130029210766003
g61	g29	0.0984165688758519	0.130848785970533
g29	g61	0.0984165688758519	0.130848785970533
g18	g44	0.0984003519972634	0.130912555755508
g44	g18	0.0984003519972633	0.130912555755508
g63	g40	0.0979796545257114	0.132575251232269
g40	g63	0.0979796545257114	0.132575251232269
g18	g24	0.097790509828218	0.133328070196384
g24	g18	0.097790509828218	0.133328070196384
g7	g22	0.0976442929675216	0.133912280549881
g22	g7	0.0976442929675214	0.133912280549881
g28	g22	0.0975536494529489	0.134275433911432
g22	g28	0.0975536494529488	0.134275433911432
g54	g37	0.097416246403681	0.134827366473186
g37	g54	0.097416246403681	0.134827366473186
g49	g28	0.0970959557193364	0.136120700753479
g28	g49	0.0970959557193363	0.13612070075348
g23	g15	0.0970422593783243	0.136338455030634
g15	g23	0.0970422593783243	0.136338455030634
g48	g36	0.0969506245390639	0.136710677788543
g36	g48	0.0969506245390638	0.136710677788544
g33	g14	0.0969180267349688	0.136843278507205
g14	g33	0.0969180267349687	0.136843278507205
g34	g49	0.0961302015173024	0.140078050038292
g49	g34	0.0961302015173023	0.140078050038293
g31	g47	0.0959527532502163	0.140814645167738
g47	g31	0.0959527532502161	0.140814645167738
g55	g5	0.095724802497688	0.141765215697469
g5	g55	0.0957248024976879	0.141765215697469
g54	g59	0.095718313371106	0.141792347330241
g59	g54	0.095718313371106	0.141792347330241
g35	g51	0.0953222823541675	0.143455702482112
g51	g35	0.0953222823541675	0.143455702482112
g39	g53	0.0949423568351952	0.145065350761643
g53	g39	0.0949423568351952	0.145065350761643
g42	g55	0.0948284914610951	0.145550436891054
g55	g42	0.0948284914610951	0.145550436891054
g40	g34	0.0948067202870657	0.145643326215637
g34	g40	0.0948067202870657	0.145643326215637
g25	g0	0.0946654220788729	0.146247288402762
g0	g25	0.0946654220788728	0.146247288402763
g55	g27	0.0946170043386887	0.146454681664732
g27	g55	0.0946170043386887	0.146454681664732
g45	g63	0.0945659341279739	0.14667367875417
g63	g45	0.0945659341279738	0.14667367875417
g11	g1	0.094501931378796	0.146948483896375
g1	g11	0.094501931378796	0.146948483896375
g12	g27	0.0943566941218071	0.147573532208594
g27	g12	0.094356694121807	0.147573532208594
g61	g14	0.0938879396586842	0.1496046579679
g14	g61	0.0938879396586842	0.149604657967901
g3	g36	0.0937024184768883	0.150414354175146
g36	g3	0.0937024184768882	0.150414354175146
g49	g10	0.0936020364759134	0.150853847318516
g10	g49	0.0936020364759134	0.150853847318516
g59	g31	0.0927683160561076	0.15454170051693
g31	g59	0.0927683160561075	0.15454170051693
g44	g6	0.0926544923812672	0.15505041922912
g6	g44	0.0926544923812672	0.15505041922912
g58	g3	0.092597054148707	0.15530761040811
g3	g58	0.092597054148707	0.15530761040811
g54	g48	0.0925838625072675	0.155366724038007
g48	g54	0.0925838625072674	0.155366724038007
g1	g22	0.0925503669847361	0.155516898514524
g22	g1	0.092550366984736	0.155516898514524
g21	g17	0.0924575492186456	0.155933611469482
g17	g21	0.0924575492186456	0.155933611469482
g17	g49	0.0924518843281779	0.15595907168928
g49	g17	0.0924518843281779	0.15595907168928
g0	g57	0.0922096419977989	0.15705073764778
g57	g0	0.0922096419977989	0.15705073764778
g39	g43	0.0921135818254476	0.157485223231013
g43	g39	0.0921135818254475	0.157485223231013
g30	g24	0.092060360022222	0.157726337734595
g24	g30	0.0920603600222218	0.157726337734596
g18	g20	0.0919536776721374	0.158210484929433
g20	g18	0.0919536776721373	0.158210484929434
g2	g53	0.0918102013466862	0.158863373068013
g53	g2	0.0918102013466861	0.158863373068013
g5	g61	0.0917090380477121	0.159324932531339
g61	g5	0.091709038047712	0.159324932531339
g6	g2	0.091677718094396	0.159468034565471
g2	g6	0.091677718094396	0.159468034565471
g24	g61	0.0915086262958874	0.160242290388082
g61	g24	0.0915086262958873	0.160242290388082
g51	g40	0.0914430027352967	0.160543533989215
g40	g51	0.0914430027352967	0.160543533989215
g61	g15	0.091233393319594	0.16150859017577
g15	g61	0.091233393319594	0.16150859017577
g56	g9	0.091226304617072	0.161541302968857
g9	g56	0.091226304617072	0.161541302968857
g41	g20	0.090727155094398	0.163857286683534
g20	g41	0.0907271550943978	0.163857286683535
g39	g9	0.0903156710101357	0.165785137514545
g9	g39	0.0903156710101357	0.165785137514545
g30	g26	0.0903027921942292	0.165845748724619
g26	g30	0.090302792194229	0.165845748724619
g39	g16	0.0901677160610587	0.166482451909279
g16	g39	0.0901677160610586	0.166482451909279
g0	g4	0.0894621646379958	0.169837888837094
g4	g0	0.0894621646379957	0.169837888837094
g58	g18	0.0893249541420075	0.17049623996435
g18	g58	0.0893249541420074	0.170496239964351
g63	g36	0.0892950573581501	0.170639939773266
g36	g63	0.0892950573581501	0.170639939773266
g15	g1	0.0889709046143107	0.172203781758636
g1	g15	0.0889709046143107	0.172203781758636
g62	g44	0.0889478140274345	0.172315585080114
g44	g62	0.0889478140274345	0.172315585080114
g22	g0	0.0889177951881817	0.172461015260598
g0	g22	0.0889177951881817	0.172461015260598
g57	g16	0.0885713742100425	0.174145902120503
g16	g57	0.0885713742100424	0.174145902120503
g33	g23	0.0882891971348857	0.175527328897561
g23	g33	0.0882891971348857	0.175527328897561
g55	g45	0.0882140515870084	0.175896577452301
g45	g55	0.0882140515870084	0.175896577452301
g18	g45	0.0880002833381823	0.17695013427834
g45	g18	0.0880002833381822	0.17695013427834
g43	g29	0.0877871802593302	0.178005055251564
g29	g43	0.0877871802593301	0.178005055251564
g2	g32	0.0873078421580964	0.180394900750259
g32	g2	0.0873078421580963	0.18039490075026
g53	g45	0.087101961425918	0.181428603066398
g45	g53	0.0871019614259179	0.181428603066399
g37	g42	0.08701012019708	0.181891133033279
g42	g37	0.0870101201970799	0.181891133033279
g60	g0	0.0867365378893487	0.183274095932587
g0	g60	0.0867365378893487	0.183274095932587
g60	g64	0.0867158638766593	0.183378917136694
g64	g60	0.0867158638766593	0.183378917136694
g24	g9	0.0858611145146199	0.187751377940046
g9	g24	0.0858611145146199	0.187751377940046
g45	g6	0.0857871961514809	0.188133068002847
g6	g45	0.0857871961514809	0.188133068002847
g6	g23	0.0851848443854976	0.191264638603523
g23	g6	0.0851848443854976	0.191264638603523
g23	g20	0.0851014380340995	0.191701246789052
g20	g23	0.0851014380340994	0.191701246789052
g7	g40	0.0846076889569481	0.194300806939147
g40	g7	0.0846076889569481	0.194300806939147
g42	g50	0.0842972583322992	0.195948312629409
g50	g42	0.0842972583322991	0.195948312629409
g44	g27	0.0840956907148659	0.197023497175862
g27	g44	0.0840956907148658	0.197023497175862
g44	g53	0.0840188133308157	0.197434698382289
g53	g44	0.0840188133308156	0.197434698382289
g2	g1	0.083914879670501	0.19799160969531
g1	g2	0.0839148796705006	0.197991609695312
g59	g23	0.0837221292370249	0.199027451598527
g23	g59	0.0837221292370249	0.199027451598527
g12	g31	0.0830200075354648	0.202833928514797
g31	g12	0.0830200075354646	0.202833928514799
g57	g13	0.0824346986161781	0.206047165386057
g13	g57	0.082434698616178	0.206047165386058
g45	g4	0.0823169718023118	0.206697877208471
g4	g45	0.0823169718023117	0.206697877208472
g57	g50	0.0822802653820436	0.206901067545155
g50	g57	0.0822802653820435	0.206901067545156
g51	g49	0.0821654249060552	0.207537703359199
g49	g51	0.0821654249060552	0.207537703359199
g48	g52	0.0821597566695026	0.207569162623985
g52	g48	0.0821597566695026	0.207569162623985
g20	g24	0.0819119407538358	0.208947926896792
g24	g20	0.0819119407538358	0.208947926896792
g54	g47	0.0817735176355023	0.209720930332907
g47	g54	0.0817735176355022	0.209720930332907
g15	g33	0.0816879046804816	0.210200051728158
g33	g15	0.0816879046804815	0.210200051728159
g47	g6	0.0809495811545457	0.214364670933063
g6	g47	0.0809495811545457	0.214364670933063
g58	g47	0.0806096896230657	0.216301621899035
g47	g58	0.0806096896230656	0.216301621899035
g25	g33	0.0804762291404021	0.217065589952899
g33	g25	0.080476229140402	0.2170655899529
g12	g36	0.0802460632868126	0.218387656322802
g36	g12	0.0802460632868125	0.218387656322803
g35	g50	0.080145007123167	0.218969932648995
g50	g35	0.0801450071231669	0.218969932648996
g17	g37	0.0800769781434424	0.21936253275264
g37	g17	0.0800769781434424	0.21936253275264
g37	g59	0.0800384371551628	0.219585178236243
g59	g37	0.0800384371551627	0.219585178236243
g37	g7	0.0799073521656288	0.220343642595424
g7	g37	0.0799073521656287	0.220343642595424
g46	g34	0.0797979056473049	0.220978334448313
g34	g46	0.0797979056473049	0.220978334448313
g25	g2	0.0793934842943546	0.223334910097922
g2	g25	0.0793934842943546	0.223334910097922
g43	g63	0.0788577767109236	0.226483920769264
g63	g43	0.0788577767109235	0.226483920769264
g1	g20	0.0785079729540317	0.228557056579097
g20	g1	0.0785079729540316	0.228557056579098
g23	g4	0.078149039978478	0.230698217073816
g4	g23	0.078149039978478	0.230698217073816
g21	g12	0.0781090213973284	0.230937816677837
g12	g21	0.0781090213973282	0.230937816677838
g25	g63	0.0779451287767634	0.231920909038277
g63	g25	0.0779451287767633	0.231920909038278
g37	g5	0.0772051179753266	0.236396533372638
g5	g37	0.0772051179753266	0.236396533372638
g10	g23	0.077120640883613	0.236911288294926
g23	g10	0.077120640883613	0.236911288294926
g21	g55	0.0770039468598992	0.237623648664734
g55	g21	0.0770039468598991	0.237623648664734
g47	g57	0.0768924121541514	0.238305917708175
g57	g47	0.0768924121541513	0.238305917708175
g6	g35	0.0765209065668884	0.240588360826922
g35	g6	0.0765209065668884	0.240588360826923
g8	g42	0.0762880674264682	0.242026646346633
g42	g8	0.0762880674264682	0.242026646346633
g33	g50	0.0761844905491109	0.242668385496056
g50	g33	0.0761844905491109	0.242668385496056
g23	g57	0.0761127733867497	0.243113424946534
g57	g23	0.0761127733867496	0.243113424946534
g42	g16	0.0757095380614124	0.245626305581543
g16	g42	0.0757095380614123	0.245626305581543
g43	g28	0.0756607910872825	0.245931308576139
g28	g43	0.0756607910872825	0.245931308576139
g9	g27	0.0756353506371621	0.246090590642783
g27	g9	0.0756353506371621	0.246090590642783
