SourceGENES,TargetGENES,Interaction,Edges
g36,g20,0.236044756263721,repression
g50,g28,0.234380319817011,repression
g56,g2,0.234110865624526,activation
g12,g9,0.233391327196151,repression
g41,g53,0.23301603862992,activation
g14,g47,0.2324811118846,repression
g50,g44,0.232100906512309,repression
g20,g22,0.231504770706498,activation
g13,g31,0.231266050458135,activation
g56,g56,0.231213503843018,activation
g56,g5,0.231182964580654,repression
g36,g40,0.231154403681574,activation
g36,g42,0.230953495771326,activation
g16,g57,0.230404638050136,repression
g20,g25,0.230265021016002,repression
g36,g25,0.230246861375605,activation
g4,g23,0.229967965459173,repression
g26,g5,0.229356364386986,repression
g5,g54,0.227643729342875,activation
g46,g44,0.22730874676539,repression
g36,g10,0.226505418418022,activation
g36,g59,0.225012302256062,activation
g30,g44,0.22456236423512,repression
g46,g55,0.223980868986592,activation
g46,g31,0.223884833999975,activation
g41,g11,0.223742884272026,activation
g18,g22,0.223445614881919,repression
g16,g25,0.223424762806338,activation
g13,g40,0.221364581962512,repression
g39,g23,0.221034976918746,activation
g46,g22,0.22076009341125,repression
g46,g18,0.220219234601703,repression
g3,g48,0.218760821975527,activation
g58,g54,0.218155094414087,repression
g46,g29,0.217999464411744,activation
g57,g58,0.217704706332507,activation
g30,g53,0.217425860585523,activation
g14,g19,0.216585774094303,activation
g5,g16,0.216580546586256,activation
g46,g59,0.216469014529994,activation
g46,g11,0.216131413315878,activation
g26,g37,0.21536216897028,activation
g4,g24,0.215252712825111,activation
g46,g10,0.215217721002319,repression
g30,g58,0.215181446011556,repression
g4,g28,0.214554257878588,repression
g58,g35,0.213209603259945,activation
g13,g10,0.213013573800221,activation
g34,g59,0.212508614635982,activation
g56,g30,0.21220503749188,activation
g1,g60,0.212043664948268,repression
g27,g49,0.211948478649557,activation
g26,g32,0.211801808185384,repression
g36,g62,0.211716557598657,activation
g2,g2,0.209698709084128,activation
g13,g11,0.20891517056688,activation
g58,g52,0.207785704283137,activation
g2,g56,0.207681220666597,activation
g58,g48,0.207261497286877,repression
g20,g49,0.206526317883845,repression
g14,g42,0.205520754925082,activation
g36,g8,0.205003560777487,repression
g2,g30,0.204482298555205,activation
g30,g1,0.203552691704371,activation
g15,g44,0.203552498373851,repression
g2,g34,0.203268981351725,repression
g41,g40,0.201707976702683,repression
g2,g33,0.201330520973627,repression
g34,g54,0.200895302285982,repression
g16,g12,0.199454872643989,repression
g26,g26,0.199178445934346,activation
g36,g17,0.199043243597021,activation
g4,g44,0.197285220873116,repression
g36,g55,0.196770529653113,activation
g56,g34,0.19617677827497,repression
g36,g12,0.195418012652871,repression
g46,g16,0.194751700824825,repression
g36,g13,0.194688112517577,activation
g26,g60,0.193791286702248,activation
g14,g41,0.192323381156147,activation
g46,g49,0.189576250723751,repression
g4,g16,0.189177143877697,activation
g5,g5,0.188908874557508,activation
g34,g7,0.188052631646055,activation
g46,g20,0.187674881989699,activation
g41,g59,0.187337168821966,activation
g58,g29,0.186808400513884,repression
g27,g42,0.186565847009445,repression
g16,g23,0.185634367332075,repression
g15,g59,0.185108921381005,repression
g50,g32,0.184960658206677,activation
g13,g49,0.183378439589542,repression
g57,g53,0.182440648156746,activation
g46,g47,0.182103714993548,activation
g5,g64,0.181871532888717,repression
g3,g58,0.18067203173627,repression
g2,g39,0.180395449104865,repression
g1,g15,0.17965176785657,activation
g4,g53,0.178867419612284,activation
g20,g12,0.178537583205446,activation
g50,g57,0.177609144500173,activation
g5,g15,0.176739660277196,repression
g36,g41,0.176559262132892,activation
g46,g41,0.175945855513373,activation
g2,g6,0.175910117706325,activation
g36,g47,0.17586252471567,activation
g36,g43,0.174819994427449,repression
g50,g25,0.174696388684308,repression
g36,g29,0.17462318936213,repression
g22,g9,0.173092204233433,repression
g34,g51,0.173016091418565,repression
g20,g43,0.172582573546368,repression
g52,g55,0.172302485068086,activation
g4,g57,0.172131013347558,repression
g1,g33,0.172031248950809,repression
g12,g40,0.172022832967874,repression
g5,g32,0.171864360290749,repression
g36,g19,0.171565528623288,activation
g34,g60,0.171069166594553,repression
g61,g54,0.170817861126264,repression
g36,g44,0.169647818654205,repression
g3,g5,0.16930610348928,activation
g57,g33,0.168104533919844,repression
g34,g28,0.167689302029599,repression
g3,g59,0.167005644280522,repression
g58,g39,0.166995232795246,repression
g4,g1,0.165841093123757,activation
g14,g37,0.165354447762786,activation
g50,g15,0.165193458820924,activation
g50,g1,0.165148613021795,activation
g26,g23,0.165011482335139,repression
g58,g23,0.164075801151902,repression
g2,g61,0.163722966354088,activation
g58,g45,0.163678575218021,repression
g14,g57,0.162993356788834,repression
g58,g33,0.162503569733693,activation
g16,g29,0.162230045872302,activation
g46,g17,0.161534135560795,repression
g39,g24,0.161431142391667,activation
g16,g10,0.160703353885995,activation
g52,g49,0.160276239669898,activation
g50,g23,0.159190182196939,activation
g20,g0,0.159043979269649,repression
g3,g38,0.158872225460331,repression
g58,g28,0.15855782527795,activation
g13,g59,0.157824196599524,activation
g46,g13,0.157455965373082,activation
g56,g39,0.157310049646254,activation
g16,g58,0.156992382782523,activation
g30,g59,0.156732876898315,activation
g12,g11,0.156704087240569,activation
g52,g42,0.155463291896899,repression
g15,g60,0.155450639494077,repression
g39,g28,0.155425000591651,activation
g50,g64,0.155002787496193,activation
g5,g28,0.154847643598811,activation
g36,g46,0.154257916455743,activation
g5,g39,0.153970919829904,repression
g20,g17,0.153859144745696,activation
g2,g57,0.153720435819425,activation
g18,g18,0.15294352247393,activation
g12,g31,0.150794096910712,activation
g46,g9,0.150567027667259,repression
g57,g57,0.149380766481781,activation
g50,g2,0.149256596922189,activation
g56,g37,0.149179821893098,activation
g52,g51,0.149037270074589,activation
g14,g7,0.148736248202875,activation
g30,g7,0.148339283161627,repression
g36,g36,0.148333970563111,activation
g12,g59,0.146655171464323,activation
g41,g44,0.146265400137324,activation
g13,g53,0.146094629508894,repression
g5,g3,0.145116376574771,activation
g34,g25,0.144748723550336,activation
g61,g52,0.144538198653018,repression
g34,g12,0.144414214786227,activation
g2,g64,0.144190677972789,activation
g1,g5,0.143815405212579,repression
g61,g61,0.143562300998372,activation
g15,g28,0.142996312476401,activation
g1,g53,0.142929556065,activation
g34,g62,0.142918252694946,activation
g5,g2,0.14269936825044,repression
g5,g4,0.142539782362579,activation
g18,g12,0.141970144503989,activation
g26,g1,0.141820873754324,activation
g3,g57,0.141716287244538,repression
g5,g29,0.141471717857486,repression
g5,g1,0.140867360776309,repression
g50,g61,0.140235338680557,activation
g26,g0,0.139595356273525,activation
g58,g3,0.139580094316037,repression
g50,g55,0.139054894113994,activation
g4,g32,0.13891373568539,activation
g26,g24,0.138851335283048,activation
g16,g55,0.138571530408045,activation
g58,g64,0.138537965567679,repression
g27,g57,0.138272226342178,activation
g46,g19,0.13792555644382,repression
g61,g5,0.137837491589368,activation
g16,g31,0.137620440892021,repression
g4,g2,0.137401792059029,activation
g5,g50,0.136642994135946,repression
g5,g35,0.136102637201808,repression
g30,g2,0.135978008967139,activation
g41,g12,0.134483317842422,repression
g61,g58,0.134137828995608,activation
g27,g43,0.133779005963363,repression
g5,g24,0.133695075529267,repression
g5,g23,0.133188372669577,activation
g56,g3,0.132931806737747,activation
g4,g61,0.132755141628202,repression
g41,g22,0.132429879181294,repression
g61,g38,0.131868966688787,repression
g16,g28,0.130780692790026,repression
g34,g48,0.130739948503363,activation
g64,g54,0.12955785706172,repression
g2,g3,0.129456214383789,activation
g22,g40,0.129406694171339,repression
g18,g25,0.129230575376006,repression
g18,g57,0.128832580128921,repression
g52,g6,0.128745359177115,repression
g56,g26,0.128653438408499,repression
g5,g45,0.128504533535065,activation
g50,g62,0.127941315611584,activation
g30,g34,0.127930127914643,repression
g15,g54,0.127841784217384,repression
g5,g56,0.127559059248656,repression
g36,g14,0.127317759708843,activation
g1,g64,0.127280650666277,repression
g2,g5,0.12573965423643,repression
g57,g60,0.125713959780823,repression
g30,g30,0.125590802577865,activation
g52,g0,0.125245973374792,repression
g50,g12,0.124362367312282,repression
g27,g29,0.123660632967867,repression
g16,g62,0.123160586856659,activation
g39,g60,0.122784608903713,activation
g30,g55,0.122447864899543,repression
g16,g33,0.122300879584669,activation
g58,g30,0.122203775919333,repression
g41,g25,0.121846331848868,repression
g46,g42,0.120530954978905,repression
g4,g29,0.120077545734938,repression
g16,g22,0.119769308079652,repression
g36,g63,0.119627887768382,activation
g13,g22,0.11932437039212,activation
g20,g19,0.118721973184844,activation
g46,g53,0.118013232105019,repression
g50,g56,0.117642948777668,activation
g36,g7,0.117330789013555,activation
g20,g63,0.117299267807914,activation
g58,g56,0.117298473983352,repression
g61,g60,0.117223712167708,repression
g30,g56,0.117009193552221,activation
g4,g64,0.116739015221711,activation
g27,g11,0.116489529099238,repression
g34,g24,0.116424525480107,repression
g50,g59,0.116188811290459,repression
g64,g23,0.116178707157351,repression
g18,g44,0.116069444073461,repression
g1,g39,0.115902652327817,activation
g4,g25,0.11581824785494,repression
g52,g19,0.115817961362213,activation
g22,g53,0.115714453716799,activation
g3,g26,0.11546185762635,activation
g2,g45,0.115448059097503,activation
g26,g4,0.114855949599461,repression
g4,g56,0.11484583798546,activation
g50,g30,0.114349007726542,repression
g39,g1,0.114307440749515,activation
g50,g5,0.114087283691848,repression
g5,g30,0.113284128610448,activation
g27,g25,0.113086279195469,activation
g50,g34,0.112565488931895,repression
g4,g30,0.112199240050919,repression
g1,g3,0.112119757536814,repression
g12,g10,0.11200651205193,activation
g34,g55,0.111984924055961,activation
g57,g54,0.110898260313126,repression
g4,g5,0.110736208243122,activation
g18,g43,0.109298425433286,activation
g27,g10,0.109103785472307,activation
g3,g61,0.108455277514506,activation
g50,g29,0.108244743816763,activation
g27,g31,0.107299313404734,repression
g1,g35,0.107195932132936,activation
g16,g61,0.107085221784597,activation
g58,g2,0.107079808966105,repression
g13,g44,0.107026288963135,repression
g56,g7,0.106896474953269,activation
g34,g1,0.106160915138209,repression
g27,g40,0.106157477874946,activation
g52,g16,0.105820541977099,repression
g4,g34,0.105687389950701,repression
g16,g6,0.105315626966336,activation
g58,g34,0.104762545953606,repression
g18,g20,0.104256510799719,activation
g61,g26,0.10379401380696,activation
g14,g14,0.103683657711439,activation
g60,g54,0.103649066147628,repression
g14,g48,0.103595582301979,repression
g34,g6,0.10342576120346,activation
g52,g62,0.103386037107951,repression
g22,g31,0.102374623316634,activation
g20,g18,0.102329001588268,activation
g18,g17,0.1022396031313,repression
g1,g32,0.102223726372713,repression
g56,g44,0.102191569349128,repression
g26,g50,0.102045236920134,activation
g27,g23,0.102010308002921,activation
g52,g25,0.10181660544221,repression
g1,g6,0.101663559774784,activation
g41,g57,0.10161557380029,repression
g61,g57,0.101011089548999,repression
g15,g12,0.100509122214285,repression
g34,g11,0.0998110124164492,repression
g34,g42,0.0987418679033956,activation
g27,g9,0.0985010191784874,activation
g27,g7,0.0984356285514937,activation
g26,g43,0.0978439249508137,repression
g5,g44,0.0974593279124241,activation
g27,g8,0.0971730871067144,activation
g3,g39,0.096256374380221,activation
g52,g38,0.0960809420507525,activation
g1,g45,0.0960794542047856,repression
g18,g0,0.0957032372750462,repression
g1,g4,0.0949640627720686,activation
g4,g59,0.0949275081757698,activation
g27,g44,0.0948688962635629,activation
g18,g13,0.0946078784788311,activation
g52,g18,0.0938369833682091,activation
g13,g25,0.0935354989459818,repression
g15,g1,0.0934814518247954,activation
g52,g41,0.0929216406270404,repression
g56,g64,0.0926059470391119,repression
g12,g44,0.0925582503578723,activation
g14,g55,0.0924404522772753,repression
g5,g34,0.0923182729134311,activation
g34,g53,0.092141492116404,activation
g13,g43,0.0917229698884136,repression
g22,g11,0.0912371571930601,activation
g30,g16,0.0912302732897683,repression
g34,g16,0.0911150422316191,repression
g26,g2,0.0909802190383767,activation
g26,g7,0.0906931618113115,activation
g4,g7,0.0906030006876639,activation
g13,g12,0.0905153911270568,activation
g15,g30,0.0904639682849014,repression
g58,g53,0.0902826290200243,activation
g50,g39,0.090226236625568,repression
g14,g36,0.0895445344693883,activation
g34,g22,0.0890209959823833,repression
g16,g24,0.0888213521704642,activation
g13,g18,0.0885037566930049,activation
g14,g46,0.0883434913784444,activation
g27,g51,0.0878963111822,activation
g26,g54,0.0878087646296146,activation
g57,g15,0.0877570036041249,repression
g46,g46,0.08764143814243,activation
g57,g24,0.0866383731763673,activation
g15,g40,0.0862857713391424,activation
g61,g50,0.085216697457995,activation
g57,g26,0.0851537991942829,activation
g4,g39,0.0845814537653017,activation
g52,g20,0.0845491592742119,repression
g15,g8,0.0842866295140196,activation
g15,g11,0.0841669871091732,repression
g50,g3,0.0841352920118248,activation
g3,g52,0.0838510739279538,activation
g56,g45,0.0836637721864231,activation
g26,g56,0.083647209574092,repression
g61,g4,0.0836192056783542,repression
g4,g15,0.0831583105974204,activation
g61,g39,0.0831358180664431,activation
g57,g5,0.0831066513239204,activation
g4,g62,0.0829826730861202,activation
g56,g32,0.0825696794838854,repression
g61,g1,0.0825474758738287,activation
g39,g34,0.0825205124865154,repression
g16,g64,0.0824302809792688,activation
g30,g57,0.0821571907950529,repression
g15,g9,0.0821418168078027,repression
g39,g6,0.0816152337879839,activation
g34,g30,0.0816071429330612,repression
g46,g6,0.081116208283992,activation
g46,g14,0.0810997478617067,activation
g4,g12,0.0808716888872482,activation
g50,g11,0.0804250715718759,repression
g58,g1,0.0801737467842892,activation
g13,g57,0.0798475138143302,activation
g52,g47,0.0798048999764197,repression
g58,g44,0.0796366786378886,activation
g41,g18,0.0793704332369754,activation
g64,g28,0.0792227444753395,activation
g26,g3,0.078917483630232,activation
g18,g19,0.078686069202492,activation
g39,g30,0.0785430538482388,activation
g30,g11,0.0783010606732079,repression
g34,g2,0.0781754295323897,repression
g26,g15,0.078041228823435,activation
g39,g7,0.0777953138760128,repression
g16,g2,0.0775476676363314,repression
g5,g53,0.077316140148253,repression
g34,g34,0.077127547680965,activation
g61,g24,0.0769684831142734,repression
g57,g21,0.0768219523436001,activation
g15,g2,0.0768025892673982,activation
g30,g25,0.0766059240439681,activation
g13,g0,0.076373964190459,repression
g46,g36,0.076009914139553,activation
g26,g39,0.0759912217099791,activation
g4,g3,0.0759537874626693,activation
g1,g54,0.0757199736187901,activation
g15,g56,0.0756566488646626,repression
g4,g55,0.0754612479015082,activation
g27,g59,0.0754470433855241,repression
g15,g51,0.075443138641438,activation
g22,g10,0.0752494586963058,activation
g27,g62,0.07501957273167,repression
g57,g3,0.0750105719556246,repression
g14,g53,0.074881939660594,repression
g16,g40,0.0748283751921921,repression
g15,g34,0.0747370148720244,activation
g52,g54,0.0745156249276486,repression
g57,g37,0.0737951742282021,activation
g52,g43,0.0737228877115598,repression
g46,g15,0.0736733289046163,activation
g39,g38,0.0732809683260831,repression
g57,g39,0.0729007796595331,repression
g52,g17,0.0727996085132538,activation
g15,g39,0.0727081426090316,activation
g52,g7,0.0722055875182845,repression
g20,g23,0.0716230272733628,activation
g14,g27,0.0715194010307097,activation
g41,g33,0.0714840314322749,activation
g12,g33,0.0713865927618586,activation
g27,g12,0.0712959779584395,repression
g22,g37,0.0707980450829448,activation
g16,g1,0.0694986140922,repression
g52,g46,0.0694940703309311,activation
g27,g6,0.0692917603893847,repression
g27,g19,0.069252273512059,repression
g52,g32,0.0692101632485623,repression
g26,g53,0.0691954113158541,activation
g30,g29,0.069138299587712,activation
g27,g22,0.0688998794133638,repression
g27,g17,0.0686002802281753,repression
g61,g56,0.0685401548227459,repression
g39,g2,0.0679330860320755,repression
g39,g56,0.0671258502961799,activation
g22,g59,0.0668724411368135,activation
g27,g16,0.0668444323806044,repression
g34,g56,0.0665680072896538,repression
g41,g49,0.0661795525792626,activation
g16,g54,0.0660813137829304,activation
g58,g59,0.0660312920512487,activation
g1,g2,0.0660182781720554,activation
g27,g37,0.0655878394756797,activation
g1,g50,0.0654650513972315,activation
g61,g3,0.0654047705780469,activation
g50,g41,0.0651229900031423,repression
g1,g56,0.0650726320946629,activation
g38,g51,0.0650694606792199,repression
g30,g62,0.0650434611123147,activation
g4,g42,0.0649783259387004,repression
g61,g28,0.0648553150854373,activation
g27,g18,0.0644812772800658,activation
g34,g41,0.0642000936110739,activation
g16,g7,0.0641991784557854,repression
g64,g24,0.0639497734112188,activation
g52,g24,0.063479957515687,repression
g50,g7,0.0634163468346758,repression
g39,g52,0.0627536975435987,activation
g61,g30,0.0624845480495773,repression
g16,g39,0.0624625670340351,activation
g58,g61,0.0622655751880834,activation
g64,g59,0.0621977105541036,repression
g12,g22,0.0621158262173975,activation
g30,g32,0.0620681778510934,activation
g12,g37,0.0619192705048953,repression
g50,g45,0.0618636427574487,activation
g5,g42,0.0617839864045179,repression
g60,g28,0.061081834235532,activation
g52,g22,0.0608554961125921,activation
g15,g53,0.0607949899646233,repression
g13,g20,0.0606420033688391,activation
g34,g47,0.060220050489025,activation
g50,g51,0.0601157491709309,repression
g36,g16,0.0598432744709905,activation
g18,g33,0.0596322440535927,repression
g1,g26,0.0596038285355153,activation
g30,g12,0.0595697715723002,repression
g15,g45,0.0594344919810321,activation
g16,g56,0.0593795846915603,repression
g64,g44,0.0591095823144028,repression
g41,g62,0.0588796338576683,activation
g61,g2,0.0588633864024222,activation
g60,g23,0.0586470739558372,repression
g12,g55,0.058220689007522,activation
g27,g41,0.0581549673886505,repression
g52,g12,0.0581503097110986,repression
g38,g16,0.0579805119444573,activation
g26,g64,0.0578605899317405,repression
g12,g23,0.0578604025915177,repression
g3,g3,0.0577002458868755,activation
g64,g60,0.0576910674148269,repression
g50,g42,0.0576847726834572,activation
g30,g5,0.0574892680509265,activation
g1,g24,0.0572874362306022,activation
g61,g45,0.0571391221162524,repression
g15,g7,0.0569675470297863,repression
g22,g57,0.0568767766231851,repression
g57,g64,0.05678992147061,activation
g57,g56,0.0561663859702446,repression
g38,g29,0.0559388508238041,activation
g26,g28,0.0558685343110585,activation
g52,g27,0.0557163260686176,activation
g57,g45,0.0556505700244867,activation
g15,g16,0.0556199962787545,repression
g27,g63,0.0553589170047168,activation
g20,g13,0.055332314091535,activation
g4,g45,0.0552335924376581,activation
g52,g13,0.0551894816278877,repression
g20,g20,0.0551397647674332,activation
g46,g43,0.0548537107235275,activation
g60,g60,0.0545007585518263,activation
g13,g17,0.0544846895500507,activation
g57,g1,0.0542996253447083,repression
g5,g33,0.0541637374601295,activation
g39,g44,0.0541495738418029,activation
g38,g42,0.0540617405571417,activation
g27,g47,0.0540015126883421,activation
g61,g34,0.0539867395055194,activation
g2,g59,0.053782042722141,repression
g4,g50,0.0535940214020698,activation
g64,g52,0.0531849748389711,repression
g52,g58,0.0531425157037086,activation
g35,g54,0.0529690710985379,activation
g50,g50,0.0521146136875217,activation
g60,g53,0.0519244017379916,activation
g16,g3,0.0513999660756826,repression
g15,g10,0.0513237992486412,repression
g34,g20,0.0511957096078273,repression
g5,g25,0.051003222573353,activation
g52,g44,0.0509510538367694,repression
g39,g53,0.0508494119522601,repression
g18,g47,0.0506595359033531,activation
g57,g2,0.0503814782748784,activation
g61,g23,0.0502696228242187,repression
g61,g64,0.0502167525844905,repression
g12,g57,0.0498887910223685,activation
g15,g62,0.0496557294993081,repression
g41,g20,0.0495648032825083,activation
g4,g11,0.0493581889361684,activation
g52,g14,0.0490549672608128,repression
g34,g18,0.0489143863076886,repression
g1,g1,0.0489024603452008,activation
g16,g45,0.0484929491312161,activation
g20,g62,0.0484309134983774,activation
g60,g52,0.047863918836181,repression
g26,g38,0.0478570305922074,activation
g16,g37,0.0473094131413626,repression
g50,g33,0.0472472954879695,activation
g2,g44,0.0471869459508805,activation
g20,g47,0.0470906181582135,repression
g39,g55,0.0470164556085003,activation
g35,g23,0.0468827396525478,repression
g27,g20,0.0468221950995544,activation
g35,g52,0.046619643011929,activation
g52,g11,0.0465948868038625,activation
g57,g28,0.0463735390342847,repression
g64,g53,0.0462823627846192,activation
g34,g17,0.0460942242490757,activation
g26,g30,0.0460648738417808,activation
g16,g17,0.0459429618172839,repression
g16,g47,0.0457083731870958,repression
g13,g62,0.0456504020918489,repression
g64,g1,0.0456400615992831,repression
g38,g15,0.0455965334606676,activation
g52,g36,0.0449459154691021,repression
g13,g13,0.0448608525675377,activation
g15,g57,0.0443175591958138,repression
g58,g50,0.0437134220803419,activation
g41,g29,0.043514595900855,activation
g22,g22,0.04350607863006,activation
g26,g42,0.0434717758671623,repression
g60,g24,0.0433258242270375,activation
g41,g13,0.0431897061361374,activation
g15,g24,0.0430832536402367,repression
g16,g30,0.042904504352723,repression
g38,g35,0.0428291469626896,repression
g22,g21,0.0425543718322506,activation
g39,g59,0.0423605329312714,activation
g15,g3,0.0422641536960516,activation
g52,g31,0.0422618448415697,activation
g20,g29,0.0422464240526299,repression
g56,g50,0.0421156823657873,activation
g58,g4,0.0419635201144774,repression
g41,g17,0.0419180536974527,repression
g60,g59,0.0418699177835883,activation
g34,g37,0.0415945057816292,activation
g56,g33,0.0414856174181096,repression
g20,g7,0.0414368997655135,repression
g41,g47,0.0413215096427536,activation
g18,g37,0.0412479297571767,repression
g46,g7,0.0411883958843743,repression
g5,g48,0.040961820081986,activation
g27,g32,0.0409549384424972,repression
g50,g47,0.0407593065214063,repression
g27,g13,0.0407161385263254,repression
g52,g15,0.0404006893904155,repression
g64,g34,0.0402235109762812,activation
g5,g26,0.0400031531194583,repression
g30,g64,0.0399839948112717,activation
g15,g64,0.0397476554198845,repression
g20,g8,0.0396901986156428,repression
g52,g59,0.0395338520052867,activation
g56,g48,0.0390439239768199,activation
g15,g42,0.038592193183814,activation
g58,g24,0.0385868371924536,activation
g64,g29,0.038511999740347,activation
g58,g26,0.0382923346162371,repression
g46,g40,0.0380263935143899,repression
g13,g47,0.0378784741540013,activation
g64,g30,0.0377463717037467,activation
g22,g44,0.0375313933016677,repression
g56,g38,0.0373096046760737,repression
g39,g58,0.0372931502401904,repression
g46,g35,0.0372711707948394,activation
g32,g60,0.0368367231409354,repression
g30,g39,0.0366727566511582,activation
g13,g41,0.0366401623297197,activation
g57,g32,0.0364750537411676,repression
g35,g27,0.0363069495248276,repression
g50,g4,0.0360971935800848,activation
g15,g25,0.0356486930730662,activation
g64,g48,0.0353041015215,activation
g1,g30,0.0352720295055403,activation
g4,g4,0.0350529012640187,activation
g18,g63,0.0349151009962538,repression
g15,g22,0.0348206151092102,activation
g57,g6,0.0347597523370745,activation
g16,g34,0.0344160422122152,repression
g30,g42,0.0341450776637697,activation
g61,g48,0.0339504822370441,repression
g54,g29,0.0337680332164177,activation
g13,g19,0.0334908507229152,repression
g38,g25,0.0334141195478781,repression
g60,g34,0.032829654260437,repression
g32,g57,0.0327691844133459,repression
g46,g32,0.0326815475697345,activation
g50,g10,0.0321535440316018,activation
g1,g28,0.0319615376568604,activation
g27,g46,0.0316794546782402,activation
g12,g12,0.0315899460664125,activation
g26,g45,0.0314545066348613,repression
g35,g59,0.0313726364296797,repression
g4,g41,0.031312553100907,activation
g38,g0,0.0310393852862884,activation
g61,g6,0.0309050801631129,repression
g26,g19,0.0307504974049939,activation
g15,g35,0.0307255657821872,activation
g38,g32,0.0304939182013566,repression
g60,g30,0.0302887086003831,activation
