TF	target	importance
g17	g11	24.300834027768428
g36	g47	24.199403558823636
g30	g39	24.17405439947411
g30	g6	24.033684417331248
g2	g50	23.954723537629235
g21	g9	23.953705926965593
g50	g30	23.55382519773323
g13	g17	23.48553913563592
g46	g41	23.455317951912132
g10	g55	23.42271987428083
g13	g20	23.39708491225254
g14	g47	23.138855097452588
g30	g4	22.915401207312552
g39	g56	22.647291634062494
g22	g13	22.519562515192195
g1	g61	22.40091460495849
g18	g41	22.397040717963932
g11	g44	22.23842341294021
g59	g11	22.191931843076986
g26	g15	22.062302630742373
g56	g1	21.62661057798714
g21	g15	21.594666451022885
g4	g56	21.508852596830458
g4	g30	21.39973002686273
g5	g45	21.290956923035065
g61	g48	21.19921086668167
g39	g4	21.180174290222766
g52	g46	21.155603612484285
g17	g41	21.040432836089924
g18	g12	21.021377103642216
g11	g40	20.896226616938268
g39	g2	20.471467702933033
g9	g21	20.394752659033706
g17	g18	20.386165399642802
g13	g22	20.357967424471067
g31	g11	20.35663829444414
g17	g47	20.345631009345563
g18	g14	20.308612008003756
g17	g46	20.19403081408752
g11	g57	20.078204314478384
g30	g50	20.052299810832686
g61	g39	19.94028641926258
g14	g17	19.892152630189646
g22	g11	19.85778524926304
g40	g10	19.22204529133682
g2	g39	19.001026899200294
g17	g59	18.760667603189212
g12	g18	18.74250799757167
g2	g61	18.670821611192704
g22	g59	18.422528830424223
g15	g26	18.408408806028053
g36	g52	18.35630375215482
g22	g46	18.124714741385418
g30	g61	18.086308842462007
g22	g57	17.84755176960102
g11	g10	17.84124358135735
g46	g52	17.771121077475406
g2	g45	17.56862803902988
g12	g11	17.487202644420147
g13	g46	17.47932651733476
g61	g26	17.457265331720727
g20	g18	17.432548140642545
g22	g18	17.328219024730956
g61	g50	17.3216502175024
g10	g40	17.29108692572474
g45	g30	17.263532318691773
g61	g1	17.228165859805983
g39	g30	17.223896009053036
g22	g36	17.166510711722456
g41	g22	17.14350548947818
g20	g7	17.071189050400065
g52	g36	16.99362010247671
g47	g17	16.8489963481133
g12	g41	16.84510557353291
g22	g14	16.71905135184521
g6	g30	16.632936196298502
g47	g20	16.57098634725736
g12	g13	16.497865209695316
g9	g55	16.420498978894447
g15	g21	16.419028285646352
g50	g19	16.3922256140716
g12	g46	16.3723060944648
g59	g57	16.36667139710706
g5	g54	16.305601535439276
g20	g46	16.25443325946204
g56	g3	16.015392188580684
g46	g47	15.920669175485719
g61	g8	15.89336629805028
g41	g17	15.867794352246136
g9	g15	15.673139704870405
g20	g14	15.403137449052654
g9	g26	15.361458919973211
g47	g25	15.35243230717587
g31	g44	15.336252642346137
g13	g12	15.334412129664821
g11	g53	15.32225721103891
g1	g19	15.301562110282523
g26	g21	15.28168475520287
g20	g41	15.23965591419355
g50	g48	15.145128841094726
g50	g8	15.135775832495968
g18	g29	14.97897442086677
g61	g15	14.855915074338196
g36	g20	14.847441181566495
g36	g17	14.742581119105253
g46	g18	14.702711556259208
g6	g43	14.698955868626632
g14	g20	14.696836013563205
g15	g61	14.639035099559566
g22	g62	14.596488734972606
g6	g19	14.559979565083468
g55	g10	14.551607955631164
g30	g63	14.546982154599217
g6	g63	14.507898221131933
g45	g5	14.480020784239311
g6	g61	14.38534819336728
g55	g15	14.362391700659572
g56	g19	14.337561894682096
g50	g43	14.310997921606189
g14	g12	14.302436352969192
g20	g47	14.294809333712715
g2	g4	14.286394302632058
g14	g22	14.150759589204586
g59	g40	14.145750906876218
g30	g48	14.061424591361828
g63	g7	13.995195486519762
g31	g10	13.993594100637972
g4	g35	13.963514225806078
g12	g10	13.956631297863137
g55	g26	13.938865074654922
g26	g9	13.93270236413286
g15	g55	13.776712987308663
g20	g13	13.770308225161411
g13	g37	13.743424487790332
g56	g5	13.74264908834852
g26	g55	13.731568501996207
g41	g51	13.69612255044976
g56	g61	13.687346821199917
g41	g16	13.631887281183946
g3	g5	13.615008079398965
g39	g61	13.599026615444071
g59	g53	13.55875896655409
g56	g4	13.53822479966763
g11	g17	13.530263263989237
g63	g6	13.515067908379695
g59	g9	13.466866880818234
g13	g57	13.460986215716975
g6	g56	13.390726891664741
g12	g36	13.370607811644565
g45	g54	13.357896179577137
g56	g15	13.337954515977815
g20	g36	13.326541557014199
g1	g3	13.268780324363885
g50	g63	13.19818492762854
g40	g11	13.179672239522857
g11	g31	13.165543521696785
g59	g55	13.12781192747311
g40	g15	13.124257819103713
g18	g25	13.096831621891443
g13	g11	12.950240799615843
g56	g6	12.928683626869446
g6	g8	12.746175069396443
g41	g20	12.745268456341297
g47	g29	12.72302464607819
g1	g7	12.704190856673913
g4	g2	12.695224010541608
g11	g20	12.61414925614551
g12	g14	12.579926715453846
g2	g8	12.442242199406527
g11	g22	12.2355520439538
g55	g9	12.211473950755199
g61	g6	12.153256789958935
g20	g11	12.107859540678827
g2	g64	12.094686063265316
g12	g47	12.091838047173432
g46	g12	12.088694840530565
g51	g14	12.086776163791814
g50	g56	12.019178181410048
g22	g16	11.994884246980908
g10	g21	11.953798268744691
g46	g38	11.949198990107869
g39	g5	11.917906556854426
g30	g8	11.885637765473149
g40	g21	11.860786041541285
g59	g44	11.841703534818686
g17	g16	11.770082938602735
g1	g48	11.739075599843632
g45	g64	11.708952193631463
g41	g29	11.69276007704279
g30	g7	11.669856100819413
g31	g13	11.632926763575115
g21	g26	11.584966273604715
g33	g45	11.533591997526628
g49	g4	11.505356598138444
g36	g18	11.412718915327085
g46	g20	11.382899945885757
g15	g9	11.35051494222867
g38	g36	11.330322782673704
g1	g43	11.301653894212777
g50	g7	11.211949264371965
g43	g7	11.208297186209817
g26	g6	11.153885518433194
g20	g62	11.1421233455274
g48	g1	11.08352369969266
g11	g13	11.080390547711609
g22	g53	11.070830683403102
g51	g36	11.028812756166266
g21	g10	10.955259979533782
g56	g8	10.953521105548903
g3	g1	10.937168132621451
g21	g55	10.902871931326041
g22	g31	10.90143129524548
g20	g31	10.676095399712848
g61	g45	10.638957773543014
g13	g10	10.619238776903744
g50	g39	10.600385819168915
g6	g48	10.590528821976871
g47	g59	10.58649161123398
g47	g31	10.580782729050782
g17	g57	10.50553103789189
g22	g40	10.486281997344417
g36	g12	10.403723119286347
g8	g6	10.39302197877579
g59	g10	10.388440884007128
g13	g29	10.349149629412635
g56	g63	10.311858443159235
g43	g50	10.271450016436374
g14	g59	10.268692836998643
g7	g6	10.266386246676676
g59	g13	10.254071385886043
g14	g25	10.223602309884992
g2	g43	10.211850038643961
g8	g50	10.147511812325368
g13	g55	10.128532082483545
g43	g6	10.125362566128024
g19	g6	10.120848771543857
g18	g10	10.103663800419534
g21	g43	10.090819706685911
g48	g61	10.049041902275437
g8	g61	10.043363911179766
g20	g59	10.017698830876888
g17	g14	10.012822322248258
g12	g16	9.992517811807136
g26	g8	9.96811974450742
g29	g34	9.966921637897341
g50	g3	9.929207103818012
g15	g10	9.901819928340709
g17	g10	9.823233536769122
g61	g56	9.775477586389908
g31	g20	9.76626288008219
g47	g37	9.72216418382766
g63	g50	9.685446636518403
g40	g26	9.623798568153044
g10	g57	9.593173836651495
g12	g62	9.54716497039278
g11	g36	9.525539526160284
g63	g1	9.47515357332416
g22	g41	9.471401228662689
g10	g59	9.463180190130364
g31	g47	9.447906897996528
g31	g36	9.443530671943908
g20	g40	9.44226536914795
g12	g37	9.423458707583922
g39	g1	9.4113452388655
g53	g15	9.376803894739252
g40	g57	9.343974342084488
g9	g8	9.312644022127214
g22	g37	9.276170600237414
g2	g19	9.254194642436007
g12	g57	9.239556201446971
g40	g53	9.210526403830611
g16	g22	9.197634417301494
g33	g39	9.175500596228124
g43	g1	9.173817999287094
g40	g55	9.069709492320928
g21	g40	8.984052572544739
g14	g57	8.983981466616157
g61	g30	8.97922115131549
g26	g50	8.959513344173452
g26	g39	8.956863834234465
g31	g53	8.913666309233493
g47	g40	8.912093596927415
g59	g17	8.906302040761974
g30	g64	8.882463676965523
g9	g34	8.852467004785495
g18	g44	8.840888802539668
g13	g44	8.824898526200345
g20	g25	8.802755298853317
g2	g15	8.79375910909108
g18	g37	8.790337133094837
g6	g7	8.78607471468686
g11	g21	8.780838346204481
g9	g59	8.762400028673287
g61	g2	8.74987904606303
g5	g3	8.736236401342344
g61	g7	8.735066586440277
g45	g61	8.724642230006891
g18	g40	8.683039463481014
g26	g53	8.667044164320734
g10	g15	8.632248871504274
g8	g7	8.615752457666972
g39	g35	8.614576982644367
g13	g31	8.610622470936761
g40	g59	8.60032430124516
g17	g31	8.596080389456366
g1	g8	8.57831309192549
g46	g13	8.5572325220314
g46	g51	8.551247079808178
g38	g46	8.541378781029415
g21	g59	8.538126905239997
g40	g43	8.494027220509356
g17	g44	8.447519063642368
g13	g52	8.414827863970416
g35	g4	8.413682436016412
g63	g64	8.3966934405501
g57	g40	8.381553355121714
g14	g16	8.374923341226536
g13	g38	8.370047262003663
g47	g51	8.354008332280788
g7	g43	8.349316314257372
g3	g50	8.309238280104095
g13	g59	8.261652332552838
g61	g21	8.236638479177724
g33	g3	8.221158238373073
g6	g26	8.202984995172052
g18	g59	8.183784359331147
g36	g51	8.171863261397696
g41	g38	8.1700579715743
g6	g3	8.168480274054446
g45	g33	8.158023437645284
g6	g54	8.141864370685628
g36	g22	8.138883444338243
g51	g41	8.108305335808097
g14	g31	8.096430103121985
g55	g48	8.088986035822888
g31	g14	8.07376111006545
g36	g13	8.06002761679353
g18	g21	8.05263459018808
g14	g29	8.027752672601073
g14	g11	7.980229746322483
g30	g43	7.969811155910279
g59	g22	7.952923041054016
g3	g61	7.933967207724483
g54	g45	7.9124693321587305
g6	g45	7.907649981090887
g37	g14	7.893042231026641
g36	g38	7.888857082560831
g41	g11	7.877442818204179
g48	g56	7.863087675720548
g25	g53	7.8563320885737316
g22	g25	7.809007486686069
g20	g37	7.804483449045407
g56	g43	7.796487120506788
g61	g55	7.796254712282294
g50	g26	7.767548251043757
g10	g26	7.731544779177116
g45	g1	7.686760489013599
g5	g42	7.670284878218853
g11	g55	7.645982383619741
g59	g21	7.6441078421778945
g64	g39	7.566665061985908
g6	g5	7.555944567081517
g26	g61	7.541439699153703
g50	g45	7.480341606490866
g11	g14	7.46019758784329
g30	g19	7.441483405280279
g18	g31	7.436941419759647
g7	g50	7.396928870626898
g20	g10	7.360261923477087
g8	g9	7.3583160407223325
g20	g53	7.353634115263954
g20	g55	7.350702276885525
g18	g15	7.3487973830630455
g12	g53	7.3417717525412645
g47	g10	7.326809768156761
g41	g31	7.3138556037165
g55	g11	7.305043524783927
g5	g35	7.288213750004116
g47	g34	7.285665943443804
g37	g18	7.245831436757208
g7	g63	7.2291975878612895
g15	g8	7.228888776273195
g57	g59	7.1856853145086514
g53	g45	7.153022391151772
g55	g20	7.145743236853545
g5	g6	7.139610279379018
g13	g40	7.074855032458695
g1	g39	7.040205477794803
g12	g29	7.038952967308794
g18	g62	7.032389004339183
g17	g51	7.017495710371283
g8	g43	6.996629615636493
g10	g31	6.993935992096705
g31	g9	6.958147575962625
g11	g18	6.953646949314556
g40	g7	6.946436519224505
g17	g62	6.91919997664756
g43	g19	6.860277824399196
g14	g52	6.848637020990671
g4	g58	6.840129725353627
g57	g10	6.8126938507547745
g2	g7	6.8122673533000695
g48	g6	6.811028695844488
g41	g59	6.810934686210822
g12	g59	6.805163043327825
g12	g7	6.7817471053486384
g13	g16	6.763974937200048
g2	g63	6.734468026501326
g63	g19	6.733528419221661
g11	g12	6.684640642747038
g48	g43	6.65377248038981
g6	g39	6.644611616025081
g13	g51	6.638916069222081
g25	g38	6.623010704095185
g3	g33	6.57988966141178
g53	g57	6.557932420726231
g30	g5	6.546055868374581
g50	g21	6.544981722011451
g45	g8	6.52975187717936
g41	g10	6.524954427025838
g19	g56	6.516862459201432
g6	g29	6.5155020576898215
g29	g51	6.501928788619771
g17	g26	6.493023831168699
g61	g9	6.485430083836521
g11	g26	6.485028888984033
g19	g50	6.480352891134699
g39	g33	6.459100498891181
g25	g34	6.433847254727026
g29	g41	6.41413850096877
g57	g44	6.407432180992772
g38	g25	6.397628282854042
g36	g11	6.388302102360236
g29	g13	6.338470526175081
g63	g48	6.308300810768478
g22	g10	6.296741254832147
g22	g15	6.244220294100509
g14	g62	6.237960241441701
g62	g20	6.231977895796243
g33	g34	6.209790868610564
g64	g45	6.197870415472627
g22	g21	6.191866136834548
g2	g26	6.140893670027637
g15	g5	6.139417140067064
g41	g62	6.131849122281746
g30	g15	6.121202836606089
g47	g16	6.120549084509304
g14	g37	6.075663850167663
g26	g1	6.032051371910727
g21	g11	6.007559214092755
g48	g55	5.996852067942559
g50	g9	5.986398347212174
g18	g51	5.977321978770408
g11	g9	5.968645056501928
g37	g36	5.950579739343291
g61	g57	5.947207315515716
g59	g47	5.944049172832231
g21	g7	5.925367755341819
g56	g64	5.923077713577338
g10	g18	5.9127759366204975
g45	g58	5.907156777604932
g56	g48	5.899392695379686
g18	g52	5.855510208000454
g59	g46	5.850635908473918
g26	g56	5.844939011556256
g55	g59	5.8285077488037675
g30	g26	5.817072231137607
g18	g53	5.816493885886994
g4	g49	5.798244413378334
g40	g20	5.787561983668303
g55	g40	5.780795843551793
g39	g54	5.7403288764816285
g1	g26	5.709742763655732
g9	g10	5.707716565498288
g17	g38	5.707594886984805
g39	g64	5.678558489078603
g51	g46	5.675787869470458
g48	g50	5.6689566330612715
g63	g2	5.645771468185491
g29	g46	5.60827634078633
g53	g44	5.565305610704339
g25	g62	5.549277661275518
g48	g63	5.536874360369239
g26	g40	5.531312130137347
g47	g11	5.521342039403587
g22	g48	5.520530948909521
g31	g7	5.518516874927174
g54	g50	5.515292693867845
g24	g15	5.502629929843979
g44	g59	5.500664773663739
g3	g63	5.483349132572531
g27	g53	5.466667047292188
g31	g22	5.466159326304238
g18	g57	5.446454079591314
g50	g52	5.445502752946832
g22	g44	5.429785366782649
g14	g51	5.429314195954434
g47	g57	5.403454110469559
g4	g33	5.403106950559863
g3	g42	5.385000321103767
g56	g7	5.370789293886066
g42	g5	5.351356665164335
g64	g63	5.351096601802999
g47	g52	5.3481102918055
g16	g36	5.347194431913803
g1	g44	5.330779017077581
g2	g33	5.321359151062512
g11	g46	5.318740859082702
g53	g25	5.315239062240342
g10	g17	5.310632097776056
g12	g52	5.297254401535273
g39	g50	5.292916792895072
g20	g29	5.285155101239964
g16	g20	5.2826202652065986
g8	g1	5.2812199128211414
g39	g51	5.2740651679371675
g1	g4	5.257419034602277
g25	g18	5.248110959814712
g22	g9	5.242808422514598
g9	g48	5.239952407092555
g37	g47	5.2142079137871855
g10	g11	5.206568386239011
g40	g47	5.206181834757747
g12	g31	5.157765468928357
g17	g53	5.152737379250437
g50	g4	5.151859916019386
g40	g9	5.149091106602148
g53	g31	5.123855302733379
g1	g57	5.109381289750987
g56	g26	5.097243655551433
g13	g25	5.081621457919111
g15	g6	5.080017031948228
g47	g55	5.066366288221876
g44	g11	5.049668732000824
g12	g40	5.043145265606925
g29	g18	5.03066572460212
g56	g9	5.030023389575773
g3	g43	5.017787273928741
g38	g15	4.996881286099508
g43	g48	4.990696860408163
g43	g40	4.981581050978991
g41	g52	4.976188639101203
g36	g37	4.9708942268803185
g23	g5	4.96738203413598
g19	g2	4.962164946641556
g21	g50	4.958643442324931
g14	g38	4.951993005937595
g59	g12	4.947191916369643
g53	g59	4.946097509614846
g29	g14	4.943343257183943
g44	g57	4.933555156034501
g35	g34	4.932927838976364
g25	g35	4.922259156549716
g4	g55	4.9159343046760196
g21	g39	4.899432442442802
g44	g31	4.886371566458927
g32	g5	4.884356503165618
g51	g52	4.883629823367332
g41	g25	4.866604092535968
g36	g29	4.846785282816673
g53	g16	4.838927276956155
g17	g29	4.837842710158551
g1	g45	4.835376783570042
g57	g53	4.82994596597508
g58	g4	4.8236176804203295
g57	g15	4.816705965259844
g29	g47	4.804059436409924
g46	g22	4.796113761730909
g50	g55	4.781870981396615
g21	g35	4.777378988678132
g19	g51	4.776144033892411
g15	g53	4.775949584663721
g61	g10	4.775581529943149
g15	g31	4.767588154941801
g61	g19	4.766380463188932
g22	g55	4.765130046680032
g19	g1	4.764720510421697
g55	g21	4.761574347249099
g11	g15	4.757188778786778
g8	g30	4.752792755901837
g64	g43	4.740029337621189
g62	g25	4.737710949817354
g47	g62	4.724499240546692
g26	g10	4.724416341258987
g20	g16	4.708295966022878
g56	g62	4.703358993133075
g56	g10	4.700996252882676
g5	g49	4.700955826147422
g45	g35	4.681013364000521
g12	g44	4.660715588054272
g63	g42	4.6600319909559484
g21	g30	4.659431651338469
g17	g40	4.6555427015512505
g34	g33	4.652560971081344
g8	g26	4.644820654425483
g61	g3	4.608034602764672
g22	g26	4.598710402304955
g59	g14	4.5852446738898545
g10	g35	4.571039356957745
g58	g39	4.570353791384414
g11	g32	4.560246200646837
g48	g7	4.559801743211922
g13	g53	4.556703322012059
g17	g55	4.549608816845956
g15	g56	4.542750073734461
g6	g21	4.53394506358634
g64	g3	4.530671676791302
g40	g61	4.528475882372849
g48	g45	4.523603239159653
g34	g7	4.519959573640024
g3	g7	4.514544879878487
g30	g40	4.513130975112437
g39	g58	4.508072050685809
g58	g3	4.507073273385558
g26	g45	4.499742574632527
g29	g36	4.498350343434495
g26	g57	4.4975269104275455
g6	g53	4.4749637007000675
g16	g12	4.474619795783947
g45	g28	4.468580647370017
g47	g38	4.466718410405671
g19	g63	4.4390168432523005
g44	g22	4.431116857125462
g45	g48	4.423694298858812
g30	g33	4.4223139871570485
g22	g38	4.384533000999797
g53	g11	4.382882214503124
g35	g39	4.381725267310792
g57	g31	4.377010592974623
g15	g30	4.375768435593999
g37	g20	4.371132697827756
g44	g14	4.367345070349471
g64	g7	4.357661812766891
g48	g39	4.351822983319953
g12	g8	4.351314219700993
g3	g64	4.337619496315895
g31	g15	4.336359916905453
g18	g11	4.321599944185384
g41	g57	4.298756082668632
g39	g48	4.284371946657671
g19	g10	4.273924616349724
g11	g16	4.2486561368212294
g59	g7	4.218648882407969
g56	g52	4.213821297159972
g59	g36	4.212605113484287
g37	g13	4.193179902792351
g26	g59	4.18276442562749
g9	g61	4.180039705989323
g3	g48	4.179077007720513
g18	g16	4.171038673705272
g34	g60	4.1646099413585995
g8	g15	4.156473602250493
g9	g19	4.13278480072034
g20	g9	4.1252290300692565
g14	g10	4.117341844863137
g46	g25	4.115615475107993
g55	g13	4.114623876864763
g31	g26	4.103619997034657
g55	g50	4.098846192622905
g40	g22	4.094180427825889
g7	g8	4.0931922366153
g10	g13	4.0893898867975675
g36	g31	4.086172442632148
g53	g12	4.086082530517825
g22	g51	4.084488064574092
g6	g4	4.074645486687483
g44	g5	4.0745974619371585
g6	g57	4.071418728011783
g40	g58	4.06442520714179
g45	g53	4.055187445461571
g58	g40	4.04455475598476
g22	g29	4.040395919691041
g7	g21	4.036405441092639
g63	g59	4.03161672681799
g16	g53	4.026996034192161
g15	g39	4.026785714234808
g47	g19	4.010438968267958
g40	g8	4.009638040964059
g25	g44	4.004111419294819
g36	g59	4.0011868820154115
g31	g18	3.987878987436508
g48	g19	3.9838649392945293
g38	g5	3.9803356938824095
g61	g63	3.978938683040706
g4	g51	3.978736677453905
g50	g34	3.9666347007472496
g12	g25	3.9599955247354823
g64	g42	3.9564211828166393
g20	g51	3.9183421487246077
g44	g53	3.9164423029367006
g11	g7	3.9102092260052115
g56	g58	3.9022733946597894
g17	g21	3.898974769323528
g7	g64	3.8939002558332407
g31	g17	3.8870341469386376
g17	g37	3.878328307040224
g36	g61	3.8653069951853576
g1	g9	3.8591721212865613
g59	g19	3.8474598000203306
g31	g12	3.8412891867263355
g48	g52	3.8401314725241398
g26	g30	3.832629832316373
g59	g41	3.8320952258534136
g48	g2	3.829014389303894
g53	g37	3.8280848090836503
g19	g43	3.8240669185849114
g43	g54	3.822388957396439
g10	g44	3.7989904318775167
g19	g55	3.7937733869592236
g24	g34	3.784867694788133
g61	g5	3.766660270738032
g10	g61	3.7666543316090078
g17	g9	3.7628701097291195
g48	g8	3.757812430987658
g16	g17	3.747680616215106
g8	g48	3.7421616929886587
g15	g37	3.7406853541744365
g18	g55	3.737992593663566
g23	g34	3.7351064623774657
g55	g19	3.7305949871910564
g36	g25	3.7275432005201785
g54	g6	3.725670009848242
g48	g10	3.7254561526682437
g4	g64	3.716226379768866
g51	g39	3.714425509167685
g15	g40	3.713713443963836
g9	g38	3.710902401760967
g26	g31	3.7097954582868073
g26	g12	3.707565769584516
g45	g19	3.694610969771915
g32	g8	3.677728452939051
g59	g15	3.6741640625635257
g14	g21	3.669725131388701
g55	g42	3.663368417365235
g25	g14	3.6594299006958004
g36	g16	3.6526990891495537
g49	g37	3.649774284720144
g15	g50	3.6345401881757295
g29	g35	3.628277733375704
g7	g48	3.627995493223512
g26	g22	3.6212453215507887
g50	g54	3.618227652418227
g43	g21	3.6086969285736785
g9	g6	3.605422672394692
g1	g15	3.6042904586446896
g25	g4	3.596870249533466
g50	g44	3.585886355809239
g14	g40	3.584752917897451
g15	g48	3.576391072454774
g57	g11	3.571705124795638
g63	g3	3.5697390735968773
g44	g25	3.566124960318523
g9	g31	3.5589241438877277
g13	g62	3.5432805524970936
g10	g12	3.5364198409977825
g8	g39	3.5363055382947954
g1	g63	3.5189751605029373
g25	g51	3.5174035285943486
g5	g30	3.5158835429943878
g4	g54	3.5091271302226668
g42	g34	3.508954989056046
g52	g11	3.506002814540238
g44	g12	3.5051926758071286
g43	g10	3.503116286569669
g50	g15	3.5018088572374695
g10	g56	3.4945736291220473
g60	g5	3.490692609482901
g2	g21	3.488221801142133
g7	g1	3.483358862580287
g16	g37	3.4744905923695075
g47	g26	3.463110863058407
g26	g7	3.4496463368346757
g37	g44	3.446805427161741
g10	g22	3.43959378941809
g40	g50	3.438637249500207
g8	g63	3.435723488907588
g14	g53	3.431174219401851
g63	g45	3.4293034564069376
g40	g1	3.428350407834042
g57	g17	3.426168250915681
g26	g48	3.4259466442027477
g51	g19	3.4253833305033914
g6	g34	3.4204495107119053
g61	g43	3.415782264062599
g11	g56	3.4119257083392744
g25	g47	3.3941814507266566
g17	g15	3.393409945270214
g55	g63	3.3914243376277082
g59	g26	3.3846716825771086
g2	g48	3.3815710393065337
g34	g35	3.380845578047097
g6	g9	3.380413531865355
g38	g52	3.3770268975100066
g37	g15	3.37618642436214
g15	g54	3.3649252358010697
g55	g6	3.3624172286599543
g55	g2	3.3539635102108383
g11	g25	3.346949409306124
g48	g35	3.323828875805555
g1	g21	3.3231811950606582
g38	g33	3.3214878185425203
g3	g35	3.3172579448816193
g47	g44	3.314219796016701
g64	g30	3.313386190437513
g34	g50	3.3110494017313545
g31	g43	3.3030134995398877
g46	g17	3.2939737165979044
g36	g9	3.293615249746195
g61	g44	3.2934201018871687
g19	g48	3.293211527184907
g17	g25	3.2887330609052663
g56	g21	3.287432588326524
g46	g11	3.286069190365881
g50	g5	3.2799537628557673
g46	g37	3.2780709061493853
g40	g18	3.271978085204318
g2	g52	3.2650208519395694
g57	g20	3.2605711997003812
g46	g29	3.2509417355648837
g13	g9	3.246058149955244
g2	g59	3.2343927635488026
g55	g34	3.226203540070829
g51	g13	3.225524404539385
g19	g4	3.215680476498406
g52	g48	3.210109541153478
g57	g46	3.2073625732173925
g21	g6	3.2044564538675053
g1	g64	3.2037567948805075
g33	g4	3.1874491231733875
g34	g1	3.1809777328433952
g55	g52	3.162334827031925
g47	g53	3.158502104680407
g22	g6	3.1488373469727433
g12	g26	3.146413688972667
g0	g54	3.1430401381514175
g16	g47	3.132379093520831
g19	g42	3.117032401189905
g8	g56	3.1127843816329253
g37	g46	3.1113879369115107
g21	g61	3.1101925865259155
g15	g1	3.106886971186856
g43	g56	3.098878577126873
g25	g12	3.094130647812362
g55	g33	3.088021899946946
g59	g37	3.0857227180662057
g25	g41	3.0833679740181337
g7	g20	3.083198701681648
g25	g13	3.0773605714199683
g45	g26	3.0741395938278284
g21	g53	3.0707134183522466
g10	g19	3.0665520189558904
g34	g6	3.0655316579222585
g20	g57	3.064496030514118
g34	g28	3.0640571784253754
g5	g15	3.0619846531882677
g35	g45	3.0579121164076235
g63	g30	3.0514284665429385
g55	g57	3.049727489236514
g6	g42	3.042672740098094
g28	g10	3.0423759454012584
g59	g8	3.0255080557424963
g27	g5	3.024865989090485
g57	g43	3.0201817620757088
g61	g11	3.018807626657592
g54	g4	3.017922802211437
g12	g38	3.012940426473128
g51	g57	3.0120598467705766
g7	g2	3.0102833379599883
g52	g43	3.0068539948738917
g0	g5	3.005055385471335
g61	g29	2.999100552721332
g25	g48	2.9942024140364936
g9	g53	2.9916771363079335
g27	g29	2.9909490003324217
g49	g52	2.985418503422376
g36	g43	2.9850327674723944
g6	g59	2.983347111595119
g12	g9	2.982204557641405
g47	g21	2.973335459814992
g6	g64	2.9631747540047915
g47	g7	2.9580351927739086
g54	g39	2.9544041778662065
g31	g55	2.95338509072984
