Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
KEGG_2019	Primary bile acid biosynthesis	1/21	0.446386408689211	0.738155131450042	0.4375157893300242	0.7222482871479764	-0.8263930371949856	0.6665440922111829	ch25h
KEGG_2019	Sphingolipid metabolism	1/59	0.8104007533219455	0.9178928554654392	0.7928565522267987	0.8912127332332763	-1.6488136750227396	0.34662415736705515	sptlc2b
KEGG_2019	Pyruvate metabolism	1/46	0.7263828466134343	0.9084213499110215	0.7082527444296894	0.8798885776539115	-0.49787724767979297	0.15916043575196456	ldha
KEGG_2019	ErbB signaling pathway	4/102	0.3141896840021757	0.7341579836670432	0.2914931068796616	0.6889837071701093	-0.08583305415739986	0.09937393827104687	pak1;pik3r3b;cdkn1a;map2k2a
KEGG_2019	Adipocytokine signaling pathway	3/86	0.42838412672115456	0.738155131450042	0.40378702357943996	0.7075569346949404	-0.06860954196409783	0.05816270961554395	stat3;acsl4a;nfkbiaa
KEGG_2019	Toll-like receptor signaling pathway	4/96	0.2767309226536053	0.704602393222919	0.25694039221698883	0.6748959666493519	-0.012137650254030595	0.015593356327996381	tbk1;pik3r3b;nfkbiaa;map2k2a
KEGG_2019	Apelin signaling pathway	1/175	0.9928936047156129	0.9989890952505319	0.9905759063825619	0.9984180745547107	9.73143945374638	-0.06940234882224533	map2k2a
KEGG_2019	Neuroactive ligand-receptor interaction	4/461	0.9989890952505319	0.9989890952505319	0.9984180745547107	0.9984180745547107	85.86086524885677	-0.08684105789166766	grp;grin2aa;adrb3a;nr3c1
KEGG_2019	Adherens junction	4/97	0.282928697656043	0.704602393222919	0.2626433412249756	0.6748959666493519	0.07653824997955698	-0.09663416081760126	wasla;ctnnb1;iqgap1;lmo7a
KEGG_2019	Tryptophan metabolism	1/50	0.755579806014885	0.9084213499110215	0.7374105898131071	0.8815023142593467	0.4261451765798179	-0.11943565301659922	hadhaa
KEGG_2019	Pyrimidine metabolism	1/61	0.8208080342142867	0.9178928554654392	0.8035014203927516	0.8912127332332763	0.6848756083341937	-0.13523965806671473	dck
KEGG_2019	Vascular smooth muscle contraction	1/157	0.9881557329924245	0.9989890952505319	0.9847152178908428	0.9984180745547107	24.836681438008412	-0.29592829360516365	map2k2a
KEGG_2019	Inositol phosphate metabolism	3/86	0.42838412672115456	0.738155131450042	0.40378702357943996	0.7075569346949404	0.3882987450160627	-0.3291744341081227	ipmkb;ptenb;pi4k2b
KEGG_2019	Calcium signaling pathway	2/268	0.9955903115854122	0.9989890952505319	0.9937565871203817	0.9984180745547107	74.56870975227503	-0.3295519213319476	grin2aa;adrb3a
KEGG_2019	Phosphatidylinositol signaling system	4/108	0.3520521947177882	0.738155131450042	0.3266390767991349	0.7070770407368264	0.6614822699727732	-0.6905715044235694	ipmkb;pik3r3b;ptenb;pi4k2b
KEGG_2019	GnRH signaling pathway	2/123	0.8592693958750777	0.9308751788646675	0.8382277828132535	0.9080800980476919	5.912612072891361	-0.8967823721097342	pld1a;map2k2a
KEGG_2019	Oocyte meiosis	1/138	0.9797011622550316	0.9989890952505319	0.9745766091796576	0.9984180745547107	48.48626676462997	-0.9943413423483308	fbxw11b
KEGG_2019	Glycerophospholipid metabolism	2/98	0.7599293984832584	0.9084213499110215	0.7347415155609854	0.8815023142593467	4.035580939189115	-1.1078870132226306	pld1a;lpcat1
KEGG_2019	Mitophagy	2/82	0.6682555508817651	0.8910074011756872	0.6425340023510407	0.8567120031347212	3.0269076997788216	-1.2200999320799109	tbk1;atg5
KEGG_2019	Glycolysis / Gluconeogenesis	2/77	0.6343239842849542	0.856749277475782	0.6090035422719555	0.8244567663985048	2.6822786849682885	-1.220961023113855	ldha;pgk1
KEGG_2019	Insulin signaling pathway	3/165	0.8401095513913984	0.9271769641680699	0.8140885543957813	0.8912127332332763	7.2538551852916395	-1.2637882474689033	pik3r3b;prkar1ab;map2k2a
KEGG_2019	ECM-receptor interaction	1/79	0.8922186644066041	0.9566055783328542	0.8778764678727685	0.9412283779254426	11.501027621499386	-1.3116236193122992	itgb4
KEGG_2019	AGE-RAGE signaling pathway in diabetic complications	5/123	0.2563630053875224	0.704602393222919	0.23398874497874514	0.6748959666493519	1.054549490781585	-1.4354114802962703	tgfb1a;pik3r3b;vegfab;casp3a;stat3
KEGG_2019	Adrenergic signaling in cardiomyocytes	2/202	0.977477030660629	0.9989890952505319	0.9708136991527043	0.9984180745547107	67.58402370873512	-1.5395968683499763	creb3l2;adrb3a
KEGG_2019	Melanogenesis	5/137	0.33178293492645217	0.7341579836670432	0.30319175583045876	0.7007098356970604	1.41196175575694	-1.5577811662180328	dvl3a;creb3l2;fzd2;ctnnb1;map2k2a
KEGG_2019	Lysine degradation	2/73	0.6052695568291532	0.8506491068950259	0.5805112587457603	0.815853660939987	3.3408676931117385	-1.6773874340277841	hadhaa;plod1a
KEGG_2019	NOD-like receptor signaling pathway	6/148	0.22921550233299973	0.704602393222919	0.20568806013175475	0.6748959666493519	1.4356180580564346	-2.1147984234885477	tbk1;nfkbiaa;ctsba;cyba;atg5;trpm2
KEGG_2019	Lysosome	4/137	0.5297342558858579	0.8040524722711399	0.4951894654452687	0.7463725276276512	3.4489691452107074	-2.1914053331741763	ctss2.2;atp6v0ca;ctsba;ids
KEGG_2019	Gap junction	4/123	0.4460653544441238	0.738155131450042	0.41500935592683996	0.7075569346949404	2.8304674245629133	-2.2850074897690185	pdgfaa;pdgfab;map2k2a;adrb3a
KEGG_2019	Herpes simplex virus 1 infection	7/176	0.21806610713615235	0.704602393222919	0.19241832758817584	0.6748959666493519	1.5728326941474664	-2.3953565903496794	tbk1;pik3r3b;casp3a;nfkbiaa;cycsb;srsf4;srsf1a
KEGG_2019	Drug metabolism	2/76	0.6272206276032448	0.856749277475782	0.602019707456608	0.8244567663985048	6.348651283470615	-2.961372337102304	gstt1a;gstt1b
KEGG_2019	Cell cycle	3/139	0.7453357866688562	0.9084213499110215	0.714761439026244	0.8798885776539115	10.590035032007394	-3.112627775132674	tgfb1a;cdkn1a;ccna2
KEGG_2019	Oxidative phosphorylation	4/139	0.5411891640286517	0.8040524722711399	0.5062937028768082	0.7522077871312582	5.316095233331175	-3.2640102009823133	ndufa6;atp6v1f;atp6v1ba;atp6v0ca
KEGG_2019	Cell adhesion molecules (CAMs)	3/131	0.7083824390034846	0.9084213499110215	0.6770641062839399	0.869316877204071	9.942518192367293	-3.4278935607553036	sdc2;nfasca;si:ch73-61d6.3
KEGG_2019	Peroxisome	2/87	0.6995980414539232	0.9084213499110215	0.6737743087948077	0.869316877204071	10.03655252618753	-3.585551719329406	acox1;acsl4a
KEGG_2019	Autophagy	5/158	0.4471516661668524	0.738155131450042	0.41123350020645444	0.7075569346949404	4.697275062566108	-3.7806368006438182	pik3r3b;ptenb;ctsba;map2k2a;atg5
KEGG_2019	Valine, leucine and isoleucine degradation	1/55	0.787741410618214	0.9178928554654392	0.7698180653432214	0.8912127332332763	16.314417361357116	-3.8923818260917233	hadhaa
KEGG_2019	Wnt signaling pathway	8/184	0.14079029448148633	0.6655541193670267	0.12174922547348027	0.5958537102166458	2.044254124387803	-4.0077270303150065	dvl3a;fzd2;gbp;ctnnb1;bambia;ctbp1;tle3a;fbxw11b
KEGG_2019	Cytokine-cytokine receptor interaction	5/181	0.5668082887420294	0.8171186708407189	0.5266293275841277	0.760686806510406	7.936328244302173	-4.50572455023052	tgfb1a;ngfrb;tnfsf10;hdr;il17ra1a
KEGG_2019	Salmonella infection	2/95	0.7446025926642685	0.9084213499110215	0.7191397028902159	0.8798885776539115	15.778207398952306	-4.653066503311589	rhogb;wasla
KEGG_2019	Purine metabolism	2/151	0.9249709149105279	0.9816017872519888	0.9098933880970337	0.9656011465519541	66.28272847596163	-5.169587867936946	pde4ba;dck
KEGG_2019	Necroptosis	5/174	0.5316737912808617	0.8040524722711399	0.49235173780297137	0.7463725276276512	8.20364015639167	-5.182445824690942	stat3;tnfsf10;capn1a;hdr;h2afx
KEGG_2019	RNA transport	3/158	0.8181344461170292	0.9178928554654392	0.7906622944159368	0.8912127332332763	32.543559197175306	-6.532422957188038	magoh;acin1b;eif4g1a
KEGG_2019	Progesterone-mediated oocyte maturation	3/107	0.5735544516478122	0.8171186708407189	0.5431414665649059	0.7737905825034276	12.640049124407675	-7.026633653428098	pik3r3b;kif22;ccna2
KEGG_2019	Endocytosis	6/302	0.8469404961150637	0.9271769641680699	0.8137328996607427	0.8912127332332763	80.60126043486412	-13.389871438609788	arrb2b;wasla;pld1a;arf2a;arf6a;rab5aa
KEGG_2019	Ubiquitin mediated proteolysis	4/142	0.558100306776314	0.8171186708407189	0.5227473435869212	0.760686806510406	27.754837638134862	-16.187081250076133	ube2w;ube2g1a;ube2c;fbxw11b
KEGG_2019	Regulation of actin cytoskeleton	10/261	0.19097581453304033	0.704602393222919	0.1603343035086404	0.6748959666493519	15.193869402362287	-25.155099093943104	itgb4;pak1;pik3r3b;pdgfaa;wasla;pdgfab;iqgap1;tiam1a;map2k2a;spata13
KEGG_2019	Tight junction	6/211	0.5335103854187724	0.8040524722711399	0.48990019258549383	0.7463725276276512	44.81362119845593	-28.155355917196268	rab13;wasla;tiam1a;arhgef1a;si:ch73-61d6.3;arhgef2
KEGG_2019	Focal adhesion	8/234	0.3247642768479152	0.7341579836670432	0.28530903261479496	0.6889837071701093	31.67156297508563	-35.61960261854174	itgb4;pak1;pik3r3b;pdgfaa;vegfab;pdgfab;ptenb;ctnnb1
KEGG_2019	MAPK signaling pathway	11/362	0.4227423438234428	0.738155131450042	0.36617035008179966	0.7075569346949404	48.2280701754386	-41.52400197352517	arrb2b;tgfb1a;ngfrb;pak1;pdgfaa;bdnf;vegfab;pdgfab;casp3a;map2k2a;nfkb2
