Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
KEGG_2019	Tight junction	3/211	0.039204017987088384	0.3430351573870233	0.02257625463432635	0.1975422280503555	-2.9307711618069026	9.492697565273543	tuba1a;tuba1c;micall2a
KEGG_2019	Phosphatidylinositol signaling system	1/108	0.31962768486874527	0.562091361599131	0.2744260122811405	0.48696423978685466	-7.200397168228228	8.212761815965077	calml4a
KEGG_2019	Oocyte meiosis	1/138	0.3888808269938453	0.562091361599131	0.3364535637340314	0.49066144711212883	-7.337945841215778	6.930560256285014	calml4a
KEGG_2019	C-type lectin receptor signaling pathway	1/120	0.3482113379974173	0.562091361599131	0.29986462005229675	0.48696423978685466	-5.717630176052255	6.031789313752968	calml4a
KEGG_2019	Glycolysis / Gluconeogenesis	1/77	0.23994075760413347	0.5488881067107358	0.2046238152656341	0.4690062419741629	-4.154273917101423	5.92965783423858	eno1a
KEGG_2019	Gap junction	2/123	0.07086172753456146	0.35430863767280735	0.05014106962631397	0.2836810796781454	-1.8825320571158304	4.983109042539634	tuba1a;tuba1c
KEGG_2019	Adherens junction	1/97	0.2923422727706336	0.562091361599131	0.2503453897596809	0.4867827023104907	-3.8354167489755535	4.716910565597601	fgfr1a
KEGG_2019	Apoptosis	2/161	0.11181087868358884	0.37378838564503997	0.08010531684500148	0.29367740440635415	-1.5559192762467062	3.408935765196492	tuba1a;tuba1c
KEGG_2019	AGE-RAGE signaling pathway in diabetic complications	1/123	0.35517022556247524	0.562091361599131	0.3060918078660227	0.48696423978685466	-1.094668221409146	1.1331546716149337	stat3
KEGG_2019	Melanogenesis	1/137	0.3866885542888734	0.562091361599131	0.33446899487056847	0.49066144711212883	-1.1807759747837299	1.1218973828224277	calml4a
KEGG_2019	GnRH signaling pathway	1/123	0.35517022556247524	0.562091361599131	0.3060918078660227	0.48696423978685466	-0.4422651005866449	0.4578142993654078	calml4a
KEGG_2019	Apelin signaling pathway	2/175	0.12815601793544226	0.37378838564503997	0.09229861281342563	0.29367740440635415	0.005403353389087461	-0.011101226643709472	gnb1a;calml4a
KEGG_2019	FoxO signaling pathway	1/165	0.4452377447703693	0.562091361599131	0.3879784953018323	0.49225733133563987	0.07560179622404886	-0.0611729576557723	stat3
KEGG_2019	Insulin signaling pathway	1/165	0.4452377447703693	0.562091361599131	0.3879784953018323	0.49225733133563987	0.3118712199361212	-0.2523496250627134	calml4a
KEGG_2019	Necroptosis	1/174	0.4628595777966767	0.562091361599131	0.40429952620496123	0.49225733133563987	0.4752933298333376	-0.3661334515594099	stat3
KEGG_2019	Vascular smooth muscle contraction	1/157	0.4290961774339363	0.562091361599131	0.37311847722134744	0.49225733133563987	1.718643602262676	-1.4541000028919246	calml4a
KEGG_2019	Cellular senescence	1/184	0.48179259565639765	0.562091361599131	0.4219532322933552	0.49227877100891443	2.2286543167691413	-1.627455998303353	calml4a
KEGG_2019	Protein processing in endoplasmic reticulum	1/176	0.46669995317760904	0.562091361599131	0.40787036024953016	0.49225733133563987	10.978697996102976	-8.36652239890334	dnajc5b
KEGG_2019	MAPK signaling pathway	1/362	0.7272414350873305	0.7272414350873305	0.6646853420308889	0.6646853420308889	28.929824561403514	-9.214055355434564	fgfr1a
KEGG_2019	Calcium signaling pathway	1/268	0.6169246104529279	0.6543139807834085	0.5519827100465523	0.5854362076251312	21.283596617737953	-10.280157008813381	calml4a
KEGG_2019	Regulation of actin cytoskeleton	1/261	0.6071375215846464	0.6543139807834085	0.5423001722150201	0.5854362076251312	21.283596617737953	-10.620513736096783	fgfr1a
KEGG_2019	Endocytosis	1/302	0.6611460989136487	0.6805915724111087	0.596331754920189	0.6138709241825475	27.159120363921605	-11.237912677849783	asap1b
KEGG_2019	Focal adhesion	1/234	0.5670236870429137	0.6401880337581284	0.5030770310238406	0.5679901963172393	20.8337025203314	-11.820088627235336	tnc
