TF	target	importance
g43	g2	9.257234031637756
g46	g22	9.247483392428958
g22	g62	9.218273667136982
g17	g62	9.208798316173295
g20	g14	9.16960743621642
g40	g61	9.114879643864949
g17	g10	9.103892533481677
g30	g5	9.024656867924643
g14	g11	9.015455227078952
g16	g22	9.008292805829553
g2	g7	8.983463605028442
g1	g48	8.969326795950327
g40	g17	8.947448565239801
g28	g34	8.923326864530367
g3	g33	8.87896866814549
g36	g29	8.857877018843892
g6	g48	8.809770774713954
g59	g53	8.789237158694883
g21	g8	8.757093240726352
g59	g20	8.713225318955665
g40	g63	8.710147987532448
g64	g3	8.687618806386979
g31	g13	8.687151076993784
g10	g18	8.686594003045029
g41	g52	8.680301324301748
g7	g43	8.663580212403705
g20	g40	8.660845657267547
g2	g61	8.655089274879318
g61	g56	8.62372032800948
g9	g57	8.616594830645553
g22	g14	8.615246558616793
g31	g26	8.599833506554477
g61	g55	8.568639711176496
g20	g53	8.546243883584028
g56	g63	8.545511273516107
g46	g37	8.533013795896336
g20	g16	8.451011123490751
g9	g21	8.43069926832473
g15	g30	8.417254044422636
g61	g43	8.405978839429526
g46	g38	8.377075969744602
g12	g10	8.359282210883924
g10	g15	8.35181980457015
g35	g58	8.317064795493604
g7	g1	8.294576347107565
g4	g35	8.244866745489436
g12	g57	8.241175683086206
g44	g10	8.224290664955973
g10	g6	8.205680288664317
g53	g11	8.172816097333104
g11	g12	8.15878309580199
g11	g17	8.146836844082179
g36	g12	8.145478578911193
g36	g38	8.121946821973031
g30	g50	8.105745362358427
g6	g34	8.087468859579765
g13	g16	8.064467584853235
g1	g19	8.06253373282703
g39	g26	8.049237388581192
g8	g61	8.023359065522408
g25	g47	8.015845751866639
g53	g62	7.986304558367444
g1	g5	7.981036109197594
g46	g31	7.969111233683204
g14	g40	7.939937841674854
g1	g45	7.921368071758507
g35	g4	7.875885748973742
g63	g48	7.810965518169326
g15	g2	7.788192859838856
g31	g36	7.785910314170252
g31	g8	7.772364433417557
g59	g48	7.763116012457542
g43	g4	7.679639990322988
g6	g26	7.669699882291688
g22	g29	7.612187492745608
g43	g50	7.606185725281472
g39	g15	7.601142201101003
g1	g39	7.57183623343028
g24	g34	7.563562601326685
g36	g25	7.549284784206174
g20	g9	7.533097004728758
g26	g40	7.532796541697792
g26	g55	7.502209082901484
g47	g9	7.498501939085719
g61	g19	7.4839174451756785
g4	g58	7.482036041955008
g59	g47	7.475446029670754
g21	g48	7.474386725612867
g38	g36	7.4533791659104205
g9	g11	7.442742586753816
g48	g8	7.409426653842225
g59	g21	7.409374588628896
g29	g25	7.380858072204445
g47	g25	7.37723072087426
g56	g7	7.371741168969912
g46	g34	7.370456099506081
g29	g47	7.362077098016734
g36	g34	7.355039677490317
g55	g63	7.335213432376019
g41	g29	7.297325642162194
g41	g59	7.277512286881558
g21	g43	7.256638685535851
g46	g51	7.225568114873972
g13	g51	7.214163881047444
g6	g56	7.210775755182459
g17	g9	7.195973363151966
g48	g56	7.172202347321283
g43	g19	7.1357549832081855
g14	g37	7.127711237740851
g61	g21	7.113032167808546
g61	g7	7.106904544758854
g56	g19	7.093200372625186
g57	g11	7.087367128822878
g9	g6	7.080462920491638
g57	g31	7.075707827689662
g17	g14	7.044753091452402
g47	g29	7.009149675530667
g27	g4	7.002538001768371
g61	g53	6.9949919077734
g59	g36	6.964423454511472
g19	g63	6.9582510192417635
g56	g48	6.944937520610001
g15	g9	6.883411503180604
g42	g5	6.872864879373969
g55	g19	6.872594637889143
g19	g43	6.858368436856299
g41	g17	6.85686939380403
g16	g20	6.838577174429543
g59	g62	6.7977611876831086
g6	g30	6.765040792524946
g47	g62	6.750347398299911
g8	g26	6.748784242917993
g38	g46	6.745052459039491
g59	g26	6.713597738625185
g40	g57	6.701886151958836
g37	g13	6.689164984160191
g59	g55	6.678777008423165
g5	g3	6.664033437190857
g43	g63	6.652380253705061
g23	g5	6.645335544233842
g17	g31	6.621829398950369
g26	g9	6.6049117083073225
g2	g15	6.600209566597995
g36	g37	6.5970840095228
g63	g7	6.5838036997784934
g61	g50	6.575084510530998
g12	g53	6.548006659606375
g7	g56	6.509517933160548
g14	g38	6.490713740460155
g7	g2	6.490640471556254
g11	g40	6.417307387512936
g31	g21	6.404989795695974
g1	g37	6.387357074750228
g48	g55	6.382718175188152
g4	g49	6.374621627100677
g9	g15	6.32808305946283
g59	g18	6.303573155276662
g59	g25	6.286072523442881
g7	g50	6.252331238616138
g52	g41	6.2261099102519
g55	g61	6.213849995390662
g11	g46	6.209455586172148
g48	g9	6.195626100346275
g11	g26	6.1953534073384535
g50	g15	6.183968738521546
g12	g44	6.172597842681157
g20	g21	6.14843399986068
g20	g57	6.140921401828019
g55	g15	6.140288482819576
g63	g56	6.136053391063341
g8	g56	6.12625705963681
g19	g2	6.113467232726265
g48	g21	6.104333564940653
g29	g18	6.0816827141356615
g37	g5	6.077217554276399
g21	g9	6.067986983677574
g18	g62	6.0543945667727765
g18	g11	6.048997839328053
g53	g44	6.046970411710803
g58	g64	6.046109973070527
g41	g38	6.035822073074286
g26	g25	6.0318175227786455
g59	g14	6.02145441625422
g18	g44	5.991833987638407
g61	g32	5.939271479737206
g61	g2	5.926149579546456
g8	g6	5.90282570781391
g53	g14	5.862919251889598
g22	g26	5.857896849254494
g13	g57	5.842829324985563
g40	g15	5.803004307592521
g61	g10	5.761817551641825
g45	g61	5.761242991380441
g55	g8	5.752612430747701
g8	g30	5.745984898914975
g38	g58	5.731607003059445
g40	g44	5.728933293036191
g18	g9	5.725726928204216
g48	g1	5.721930703966416
g61	g9	5.718318910684844
g15	g40	5.699089486401013
g18	g51	5.698611282188813
g19	g9	5.698006253890142
g62	g12	5.686282454154669
g1	g55	5.679990336298392
g9	g48	5.675414268278708
g7	g19	5.649240269947943
g32	g5	5.642395702447118
g53	g31	5.635764985874081
g10	g48	5.630782794076874
g21	g18	5.629066371837892
g62	g16	5.615000057116005
g18	g21	5.610452618772346
g63	g2	5.6054515214526965
g34	g6	5.590348122999481
g21	g61	5.577573642497718
g19	g61	5.573956329721903
g46	g17	5.5612634059227775
g50	g8	5.558420295331841
g5	g32	5.554492509298036
g10	g17	5.542429674861494
g39	g61	5.524896522317
g22	g40	5.508756416466526
g30	g7	5.506748453225211
g15	g8	5.494835574132804
g34	g1	5.4833379558217565
g1	g53	5.482310119010437
g47	g55	5.467976503094949
g34	g50	5.457745296088235
g18	g10	5.447045311586273
g15	g48	5.441887298505334
g39	g32	5.437494444164782
g61	g26	5.425688925215405
g31	g14	5.398877310529588
g64	g58	5.385024824475744
g13	g34	5.383591035110986
g12	g9	5.37897102743368
g40	g13	5.3615665473877785
g3	g50	5.34866613214343
g61	g57	5.346728385641801
g36	g31	5.3466259903839495
g9	g7	5.3417007062331905
g10	g20	5.3357263832298285
g6	g3	5.330161545451236
g57	g9	5.328869929778377
g21	g15	5.325303616068933
g13	g62	5.311519976126382
g13	g9	5.310693059300428
g13	g11	5.3106884053422805
g61	g5	5.309351854450844
g1	g61	5.308653342724392
g56	g8	5.304260123511541
g18	g55	5.302486926632644
g45	g63	5.2951599908293225
g21	g41	5.292972420391265
g48	g15	5.286020750085166
g43	g8	5.27453725372492
g7	g45	5.2742153708260435
g26	g21	5.272653959657049
g55	g48	5.266303632009701
g31	g34	5.263180591556674
g11	g36	5.259022016314215
g47	g21	5.256205178366794
g18	g16	5.251432870670515
g53	g5	5.235818587413987
g56	g64	5.231982280034729
g42	g25	5.227775389317598
g26	g48	5.225124631450882
g15	g21	5.20389677595029
g2	g63	5.200442330962913
g1	g11	5.1878966651605385
g9	g1	5.1861534110024685
g58	g51	5.184714308499306
g10	g12	5.168608954800582
g40	g41	5.164452479408395
g22	g57	5.157019572465955
g25	g52	5.155850863158263
g61	g45	5.154999526660265
g48	g50	5.154447454873823
g27	g44	5.146540314583962
g13	g19	5.145960966120503
g18	g53	5.140031602624881
g55	g59	5.123113420028176
g56	g43	5.1190977270942515
g53	g40	5.117487048760389
g51	g41	5.084237536536696
g21	g6	5.060439619481101
g13	g21	5.058044574645303
g13	g53	5.054272965127178
g26	g6	5.041536423453197
g18	g7	5.024457742373172
g19	g7	4.971190618235906
g1	g10	4.96798627394544
g18	g26	4.9557654234755715
g7	g3	4.939449951649954
g43	g9	4.926877273031759
g17	g44	4.922702217533058
g20	g8	4.9118232049197745
g54	g6	4.880411073133488
g25	g41	4.873885589007233
g45	g35	4.8716770549535
g3	g19	4.871553934324599
g56	g10	4.868807884402844
g47	g11	4.841975932755325
g61	g37	4.838232107615604
g55	g31	4.836540466231635
g55	g7	4.814234016791546
g36	g16	4.813521574984966
g62	g17	4.812659977818889
g18	g52	4.811635483744635
g17	g53	4.8114793967778535
g7	g30	4.804601056969175
g6	g55	4.7941137827510145
g59	g46	4.785811560485746
g13	g8	4.780350833693538
g13	g52	4.776341353513256
g47	g51	4.767832563189185
g44	g31	4.764414908028835
g50	g52	4.760063933203484
g43	g45	4.7579189572220235
g40	g59	4.756962276260753
g5	g35	4.722953926857749
g15	g50	4.72235263400061
g40	g7	4.719567238496656
g30	g21	4.71131954979217
g47	g53	4.710459984366091
g21	g30	4.700123500140487
g15	g53	4.698559359225689
g50	g4	4.695602216138031
g8	g10	4.695316554913011
g40	g53	4.682217458762778
g7	g63	4.678540008202478
g5	g49	4.651698117361575
g39	g58	4.644190675365776
g44	g4	4.636423208744482
g37	g52	4.62072888745105
g43	g1	4.6177280004910894
g9	g19	4.616601808211444
g9	g31	4.6145854792067995
g14	g16	4.5636798035444075
g29	g37	4.558657941096758
g47	g16	4.554031169418651
g52	g25	4.533862845544542
g21	g45	4.5009378055215254
g9	g14	4.493639398292554
g30	g64	4.478440642992792
g56	g34	4.473269230183162
g18	g38	4.470325511987087
g39	g53	4.469215294521438
g13	g55	4.452409829468103
g39	g35	4.4434851096597185
g47	g38	4.440078976623578
g22	g7	4.432316001703427
g51	g14	4.426001522029031
g10	g46	4.422627604816075
g36	g51	4.422281297751374
g61	g54	4.418256910393767
g54	g4	4.4074546389366045
g31	g47	4.3903338363256355
g13	g10	4.388344011160641
g46	g25	4.368553539541902
g9	g18	4.366196487881438
g57	g29	4.348433576593123
g0	g34	4.348365197199832
g40	g29	4.344108196758633
g37	g46	4.332368689679527
g11	g14	4.331363998810106
g49	g29	4.323698758499041
g11	g41	4.3122659822228915
g8	g55	4.2923238184180175
g53	g39	4.287913687713486
g15	g6	4.284311712380604
g31	g55	4.281362582410359
g53	g36	4.263421175017004
g41	g64	4.258379899743047
g1	g40	4.2568947013589185
g9	g45	4.25489016846445
g59	g30	4.245303169980279
g57	g10	4.236792183552006
g35	g25	4.2310271560179755
g16	g34	4.22934145054248
g48	g39	4.2248077054909166
g30	g33	4.22420440541016
g22	g37	4.220606318826625
g12	g25	4.21309273772585
g12	g8	4.208917023697974
g17	g37	4.204095354919854
g30	g54	4.199760316032424
g58	g44	4.193439071620956
g27	g36	4.192826992876743
g31	g48	4.1916818739458055
g50	g39	4.191065492582162
g61	g20	4.188361668881172
g1	g44	4.167608194217641
g5	g58	4.160954027907366
g2	g8	4.1605300302820725
g37	g18	4.154308145014788
g5	g38	4.150947566323634
g29	g54	4.1472621995528725
g22	g44	4.146520172461865
g8	g7	4.1361858724059175
g55	g6	4.117515448784686
g25	g29	4.116886483348641
g11	g56	4.094285311722896
g9	g44	4.09259534080993
g21	g56	4.091238447496996
g61	g63	4.090266181148244
g20	g25	4.086280458767037
g7	g48	4.080913169831904
g57	g18	4.022565315332968
g12	g55	4.012652983324164
g21	g59	4.005508470056463
g45	g1	4.0024778388349604
g52	g62	3.9911232036259094
g53	g15	3.98986043546482
g40	g22	3.987984381070052
g36	g11	3.9869254245378087
g40	g12	3.9867141982500587
g59	g38	3.971247592812472
g63	g43	3.96407841736267
g56	g21	3.9533083358504473
g10	g57	3.9504510180013144
g51	g36	3.934884857984124
g38	g52	3.9317089300105295
g39	g48	3.916217401937372
g1	g57	3.9135360235268446
g56	g26	3.9109518156189127
g16	g35	3.8988126082855894
g59	g63	3.8825310680173533
g39	g7	3.8715854610155707
g41	g44	3.8626725792589633
g28	g32	3.8581742624944875
g25	g36	3.8555700032997042
g34	g56	3.84834493620097
g19	g3	3.8323994669468506
g17	g8	3.8276322603660367
g62	g8	3.817884268335246
g10	g22	3.8074969408018573
g42	g63	3.807133718497501
g9	g36	3.8069657703370643
g59	g29	3.803130682106844
g62	g29	3.800263011015422
g30	g35	3.799649984898834
g46	g59	3.798996893034763
g9	g30	3.7824071631271403
g14	g57	3.780336079618501
g35	g5	3.77570363571087
g52	g38	3.773542607667246
g53	g20	3.7689805899103086
g40	g8	3.764594035946774
g40	g25	3.7547847053308447
g37	g47	3.7508952837675538
g14	g5	3.744124962344206
g20	g55	3.7437816343242782
g47	g40	3.7380997479470826
g3	g63	3.7347358456459028
g43	g52	3.734525576728228
g30	g8	3.726535187055224
g10	g63	3.69410333554734
g26	g10	3.6935994334625364
g40	g6	3.688622078265105
g29	g53	3.6849848541302763
g57	g38	3.6822588900446704
g33	g64	3.678328999970259
g56	g55	3.676666425706113
g29	g14	3.6522056537583474
g6	g54	3.646192427271407
g15	g54	3.640462772033686
g32	g61	3.6361148483947563
g21	g10	3.6337748687358773
g61	g3	3.6326762967158133
g28	g54	3.623151194302846
g14	g10	3.622668688966276
g26	g45	3.6210684258653787
g45	g15	3.6198898386507348
g54	g3	3.618289085047657
g15	g7	3.611958810969173
g61	g4	3.5935377616461674
g11	g15	3.586831163641308
g52	g35	3.5856794000846035
g3	g34	3.572996803089312
g63	g9	3.5728912124548216
g30	g34	3.5718875918275588
g55	g50	3.5364817830534943
g10	g50	3.534657651084496
g49	g26	3.5308835099214706
g40	g47	3.5210568096467623
g51	g29	3.5085855059414883
g39	g49	3.5080101073420953
g39	g50	3.507153574718349
g26	g53	3.4971296408598143
g54	g39	3.4902851177140493
g62	g22	3.488851651732891
g3	g9	3.4887008279678495
g4	g53	3.4826433520906503
g0	g11	3.4796677002856415
g41	g34	3.4796593992389635
g17	g6	3.478195691731366
g17	g25	3.475240209087316
g44	g53	3.47346331106626
g41	g62	3.468199011235125
g40	g20	3.45828990956347
g10	g47	3.4575836394378094
g31	g61	3.428737083668989
g29	g51	3.428435661861584
g23	g31	3.423140493800686
g20	g26	3.4192017549861755
g34	g60	3.418239831878541
g29	g41	3.4173312851352544
g57	g59	3.4040743895410674
g41	g57	3.401817020770719
g54	g45	3.400367375204274
g43	g21	3.4000670299975377
g9	g50	3.3969516007157727
g17	g26	3.385167597562272
g43	g3	3.383220522218635
g26	g61	3.380737504344406
g13	g38	3.37778050818241
g19	g55	3.372407474773996
g56	g53	3.369032741304809
g31	g6	3.361305874503725
g26	g33	3.3609571962517957
g53	g10	3.3591286159239466
g49	g5	3.3547145682819033
g26	g12	3.348013755193346
g12	g16	3.3428370205276323
g29	g13	3.3393141132145545
g8	g50	3.3375961411956894
g17	g52	3.3371110604288314
g17	g29	3.3344642485397458
g41	g16	3.333798488209512
g30	g40	3.3140057584186993
g55	g46	3.311736675739483
g25	g32	3.3101064105647087
g3	g43	3.30938747695144
g46	g29	3.3018056211973223
g5	g33	3.298001988632333
g48	g59	3.2947254706805698
g18	g61	3.28202926056494
g3	g7	3.2814626546010266
g45	g8	3.277106362820526
g7	g35	3.2710092404943363
g40	g1	3.2705061581126866
g12	g29	3.267951318209974
g13	g44	3.263818321131348
g16	g51	3.2592571802231203
g4	g62	3.2589593874807123
g34	g28	3.2588562545751825
g29	g35	3.2460723744227122
g10	g61	3.2406668227842683
g11	g61	3.2381289558486825
g2	g48	3.237089310856061
g40	g16	3.23499979352453
g41	g8	3.221898105544576
g45	g44	3.2204730951764082
g21	g20	3.2128498808075574
g59	g50	3.2083878924849665
g7	g9	3.2065072881068466
g62	g25	3.2038086846140303
g15	g43	3.2001947421858543
g24	g37	3.198469259762598
g10	g30	3.1965898128849215
g11	g43	3.1955372347936395
g9	g29	3.1886878161312295
g59	g52	3.1872164001352643
g10	g36	3.186217863749049
g1	g34	3.180946045060107
g61	g62	3.1776998095700177
g7	g8	3.177090059391972
g42	g61	3.1762369935656953
g43	g7	3.169067614282271
g59	g15	3.1675184660829134
g22	g8	3.1668078509695348
g30	g43	3.151029041036623
g8	g48	3.1502024545395733
g59	g13	3.1451937431935626
g26	g44	3.1415111211470106
g46	g55	3.1408871523344453
g45	g32	3.139296043954433
g40	g62	3.1373915903638
g58	g5	3.129770956779032
g63	g40	3.126243726405687
g9	g2	3.1245599460155637
g22	g6	3.1235802911693265
g19	g64	3.1220962638133787
g61	g31	3.1216997414896213
g19	g34	3.1210761535403373
g33	g54	3.118218634969598
g52	g14	3.117115765611635
g48	g57	3.115272204552516
g48	g40	3.1141649265012186
g22	g25	3.114161168769147
g48	g43	3.1037816536459832
g25	g37	3.1019554871469324
g3	g53	3.10183521744345
g40	g18	3.0996508668206064
g39	g63	3.0984529784467782
g22	g38	3.097776733019795
g14	g8	3.0971026995408186
g8	g29	3.0854783585748535
