SourceGENES,TargetGENES,Interaction,Edges
g49,g48,0.227094504956509,activation
g44,g4,0.225160898924774,activation
g42,g46,0.22418896547054,repression
g5,g2,0.22368453636307,repression
g5,g56,0.223122985467924,activation
g44,g15,0.223046318782453,activation
g5,g48,0.22084708027929,repression
g16,g5,0.220044751429338,repression
g53,g25,0.215613670905403,repression
g42,g45,0.214438422363236,repression
g34,g21,0.213047275735147,repression
g18,g31,0.212793636667218,repression
g57,g49,0.211850762265213,activation
g44,g43,0.210702564488975,repression
g36,g31,0.209707030223858,repression
g53,g8,0.20594048766726,repression
g44,g21,0.20436221944244,repression
g16,g61,0.20370232081287,activation
g5,g33,0.203407483330923,repression
g53,g1,0.202290175278121,activation
g57,g24,0.201155474533567,repression
g59,g57,0.199744659804601,activation
g57,g19,0.195922491715104,activation
g11,g25,0.193437324790844,repression
g44,g48,0.192078984168852,activation
g53,g48,0.190261975265486,repression
g59,g26,0.189630642875709,repression
g44,g29,0.18900446231686,activation
g34,g58,0.187693244458697,repression
g53,g45,0.187644785983216,repression
g34,g51,0.187471458899018,activation
g59,g10,0.186928490841675,repression
g53,g3,0.186443113747554,activation
g11,g26,0.185899270952241,activation
g53,g39,0.185685161661328,activation
g57,g50,0.185337447679572,activation
g49,g64,0.185238503018081,repression
g5,g30,0.185149408594404,activation
g5,g39,0.184829544226385,activation
g16,g28,0.18480830094743,repression
g18,g40,0.184262738995132,activation
g49,g3,0.182108598196445,repression
g49,g61,0.181929347636678,activation
g59,g29,0.180676519839565,repression
g53,g56,0.180016835824888,repression
g53,g16,0.179774764898026,activation
g34,g32,0.178700420754543,repression
g34,g25,0.178432425990539,activation
g53,g43,0.17797553683645,activation
g42,g3,0.177154981015259,activation
g53,g21,0.177087420288392,repression
g53,g61,0.176941513998143,activation
g53,g2,0.176809247053979,repression
g53,g30,0.176173696462047,repression
g44,g56,0.175701177044081,activation
g36,g17,0.174673239922412,repression
g11,g49,0.17424713025237,activation
g46,g52,0.173662746221051,repression
g42,g64,0.173223028350034,repression
g44,g45,0.173052674850122,activation
g59,g43,0.172653983584616,repression
g18,g59,0.172134788357586,activation
g44,g28,0.172119603131612,repression
g42,g39,0.171130957362979,activation
g11,g11,0.170948738425144,activation
g59,g0,0.170595268936954,activation
g6,g28,0.17039352270805,repression
g57,g6,0.170191203159179,repression
g36,g59,0.168237839094483,activation
g39,g51,0.167205308472646,activation
g42,g0,0.164983449757764,activation
g59,g21,0.164835789253546,repression
g36,g22,0.164498885166082,repression
g44,g30,0.164383797350716,repression
g34,g38,0.163653634019125,activation
g46,g14,0.16208053675654,activation
g44,g2,0.16147895698831,repression
g57,g54,0.159941826868841,activation
g34,g4,0.159176359629822,activation
g11,g0,0.159099430983334,repression
g44,g39,0.15675286950923,repression
g57,g51,0.156558237293151,repression
g49,g51,0.155096492551213,repression
g36,g9,0.154452540143621,repression
g39,g7,0.153440273615842,repression
g6,g32,0.152952616138214,activation
g5,g45,0.152800325994618,repression
g42,g56,0.152271164438257,repression
g42,g40,0.151205925888406,activation
g18,g9,0.151172604669118,activation
g44,g16,0.151069648546163,repression
g18,g46,0.150390255470349,repression
g18,g11,0.150307619218989,activation
g44,g7,0.149538035357499,activation
g46,g20,0.148874237685482,repression
g39,g50,0.148326120603332,repression
g49,g29,0.147441428519921,repression
g59,g31,0.147383840714093,activation
g44,g1,0.146698656981933,activation
g49,g2,0.146497649950884,activation
g34,g5,0.146214372025234,activation
g59,g7,0.145532876938388,repression
g42,g32,0.145468945303844,repression
g42,g34,0.144624296036728,activation
g5,g34,0.14397141457279,activation
g18,g52,0.143174894333081,activation
g59,g53,0.143031825709054,repression
g53,g34,0.142839212679225,activation
g34,g49,0.140275661355928,activation
g16,g44,0.139708154760603,repression
g16,g29,0.139468462750749,repression
g20,g62,0.139098785866591,repression
g42,g16,0.138893334116934,activation
g6,g24,0.138666221750372,repression
g6,g37,0.138217162823283,repression
g46,g47,0.138161616654639,activation
g42,g30,0.138149525840572,activation
g11,g18,0.137667390465755,activation
g16,g53,0.137598054935694,activation
g5,g6,0.137011110457733,repression
g18,g20,0.136928556097747,activation
g44,g62,0.136479595209842,repression
g6,g60,0.136158603109314,activation
g57,g48,0.136152380012598,repression
g53,g32,0.133963628656184,activation
g11,g29,0.133857605612188,activation
g57,g60,0.133366883444329,repression
g42,g25,0.132783437281037,activation
g16,g48,0.132458771547431,activation
g49,g33,0.131929728490757,repression
g57,g31,0.131795205114163,repression
g16,g40,0.131491580927252,activation
g49,g56,0.131162022954601,repression
g11,g34,0.129974068672984,activation
g44,g61,0.129276137250308,repression
g57,g4,0.128213182694577,repression
g42,g60,0.127838187824967,repression
g53,g55,0.125902868636516,activation
g6,g1,0.125843943417823,activation
g53,g10,0.125776931582671,activation
g57,g59,0.125585164309394,activation
g46,g12,0.125547525429397,activation
g6,g35,0.125525154000299,activation
g16,g43,0.12536633345463,repression
g18,g8,0.12475561757669,repression
g39,g0,0.123737967880373,activation
g42,g2,0.1226891654342,activation
g44,g58,0.122127884191623,repression
g59,g25,0.121426137807525,activation
g44,g3,0.120601179038274,repression
g53,g5,0.118532935047364,repression
g25,g62,0.118376536049971,activation
g42,g22,0.117934950326372,repression
g36,g13,0.117591218985262,activation
g5,g23,0.11679950820757,activation
g59,g49,0.115910886553436,activation
g49,g22,0.11457328959844,repression
g57,g29,0.114401905901561,activation
g47,g62,0.113797249610051,activation
g46,g18,0.113588808995343,repression
g42,g63,0.112912689584071,activation
g39,g24,0.111805278033698,activation
g42,g9,0.110821123402633,repression
g18,g36,0.110655305646197,activation
g16,g2,0.110654520423369,repression
g49,g30,0.110469420428013,activation
g57,g25,0.109473136046229,activation
g42,g1,0.109017827371526,activation
g57,g40,0.108994872932205,activation
g36,g40,0.108914066544608,activation
g59,g46,0.108875991942332,repression
g57,g1,0.108782129018722,activation
g34,g33,0.107828702951102,repression
g18,g15,0.107281408497591,activation
g49,g39,0.107262462815647,activation
g57,g35,0.107087461126156,activation
g18,g25,0.105822873758086,activation
g59,g55,0.104966587264206,activation
g16,g33,0.10470270704833,repression
g16,g30,0.104299777190167,activation
g16,g1,0.103666829383022,activation
g59,g18,0.102479030542728,activation
g49,g63,0.101867338713521,repression
g46,g41,0.100670921199399,activation
g11,g42,0.0997504519189796,activation
g49,g57,0.0988840048507234,activation
g16,g34,0.0982601020946283,repression
g20,g57,0.0981042207762398,activation
g34,g10,0.0980370153886805,repression
g59,g59,0.0978248646637829,activation
g46,g11,0.0977505723570762,repression
g16,g21,0.0977288689372593,repression
g16,g56,0.0975973151345328,activation
g6,g49,0.0975779854980251,activation
g11,g63,0.0945206763135523,repression
g18,g63,0.094082584400231,activation
g49,g45,0.0939657093152155,repression
g42,g54,0.0938821402367554,repression
g57,g63,0.0934113477292816,repression
g53,g50,0.0934070643586542,activation
g20,g16,0.0932441197035424,repression
g46,g51,0.0922320050876687,repression
g36,g10,0.0918339014089264,repression
g6,g3,0.091512017840582,activation
g59,g51,0.0911483415008228,activation
g11,g43,0.0910935276262671,activation
g59,g11,0.0909136074275327,activation
g53,g60,0.090300831601284,activation
g16,g39,0.0897939276419127,repression
g49,g27,0.0897776357575254,activation
g11,g21,0.0892343067534967,repression
g18,g44,0.0892172805306056,repression
g16,g4,0.0887266989423473,repression
g39,g23,0.0884456567101553,repression
g34,g22,0.0883437190755035,activation
g11,g24,0.0880946276938652,repression
g36,g27,0.0878548624937011,repression
g47,g31,0.0876452889084173,repression
g18,g18,0.0868597139732198,activation
g46,g31,0.0866268266358451,activation
g59,g5,0.0863330684558748,activation
g47,g16,0.0862511584125029,activation
g16,g10,0.0859593010087009,repression
g5,g52,0.0855541532274976,repression
g5,g61,0.0852090610873088,activation
g11,g5,0.0851510685502813,repression
g34,g17,0.085136665267395,repression
g16,g63,0.0845903690109634,activation
g6,g56,0.0845259643446644,repression
g34,g16,0.0840017022567239,repression
g47,g57,0.0839917434927498,activation
g46,g59,0.0829485529695781,repression
g6,g34,0.0826665081742722,activation
g20,g31,0.0819982487756835,activation
g20,g10,0.0808089096583955,activation
g20,g53,0.0801025335726295,repression
g42,g21,0.0791153855984316,activation
g34,g13,0.0788439012608531,activation
g34,g12,0.0786208731456765,activation
g20,g44,0.0779162070938048,repression
g46,g9,0.0777229667439561,activation
g28,g38,0.0774012297942728,repression
g59,g61,0.0772914270959787,repression
g34,g50,0.077156762762118,activation
g47,g59,0.0765616294289737,activation
g34,g2,0.0763216799818391,repression
g6,g33,0.0762437386740173,repression
g36,g58,0.0760091467079132,repression
g34,g35,0.075761061649883,activation
g57,g26,0.0754554806759553,activation
g6,g45,0.075185524098157,repression
g59,g60,0.0749227376605656,repression
g18,g12,0.0742811655914544,activation
g6,g39,0.0742346585226354,activation
g20,g59,0.0742019503860923,repression
g44,g54,0.0741876155570434,activation
g39,g1,0.0732289856970256,repression
g6,g30,0.0732040282251216,activation
g25,g23,0.0723047259744674,activation
g59,g12,0.0721997048605945,activation
g57,g61,0.0717882525390232,repression
g39,g48,0.0711667308196051,activation
g16,g55,0.0707596974680694,activation
g25,g16,0.0700250993437472,repression
g39,g61,0.0695991165360885,activation
g49,g6,0.0694540829869408,activation
g47,g10,0.0693646718965158,repression
g34,g45,0.0683114997075423,activation
g34,g64,0.0682840266668693,repression
g59,g48,0.067761739334419,activation
g39,g37,0.0675536329146445,repression
g34,g31,0.0671357951349323,activation
g6,g2,0.0668960902021877,repression
g47,g11,0.0666415892672773,repression
g53,g4,0.0654468780612594,activation
g59,g58,0.0653610444241953,repression
g34,g54,0.0649203905604267,repression
g16,g42,0.0648387039504614,activation
g34,g30,0.0646970795689329,activation
g25,g7,0.0646422634537167,activation
g57,g43,0.0645721688501195,activation
g59,g4,0.0642783801444802,repression
g25,g10,0.0635967908370621,activation
g28,g24,0.0631028756847745,activation
g25,g44,0.0629999012389454,repression
g18,g29,0.0628660494711934,repression
g47,g53,0.06220689911846,repression
g25,g57,0.0620654744471702,activation
g25,g8,0.0617375757207773,activation
g11,g19,0.0615249313714087,activation
g18,g53,0.0612302406931446,activation
g18,g22,0.0608680265460499,repression
g20,g8,0.0606835357871833,repression
g16,g3,0.0603721603324094,activation
g34,g56,0.0597731415251869,repression
g57,g28,0.0596707437764949,repression
g57,g64,0.0596363504260903,repression
g46,g10,0.0595440312543237,repression
g47,g44,0.057695284840428,activation
g59,g33,0.0568927251318956,activation
g46,g27,0.0565075090598919,activation
g34,g18,0.0555842075013467,activation
g59,g20,0.05441513020608,repression
g28,g60,0.0543542781461748,activation
g47,g36,0.0542179021348248,activation
g25,g15,0.0536270166727199,activation
g20,g11,0.0535999512146474,activation
g46,g22,0.0533423699624441,activation
g34,g39,0.0528713559449633,repression
g34,g20,0.0527643174816584,activation
g6,g54,0.0527297128078255,repression
g18,g47,0.0526576167704688,activation
g46,g17,0.0524367226494178,activation
g47,g18,0.0524136376766211,activation
g11,g20,0.051748836648571,activation
g56,g38,0.0516742459228133,activation
g53,g22,0.0515486493615661,activation
g59,g44,0.0512965919934218,repression
g49,g15,0.0508309179293419,repression
g47,g46,0.0507708454709382,activation
g34,g1,0.0503337520791985,repression
g39,g6,0.0500215572624121,activation
g6,g6,0.0499547836858236,activation
g18,g17,0.0495394206841203,repression
g53,g54,0.048834689399609,activation
g18,g24,0.0464625836459263,repression
g47,g20,0.0463817746763101,activation
g34,g27,0.0461599399662087,repression
g25,g51,0.0461093294050695,repression
g25,g53,0.0460460460230554,repression
g49,g34,0.0458868061968013,activation
g18,g23,0.0458515779784377,repression
g16,g64,0.0457369415196436,activation
g46,g40,0.0455492372472121,repression
g6,g5,0.0452482595561796,repression
g5,g29,0.0447423592317519,repression
g46,g13,0.04395422874602,repression
g16,g45,0.0439091673181863,repression
g42,g47,0.0432611610243821,activation
g20,g40,0.043105599204711,activation
g20,g18,0.0428852408164361,activation
g28,g50,0.0427058011056471,activation
g28,g35,0.0417753963694731,repression
g6,g38,0.0414261238661837,repression
g28,g1,0.0408284356071014,repression
g44,g25,0.0401182866402589,repression
g57,g34,0.039803600101281,activation
g42,g29,0.0394850097002395,activation
g34,g3,0.0392089810203834,repression
g20,g15,0.0388056821311536,repression
g59,g36,0.0387811037224836,activation
g18,g21,0.0385103465363927,activation
g16,g37,0.0377661525760972,repression
g42,g17,0.0376926835163759,activation
g57,g9,0.0376594774502087,repression
g39,g29,0.037561526107665,activation
g25,g9,0.0369191591195757,repression
g5,g60,0.0365050131073756,activation
g28,g48,0.0362024695452003,activation
g42,g62,0.0359493673835848,repression
g25,g40,0.0357492655507256,repression
g28,g23,0.0353745290190119,activation
g28,g7,0.0348870090082016,repression
g28,g52,0.0347055996673227,repression
g47,g40,0.034659036902938,repression
g5,g22,0.0345751186922987,repression
g20,g23,0.0345622386795181,repression
g42,g49,0.0341471971353273,repression
g47,g25,0.0338419097900823,repression
g5,g49,0.0334258619775369,repression
g20,g42,0.0331532801876647,repression
g31,g62,0.0330384183474371,activation
g28,g6,0.0327905861733587,repression
g47,g12,0.031807263109636,repression
g20,g20,0.0317307426572169,activation
g20,g9,0.0317135231946312,repression
g49,g25,0.0310768583931347,activation
g47,g8,0.0309689615773203,activation
g28,g37,0.0307133014761168,activation
g20,g25,0.0306466131269595,activation
g49,g43,0.0306184155177718,activation
g47,g47,0.0298298009784,activation
g39,g52,0.0297998003514802,activation
g25,g59,0.0297041418824971,activation
g34,g53,0.029426972217495,activation
g42,g15,0.0291336967048165,activation
g18,g43,0.0288964543204823,repression
g56,g50,0.0285622192878493,repression
g25,g63,0.0277296865450366,repression
g25,g29,0.0263574751515139,activation
g4,g24,0.0261689956366538,repression
g25,g0,0.02600199964399,activation
g16,g24,0.0259679048784731,activation
g25,g31,0.0256402102931166,repression
g39,g28,0.0253887973943609,repression
g57,g55,0.0252819702847647,repression
g12,g62,0.02500624731119,repression
g28,g19,0.024635224858661,repression
g56,g24,0.0244111949609917,repression
g44,g6,0.023929386149789,activation
g16,g16,0.0235138384991943,activation
g59,g45,0.0233765736050169,activation
g59,g14,0.0228796227485905,activation
g39,g15,0.0225813507600416,activation
g16,g38,0.0224683260200385,repression
g25,g5,0.0224405055912413,repression
g34,g11,0.0223046949407024,activation
g28,g64,0.022169227561658,repression
g31,g8,0.0221583073563296,activation
g56,g37,0.0218714338331696,activation
g28,g63,0.0217743210644673,repression
g56,g7,0.0217511528929154,repression
g59,g39,0.0216076078568377,repression
g20,g51,0.0215202966731225,activation
g47,g54,0.0214423611999231,activation
g53,g51,0.0209996305028702,activation
g36,g21,0.0208322944880205,repression
g47,g9,0.020687186275114,repression
g20,g36,0.0206803110044278,activation
g31,g9,0.0205918608805762,activation
g56,g51,0.0202882019030751,activation
g28,g61,0.0202545871951244,repression
g12,g57,0.0200631839043979,repression
g39,g44,0.0199836042792452,repression
g25,g24,0.0197276916594319,activation
g59,g24,0.0195894438947978,activation
g25,g19,0.0195878854811778,repression
g47,g17,0.019562969882959,activation
g11,g28,0.0193412132090559,repression
g31,g16,0.0193084977627097,repression
g28,g0,0.0190935049418045,activation
g56,g0,0.0188830851971081,activation
g56,g1,0.0188720666176058,activation
g42,g11,0.0188297394028967,activation
g48,g38,0.0185805537884093,repression
g49,g19,0.0184763431556441,repression
g4,g38,0.0183338544225878,repression
g34,g28,0.0179610428525101,repression
g49,g41,0.0179517175445766,activation
g31,g23,0.0179361097605284,repression
g25,g50,0.0179141555756692,activation
g9,g51,0.0178819113913617,activation
g31,g40,0.0178454905839516,activation
g25,g48,0.0178216017774591,activation
g47,g15,0.0176946886774626,repression
g15,g51,0.0176405047896566,activation
g20,g12,0.0176340257379348,activation
g15,g7,0.0175271442011722,repression
g20,g54,0.0171069969443942,repression
g39,g2,0.0170478409253727,activation
g9,g52,0.0170345188645713,repression
g25,g49,0.0170045379359718,activation
g47,g14,0.016703188971561,activation
g31,g15,0.0165119673072956,repression
g12,g16,0.0165094514797864,repression
g31,g10,0.0164471569788264,activation
g12,g31,0.016364408021484,activation
g1,g35,0.0163316792015001,activation
g47,g42,0.0163037194664742,activation
g8,g0,0.0161950343299606,activation
g11,g39,0.0160712490266288,activation
g12,g10,0.0160440192369217,activation
g28,g29,0.0156868364262966,activation
g28,g5,0.0156555290449116,activation
g0,g38,0.0156136527627235,activation
g15,g23,0.0155046868391662,activation
g25,g43,0.0153817483749302,activation
g6,g4,0.0150937669387627,repression
g15,g0,0.014860742708744,activation
g27,g16,0.0148378389185427,activation
g18,g51,0.0147511341298799,repression
g15,g52,0.014668428753606,repression
g8,g52,0.0145897849177914,repression
g12,g59,0.0145201267964098,activation
g31,g57,0.0143276204220726,repression
g15,g38,0.014266775243906,repression
g28,g28,0.0142067846489903,activation
g8,g51,0.0141402231865773,activation
g59,g17,0.0140324269401441,activation
g42,g43,0.0138574090973502,repression
g59,g30,0.0138270483667518,activation
g39,g63,0.0138184203411511,activation
g1,g37,0.0135961798563262,repression
g27,g62,0.0134519549886067,repression
g9,g38,0.0133951868821296,repression
g4,g0,0.013383154153979,activation
g4,g28,0.0132588691786908,repression
g15,g50,0.013198905276019,activation
g36,g63,0.0130254824831872,activation
g31,g63,0.0130135813162112,repression
g47,g34,0.0129466457893041,activation
g44,g53,0.0128372603768771,activation
g11,g54,0.0128232655406283,activation
g56,g6,0.0125637266235457,repression
g57,g2,0.0124961967465145,activation
g1,g64,0.0124601577831554,activation
g12,g44,0.0122052907339647,activation
g1,g38,0.0121818490220624,activation
g48,g50,0.0121741043477831,repression
g28,g2,0.0121580811275399,activation
g31,g7,0.0120339647010838,activation
g25,g26,0.0120277920168135,activation
g27,g31,0.0119572932409944,repression
g31,g53,0.0118975295396866,repression
g4,g1,0.0118848192757429,repression
g31,g0,0.0116957208210725,repression
g8,g7,0.0116121688618659,activation
g1,g60,0.0115935717674238,repression
g7,g60,0.0115486420074817,activation
g42,g26,0.0115431651337933,repression
g16,g6,0.0114467991764172,repression
g11,g12,0.0113826118047039,activation
g12,g11,0.0113304556753021,activation
g39,g3,0.0113182233277393,activation
g48,g37,0.0112209293816404,activation
g7,g35,0.0111355063486741,activation
g54,g62,0.0111240913181002,activation
g56,g28,0.0111074278640447,activation
g56,g48,0.0111034356181113,activation
g15,g61,0.0110242216878243,activation
g25,g25,0.0109311812310539,activation
g15,g48,0.010897743459447,repression
g48,g35,0.0108462794123896,repression
g51,g52,0.0108377801437976,activation
g48,g6,0.010764803332699,repression
g15,g63,0.010536748743668,repression
g18,g34,0.0104478950438516,activation
g28,g4,0.0103200059581582,repression
g28,g56,0.0102086779081984,activation
g28,g3,0.0101614420720445,activation
g27,g57,0.0101596887267783,repression
g31,g44,0.0100302553767278,repression
g9,g7,0.00997425711490258,activation
g15,g19,0.0099483676662393,activation
g12,g53,0.00989232173675708,repression
g14,g46,0.00986973017992424,activation
g6,g50,0.00979311951350119,activation
g19,g38,0.00975028544528072,repression
g31,g31,0.00968044720363986,activation
g1,g1,0.00964344300667127,activation
g59,g2,0.00962534616598828,activation
g1,g6,0.00953221387963495,activation
g31,g29,0.00948896511454118,activation
g27,g10,0.00939898170014841,activation
g28,g51,0.00939402347588308,activation
g23,g38,0.00937848914587699,activation
g7,g38,0.00934243517608224,repression
g31,g26,0.00931129675550819,activation
g9,g23,0.00930773738886757,activation
g31,g19,0.00929289090975568,repression
g8,g50,0.00919153741558308,repression
g8,g38,0.00915623551326375,repression
g31,g59,0.00906297873656826,activation
g20,g7,0.00900021108655978,repression
g8,g24,0.00897958041769018,repression
g12,g20,0.00891309676067835,activation
g31,g51,0.00883924540565304,repression
g48,g1,0.0087692632205178,activation
g41,g46,0.00872331298894296,activation
g1,g50,0.00872221257805817,activation
g57,g56,0.00870723780727632,activation
g56,g61,0.00864077404450859,activation
g15,g29,0.00854950764839672,repression
g27,g59,0.00854304556778995,activation
g39,g57,0.00851442649120342,activation
g9,g61,0.00848903396664656,repression
g7,g52,0.00845923154199926,repression
g41,g36,0.00845754995905043,repression
g23,g7,0.00841102060151127,activation
g11,g61,0.00839968817214181,repression
g11,g33,0.00837684828646307,activation
g15,g24,0.0083213557433983,repression
g27,g11,0.00830208131028351,activation
g27,g44,0.00827238567297662,repression
g57,g37,0.00814772143817859,activation
g31,g43,0.00811284073309451,activation
g20,g17,0.00804910440666512,activation
g27,g54,0.00804653352507638,repression
g8,g23,0.00803962876201805,repression
g41,g16,0.00803347237816521,repression
g4,g50,0.00801903226041742,repression
g51,g58,0.00801506973462428,activation
g14,g36,0.00800970973236652,activation
g9,g50,0.00800245517279147,repression
g23,g23,0.00797388358484807,activation
g19,g24,0.00793963804330374,activation
g0,g35,0.00785307250532653,activation
g9,g63,0.00783397314645501,activation
g12,g40,0.0078241041690474,repression
g14,g31,0.0078148350345775,activation
g39,g10,0.00779130457984046,repression
g27,g53,0.00771092451096756,activation
g28,g22,0.0076792612005557,repression
g39,g43,0.00762170188384702,activation
g54,g0,0.00762013450777725,repression
g8,g61,0.00761606746045558,repression
g12,g18,0.00761509881564901,activation
g31,g21,0.00740910525799048,activation
g19,g0,0.00740182611286172,activation
g59,g22,0.00738468114780495,activation
g54,g16,0.00724996895360434,activation
g14,g57,0.00723956856672046,repression
g8,g63,0.00715071411092919,repression
g4,g3,0.00712087157040666,activation
g8,g48,0.00709354853971426,activation
g23,g50,0.00708500199318752,repression
g20,g29,0.00708058736845845,activation
g14,g11,0.00697940835257865,activation
g14,g20,0.00690838619249266,repression
g51,g41,0.00690027070286593,repression
g51,g60,0.00689734142420322,repression
g9,g0,0.0068836709332194,activation
g0,g41,0.00686233878553025,repression
g9,g41,0.00685826049743328,repression
g1,g28,0.0068375074283363,repression
g31,g49,0.00676065975630823,repression
g41,g31,0.00675520306644415,repression
g20,g63,0.00670010929430425,activation
g12,g8,0.00667281557215226,repression
g12,g25,0.00665664581545224,repression
g14,g47,0.00664338837550248,activation
g28,g43,0.00664146114186511,activation
g19,g50,0.00662960344275147,repression
g9,g29,0.00662643548459111,activation
g23,g24,0.00661610692669627,activation
g15,g8,0.00655137991849553,repression
g44,g34,0.0065433093777194,repression
g28,g55,0.00653133665105153,activation
g6,g0,0.00650203519742858,activation
g9,g48,0.00635981987985284,activation
g14,g59,0.00634140301009404,activation
g25,g21,0.00633328249546799,repression
g15,g60,0.00632680785870284,activation
g4,g34,0.00628942447913442,activation
g51,g35,0.0062711716840856,activation
g0,g37,0.00625002884114533,activation
g57,g21,0.00624947351904403,activation
g28,g30,0.00624074103383541,repression
g8,g29,0.00623588606444614,activation
g12,g36,0.00620939380559775,repression
g15,g43,0.00620490954337211,repression
g48,g7,0.00618608895959064,activation
g41,g59,0.00617598522534734,activation
g14,g62,0.00609505933835158,repression
g56,g23,0.00607498449323464,activation
g25,g42,0.00604634980759678,activation
g15,g1,0.00603992367752931,activation
