Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
KEGG_2019	Fructose and mannose metabolism	1/42	0.4194380367171431	0.5423767716169956	0.5098637904436462	0.6708734084784818	-14.555200926266629	12.64613307966639	aldocb
KEGG_2019	Steroid hormone biosynthesis	1/37	0.38057595785367077	0.5189672152550053	0.4673478868977248	0.649094287357951	-12.786270940986054	12.35242631320381	hsd17b7
KEGG_2019	Nicotinate and nicotinamide metabolism	1/30	0.3217787172334656	0.4925184447451002	0.4016307415359149	0.6409001194722048	-7.083784501579695	8.032240790298292	mibp
KEGG_2019	Ribosome biogenesis in eukaryotes	2/77	0.26031252489304235	0.42812289634540074	0.3728060187779672	0.6213433646299455	-5.10950462425347	6.876741001055901	heatr1;ran
KEGG_2019	Protein processing in endoplasmic reticulum	7/176	0.007828783934508563	0.07339484938601783	0.02991407975391543	0.25196187218997373	-1.2134044850267172	5.884948763986003	dnajc5b;canx;bcl2b;calr3a;sec63;sec61a1;hsp90aa1.2
KEGG_2019	Phosphatidylinositol signaling system	3/108	0.16219370356736684	0.35014659290805616	0.2735620158000279	0.5561873493990941	-3.133907803641503	5.70046533937798	synj1;ocrl;calml4a
KEGG_2019	ErbB signaling pathway	3/102	0.14390146798869183	0.34339256493163417	0.24692133025009613	0.5561873493990941	-2.7425704447435755	5.3168196427155765	erbb2;erbb3b;nrg1
KEGG_2019	Cellular senescence	7/184	0.009863344149447895	0.0739750811208592	0.036526564550565264	0.27394923412923944	-0.6846192999225466	3.1622086261681766	tgfb1a;cdk1;ccnb1;cacna1da;calml4a;ccnb3;ccna2
KEGG_2019	Cardiac muscle contraction	3/100	0.13796564713802628	0.34339256493163417	0.23813616010496635	0.5561873493990941	-1.2402926907398188	2.456710440006062	atp1a3b;cacna1da;atp1b2b
KEGG_2019	Phototransduction	1/37	0.38057595785367077	0.5189672152550053	0.4673478868977248	0.649094287357951	-2.4949688180554044	2.4103132665507148	calml4a
KEGG_2019	Lysosome	4/137	0.10050794514818716	0.31408732858808486	0.1998950287763071	0.5561873493990941	-0.9168145829041122	2.106398463831419	atp6v0d1;atp6ap1b;npc1;ap1b1
KEGG_2019	Inositol phosphate metabolism	2/86	0.30315541807493535	0.4837586458642587	0.42496517305642467	0.649094287357951	-1.5213672140793295	1.8157664877656319	synj1;ocrl
KEGG_2019	Apoptosis	5/161	0.05712469916318904	0.2380195798466212	0.1357519288037784	0.5358628768570202	-0.5872535789724923	1.6810243491436854	tuba1a;sptan1;tuba1c;birc5a;bcl2b
KEGG_2019	Glycolysis / Gluconeogenesis	2/77	0.26031252489304235	0.42812289634540074	0.3728060187779672	0.6213433646299455	-0.8428187504739066	1.1343264531616752	aldocb;eno1a
KEGG_2019	mTOR signaling pathway	1/186	0.9107985084334946	0.9231065963852982	0.9567146555624885	0.976508807357293	5.054108650262626	-0.472223477226329	lrp5
KEGG_2019	Insulin signaling pathway	1/165	0.8826794717667645	0.9231065963852982	0.9380989743064999	0.976508807357293	4.870786062856164	-0.6078407036611808	calml4a
KEGG_2019	Apelin signaling pathway	1/175	0.8970272607911917	0.9231065963852982	0.94778566046333	0.976508807357293	6.489427420293947	-0.7051997590959709	calml4a
KEGG_2019	Autophagy	1/158	0.8714674486124123	0.9231065963852982	0.9302801507483107	0.976508807357293	5.479037436269455	-0.7537882496826764	bcl2b
KEGG_2019	Glycerophospholipid metabolism	1/98	0.7193269195886566	0.7818770865094091	0.8078833955521619	0.8781341256001765	2.422065681405817	-0.7979237149325759	pla2g6
KEGG_2019	FoxO signaling pathway	4/165	0.16340174335709282	0.35014659290805616	0.30004551249578004	0.5770106009534233	0.8760914033022119	-1.5870776234126729	tgfb1a;plk1;ccnb1;ccnb3
KEGG_2019	Drug metabolism	1/76	0.626481821365402	0.7228636400370021	0.7221381016215843	0.8332362711018274	3.7291777606582834	-1.7438959859151952	rrm2
KEGG_2019	Adherens junction	2/97	0.35486587643543327	0.5189672152550053	0.4855745638964181	0.6606378465453344	1.7773882495252569	-1.841401551637727	erbb2;fgfr1a
KEGG_2019	Gap junction	3/123	0.21057756734568536	0.3760313702601524	0.3411502197396221	0.6213433646299455	1.2298260911625851	-1.9159475466354223	tuba1a;tuba1c;cdk1
KEGG_2019	Melanogenesis	2/137	0.5275647657798503	0.6373388833807521	0.6700072595775617	0.8067644662357675	3.0324228373448587	-1.9391848014405957	edn1;calml4a
KEGG_2019	C-type lectin receptor signaling pathway	2/120	0.4578171797707529	0.5722714747134412	0.5988412023632137	0.7485515029540172	2.6262299860086804	-2.051835001624195	calml4a;egr2b
KEGG_2019	Herpes simplex virus 1 infection	2/176	0.6634232790323209	0.7426379989167765	0.795179838812205	0.8781341256001765	5.011200130904821	-2.056306197781548	bcl2b;calr3a
KEGG_2019	GnRH signaling pathway	2/123	0.47055847438640236	0.5785555012947567	0.6121794713489186	0.7526796778880147	2.9069269232733848	-2.191343391811423	cacna1da;calml4a
KEGG_2019	Oxidative phosphorylation	2/139	0.5353646620398321	0.6373388833807521	0.6776821516380446	0.8067644662357675	4.225454358966632	-2.640094108107504	atp6v0d1;atp6ap1b
KEGG_2019	NOD-like receptor signaling pathway	2/148	0.5693620577270005	0.6672211613988289	0.7104560586944869	0.8325656937826019	4.819574909189459	-2.714571308307757	bcl2b;hsp90aa1.2
KEGG_2019	AGE-RAGE signaling pathway in diabetic complications	3/123	0.21057756734568536	0.3760313702601524	0.3411502197396221	0.6213433646299455	1.7709553948451624	-2.758973539703336	tgfb1a;bcl2b;edn1
KEGG_2019	Necroptosis	2/174	0.6572891743781131	0.7426379989167765	0.7899313653760445	0.8781341256001765	7.8172228150637535	-3.280350697509648	bcl2b;hsp90aa1.2
KEGG_2019	Salmonella infection	1/95	0.708167863423807	0.7810674964233166	0.7979517781161157	0.8781341256001765	10.260145794947126	-3.5405107623811705	dync1h1
KEGG_2019	Neuroactive ligand-receptor interaction	3/461	0.9378334831646878	0.9378334831646878	0.9849601891876063	0.9849601891876062	61.68409961902042	-3.9590624860706183	lpar2b;edn1;s1pr2
KEGG_2019	TGF-beta signaling pathway	2/107	0.4006702069709857	0.5318335799100371	0.5371754387277519	0.6828501339759556	4.645332736369714	-4.248698510134143	tgfb1a;smad7
KEGG_2019	Wnt signaling pathway	5/184	0.08923023905354939	0.31408732858808486	0.19741502586906343	0.5561873493990941	1.8054393902303496	-4.3629080076734	dkk2;apc;lrp5;gpc4;vangl2
KEGG_2019	Cytokine-cytokine receptor interaction	4/181	0.20438444595087488	0.3760313702601524	0.3599751500256288	0.6213433646299455	3.5146022260348806	-5.58031854005558	tnfrsf19;tgfb1a;ngfrb;ackr3b
KEGG_2019	Endocytosis	2/302	0.9024979427774916	0.9231065963852982	0.963488689925862	0.976508807357293	61.327045983048784	-6.291472240432204	cav1;asap1b
KEGG_2019	Vascular smooth muscle contraction	4/157	0.14415993164217342	0.34339256493163417	0.27055550365840847	0.5561873493990941	3.5437518524531293	-6.863651843668599	pla2g6;cacna1da;edn1;calml4a
KEGG_2019	RNA transport	4/158	0.14651416103749706	0.34339256493163417	0.2742137936693878	0.5561873493990941	5.104593745275788	-9.804052183061147	trnt1;eif4a1a;eif3ha;ran
KEGG_2019	Purine metabolism	4/151	0.13035970002444028	0.34339256493163417	0.2488143136665456	0.5561873493990941	8.161526527174724	-16.628765279948812	rrm2;zgc:110540;prps1a;dck
KEGG_2019	Adrenergic signaling in cardiomyocytes	6/202	0.04669924914827264	0.21890273038252794	0.1252092327345072	0.5217051363937798	6.6181073102456605	-20.278060762349245	bcl2b;atp2b1a;atp1a3b;cacna1da;calml4a;atp1b2b
KEGG_2019	Tight junction	5/211	0.13649819380091713	0.34339256493163417	0.27962597045020515	0.5561873493990941	14.697927555828599	-29.270098124787694	tuba1a;erbb2;pcna;tuba1c;cacna1da
KEGG_2019	Regulation of actin cytoskeleton	6/261	0.12102223222061749	0.34339256493163417	0.27253470246694644	0.5561873493990941	15.955085304284244	-33.69364620482817	fgf3;fgfr1a;apc;fgf10a;lpar2b;dock1
KEGG_2019	MAPK signaling pathway	10/362	0.019103931846029952	0.1193995740376872	0.08219108026874253	0.4264628702188058	8.754385964912283	-34.648643746344426	erbb2;erbb3b;fgf3;tgfb1a;ngfrb;fgfr1a;bdnf;fgf10a;mapk8ip3;cacna1da
KEGG_2019	Calcium signaling pathway	5/268	0.262582043091846	0.42812289634540074	0.4657449508075667	0.649094287357951	31.17940334272341	-41.69283938175445	erbb2;erbb3b;atp2b1a;cacna1da;calml4a
KEGG_2019	Focal adhesion	5/234	0.18380619487693164	0.3725801247505368	0.35432015239964826	0.6213433646299455	25.8357919609872	-43.762559871147396	erbb2;cav1;bcl2b;tnc;dock1
